clone_id	SHM	Donor count	Donor	Tissue	Isotype
856664	0.05724351870335061	1	CCM3	Gastric_pylorus	IgM
856671	0.07857142857142857	1	CCM3	Gastric_pylorus	IgM
857206	0.010714285714285714	1	CCM3	Gastric_pylorus	IgM
857326	0.021505376344086023	1	CCM3	Gastric_pylorus	IgM
857776	0.02142857142857143	1	CCM3	Gastric_pylorus	IgM
857777	0.014285714285714285	1	CCM3	Gastric_pylorus	IgM
857778	0.07473309608540925	1	CCM3	Gastric_pylorus	IgM
857779	0.025179856115107913	1	CCM3	Gastric_pylorus	IgM
857780	0.0	1	CCM3	Gastric_pylorus	IgM
857781	0.025179856115107913	1	CCM3	Gastric_pylorus	IgM
857782	0.0	1	CCM3	Gastric_pylorus	IgM
857783	0.07857142857142857	1	CCM3	Gastric_pylorus	IgM
858402	0.01838235294117647	1	CCM3	Gastric_pylorus	IgM
859798	0.0036900369003690036	1	CCM3	Gastric_pylorus	IgM
861433	0.01845018450184502	1	CCM3	Gastric_pylorus	IgM
861434	0.04059040590405904	1	CCM3	Gastric_pylorus	IgM
861435	0.02962962962962963	1	CCM3	Gastric_pylorus	IgM
861436	0.03676470588235294	1	CCM3	Gastric_pylorus	IgM
861437	0.0	1	CCM3	Gastric_pylorus	IgM
861438	0.029411764705882353	1	CCM3	Gastric_pylorus	IgM
861439	0.022058823529411766	1	CCM3	Gastric_pylorus	IgM
861440	0.01486988847583643	1	CCM3	Gastric_pylorus	IgM
862743	0.05166051660516605	1	CCM3	Gastric_pylorus	IgM
863660	0.029520295202952025	1	CCM3	Gastric_pylorus	IgM
863665	0.07352941176470588	1	CCM3	Gastric_pylorus	IgM
863666	0.014705882352941176	1	CCM3	Gastric_pylorus	IgM
868209	0.027543520309477754	1	CCM3	Gastric_pylorus	IgM
868211	0.05454545454545454	1	CCM3	Gastric_pylorus	IgM
868503	0.04363636363636364	1	CCM3	Gastric_pylorus	IgM
868552	0.061538461538461514	1	CCM3	Gastric_pylorus	IgM
869494	0.029411764705882353	1	CCM3	Gastric_pylorus	IgM
871037	0.05422794117647059	1	CCM3	Gastric_pylorus	IgM
871699	0.05514705882352941	1	CCM3	Gastric_pylorus	IgM
872809	0.025735294117647058	1	CCM3	Gastric_pylorus	IgM
872826	0.0625	1	CCM3	Gastric_pylorus	IgM
872829	0.04411764705882353	1	CCM3	Gastric_pylorus	IgM
872830	0.058823529411764705	1	CCM3	Gastric_pylorus	IgM
872831	0.03345724907063197	1	CCM3	Gastric_pylorus	IgM
872832	0.025830258302583026	1	CCM3	Gastric_pylorus	IgM
872833	0.08088235294117647	1	CCM3	Gastric_pylorus	IgM
872834	0.03308823529411765	1	CCM3	Gastric_pylorus	IgM
872835	0.051470588235294115	1	CCM3	Gastric_pylorus	IgM
872836	0.07462686567164178	1	CCM3	Gastric_pylorus	IgM
872837	0.07011070110701106	1	CCM3	Gastric_pylorus	IgM
874158	0.055860805860805864	1	CCM3	Gastric_pylorus	IgM
874159	0.06227106227106227	1	CCM3	Gastric_pylorus	IgM
874160	0.05128205128205128	1	CCM3	Gastric_pylorus	IgM
874161	0.0	1	CCM3	Gastric_pylorus	IgM
874526	0.007326007326007326	1	CCM3	Gastric_pylorus	IgM
876216	0.05037313432835821	1	CCM3	Gastric_pylorus	IgM
876249	0.044444444444444425	1	CCM3	Gastric_pylorus	IgM
876250	0.037037037037037035	1	CCM3	Gastric_pylorus	IgM
876308	0.05555555555555555	1	CCM3	Gastric_pylorus	IgM
876316	0.06666666666666667	1	CCM3	Gastric_pylorus	IgM
876506	0.05925925925925926	1	CCM3	Gastric_pylorus	IgM
878464	0.025925925925925925	1	CCM3	Gastric_pylorus	IgM
878752	0.014814814814814815	1	CCM3	Gastric_pylorus	IgM
878757	0.041044776119402986	1	CCM3	Gastric_pylorus	IgM
882563	0.044444444444444446	1	CCM3	Gastric_pylorus	IgM
882564	0.033582089552238806	1	CCM3	Gastric_pylorus	IgM
882565	0.05185185185185185	1	CCM3	Gastric_pylorus	IgM
882583	0.03636363636363636	1	CCM3	Gastric_pylorus	IgM
882614	0.0	1	CCM3	Gastric_pylorus	IgM
882806	0.010948905109489052	1	CCM3	Gastric_pylorus	IgM
882824	0.021897810218978103	1	CCM3	Gastric_pylorus	IgM
882825	0.0931899641577061	1	CCM3	Gastric_pylorus	IgM
886557	0.04059040590405904	1	CCM3	Gastric_pylorus	IgM
887394	0.03636363636363636	1	CCM3	Gastric_pylorus	IgM
887856	0.036101083032490974	1	CCM3	Gastric_pylorus	IgM
887857	0.010830324909747292	1	CCM3	Gastric_pylorus	IgM
887858	0.02158273381294964	1	CCM3	Gastric_pylorus	IgM
889180	0.011029411764705883	1	CCM3	Gastric_pylorus	IgM
889181	0.011029411764705883	1	CCM3	Gastric_pylorus	IgM
889335	0.007352941176470588	1	CCM3	Gastric_pylorus	IgM
891257	0.0	1	CCM3	Gastric_pylorus	IgM
891452	0.0036496350364963502	1	CCM3	Gastric_pylorus	IgM
891544	0.015037593984962405	1	CCM3	Gastric_pylorus	IgM
891714	0.09926470588235294	1	CCM3	Gastric_pylorus	IgM
893383	0.05555555555555555	1	CCM3	Gastric_pylorus	IgM
895808	0.037037037037037035	1	CCM3	Gastric_pylorus	IgM
896651	0.0	1	CCM3	Gastric_pylorus	IgM
897043	0.029162148485505673	1	CCM3	Gastric_pylorus	IgM
897226	0.033707865168539325	1	CCM3	Gastric_pylorus	IgM
897242	0.07037037037037037	1	CCM3	Gastric_pylorus	IgM
898042	0.03888888888888889	1	CCM3	Gastric_pylorus	IgM
898043	0.07407407407407407	1	CCM3	Gastric_pylorus	IgM
898044	0.022388059701492536	1	CCM3	Gastric_pylorus	IgM
898045	0.05514705882352941	1	CCM3	Gastric_pylorus	IgM
898046	0.007407407407407408	1	CCM3	Gastric_pylorus	IgM
898047	0.03345724907063197	1	CCM3	Gastric_pylorus	IgM
898048	0.022388059701492536	1	CCM3	Gastric_pylorus	IgM
898049	0.04814814814814815	1	CCM3	Gastric_pylorus	IgM
898050	0.037037037037037035	1	CCM3	Gastric_pylorus	IgM
898051	0.052434456928838954	1	CCM3	Gastric_pylorus	IgM
900126	0.007434944237918215	1	CCM3	Gastric_pylorus	IgM
901346	0.00749063670411985	1	CCM3	Gastric_pylorus	IgM
903345	0.0749063670411985	1	CCM3	Gastric_pylorus	IgM
903779	0.04779411764705882	1	CCM3	Gastric_pylorus	IgM
903780	0.0036900369003690036	1	CCM3	Gastric_pylorus	IgM
903781	0.0	1	CCM3	Gastric_pylorus	IgM
904246	0.07011070110701106	1	CCM3	Gastric_pylorus	IgM
904540	0.04779411764705882	1	CCM3	Gastric_pylorus	IgM
904730	0.11567164179104478	1	CCM3	Gastric_pylorus	IgM
904989	0.07720588235294118	1	CCM3	Gastric_pylorus	IgM
905368	0.02952029520295203	1	CCM3	Gastric_pylorus	IgM
905369	0.025830258302583026	1	CCM3	Gastric_pylorus	IgM
905370	0.0037174721189591076	1	CCM3	Gastric_pylorus	IgM
905371	0.13533834586466165	1	CCM3	Gastric_pylorus	IgM
905372	0.0036900369003690036	1	CCM3	Gastric_pylorus	IgM
905373	0.0625	1	CCM3	Gastric_pylorus	IgM
905439	0.08022495516797241	1	CCM3	Gastric_pylorus	IgM
905470	0.025735294117647058	1	CCM3	Gastric_pylorus	IgM
905474	0.06985294117647059	1	CCM3	Gastric_pylorus	IgM
905885	0.08472850678733036	1	CCM3	Gastric_pylorus	IgM
905973	0.07169811320754717	1	CCM3	Gastric_pylorus	IgM
906527	0.04044117647058824	1	CCM3	Gastric_pylorus	IgM
906528	0.05514705882352941	1	CCM3	Gastric_pylorus	IgM
906529	0.08088235294117647	1	CCM3	Gastric_pylorus	IgM
908663	0.025362318840579712	1	CCM3	Gastric_pylorus	IgM
909631	0.0	1	CCM3	Gastric_pylorus	IgM
909632	0.0	1	CCM3	Gastric_pylorus	IgM
909908	0.021660649819494584	1	CCM3	Gastric_pylorus	IgM
911122	0.08888888888888889	1	CCM3	Gastric_pylorus	IgM
911943	0.024242424242424242	1	CCM3	Gastric_pylorus	IgM
911944	0.05555555555555555	1	CCM3	Gastric_pylorus	IgM
911945	0.040145985401459854	1	CCM3	Gastric_pylorus	IgM
912017	0.055970149253731345	1	CCM3	Gastric_pylorus	IgM
912842	0.058823529411764705	1	CCM3	Gastric_pylorus	IgM
916110	0.07037037037037037	1	CCM3	Gastric_pylorus	IgM
916562	0.04411764705882353	1	CCM3	Gastric_pylorus	IgM
917231	0.003649635036496351	1	CCM3	Gastric_pylorus	IgM
917278	0.1044776119402985	1	CCM3	Gastric_pylorus	IgM
917291	0.05783582089552239	1	CCM3	Gastric_pylorus	IgM
917330	0.09168443496801708	1	CCM3	Gastric_pylorus	IgM
917339	0.1024816176470588	1	CCM3	Gastric_pylorus	IgM
917341	0.08419117647058821	1	CCM3	Gastric_pylorus	IgM
917348	0.11194029850746269	1	CCM3	Gastric_pylorus	IgM
917417	0.07205882352941177	1	CCM3	Gastric_pylorus	IgM
917425	0.08614232209737828	1	CCM3	Gastric_pylorus	IgM
917440	0.11764705882352941	1	CCM3	Gastric_pylorus	IgM
917441	0.09888059701492538	1	CCM3	Gastric_pylorus	IgM
917446	0.09701492537313433	1	CCM3	Gastric_pylorus	IgM
917456	0.08208955223880597	1	CCM3	Gastric_pylorus	IgM
917466	0.11567164179104478	1	CCM3	Gastric_pylorus	IgM
917544	0.048507462686567165	1	CCM3	Gastric_pylorus	IgM
917784	0.10298092209856911	1	CCM3	Gastric_pylorus	IgM
917901	0.11029411764705882	1	CCM3	Gastric_pylorus	IgM
919032	0.05193236714975846	1	CCM3	Gastric_pylorus	IgM
919035	0.007220216606498195	1	CCM3	Gastric_pylorus	IgM
919743	0.0030193236714975845	1	CCM3	Gastric_pylorus	IgM
920150	0.007272727272727273	1	CCM3	Gastric_pylorus	IgM
920151	0.0	1	CCM3	Gastric_pylorus	IgM
920152	0.018115942028985508	1	CCM3	Gastric_pylorus	IgM
920153	0.010830324909747292	1	CCM3	Gastric_pylorus	IgM
920154	0.04316546762589928	1	CCM3	Gastric_pylorus	IgM
922355	0.007407407407407408	1	CCM3	Gastric_pylorus	IgM
922356	0.011152416356877323	1	CCM3	Gastric_pylorus	IgM
922357	0.003703703703703704	1	CCM3	Gastric_pylorus	IgM
922826	0.007246376811594203	1	CCM3	Gastric_pylorus	IgM
923645	0.007194244604316547	1	CCM3	Gastric_pylorus	IgM
924045	0.017857142857142856	1	CCM3	Gastric_pylorus	IgM
926964	0.003676470588235294	1	CCM3	Gastric_pylorus	IgM
926965	0.0	1	CCM3	Gastric_pylorus	IgM
926966	0.007380073800738007	1	CCM3	Gastric_pylorus	IgM
926967	0.007434944237918215	1	CCM3	Gastric_pylorus	IgM
928619	0.0	1	CCM3	Gastric_pylorus	IgM
928620	0.0	1	CCM3	Gastric_pylorus	IgM
928672	0.07720588235294118	1	CCM3	Gastric_pylorus	IgM
929351	0.08646616541353383	1	CCM3	Gastric_pylorus	IgM
930196	0.03333333333333333	1	CCM3	Gastric_pylorus	IgM
930809	0.03690036900369004	1	CCM3	Gastric_pylorus	IgM
930811	0.01845018450184502	1	CCM3	Gastric_pylorus	IgM
932334	0.014652014652014652	1	CCM3	Gastric_pylorus	IgM
932709	0.0037174721189591076	1	CCM3	Gastric_pylorus	IgM
932715	0.03717472118959108	1	CCM3	Gastric_pylorus	IgM
932993	0.026217228464419477	1	CCM3	Gastric_pylorus	IgM
933220	0.06666666666666667	1	CCM3	Gastric_pylorus	IgM
933692	0.017985611510791366	1	CCM3	Gastric_pylorus	IgM
933753	0.02909090909090909	1	CCM3	Gastric_pylorus	IgM
934724	0.08958677685950414	1	CCM3	Gastric_pylorus	IgM
934747	0.06014430014430017	1	CCM3	Gastric_pylorus	IgM
934754	0.09104377104377101	1	CCM3	Gastric_pylorus	IgM
934791	0.014388489208633094	1	CCM3	Gastric_pylorus	IgM
934793	0.010869565217391304	1	CCM3	Gastric_pylorus	IgM
935020	0.03636363636363636	1	CCM3	Gastric_pylorus	IgM
935176	0.02158273381294964	1	CCM3	Gastric_pylorus	IgM
935731	0.01824817518248175	1	CCM3	Gastric_pylorus	IgM
936038	0.07727272727272727	1	CCM3	Gastric_pylorus	IgM
936313	0.08072727272727273	1	CCM3	Gastric_pylorus	IgM
936318	0.01818181818181818	1	CCM3	Gastric_pylorus	IgM
936319	0.05090909090909091	1	CCM3	Gastric_pylorus	IgM
936320	0.02877697841726619	1	CCM3	Gastric_pylorus	IgM
936321	0.05454545454545454	1	CCM3	Gastric_pylorus	IgM
936322	0.025547445255474453	1	CCM3	Gastric_pylorus	IgM
936323	0.014545454545454545	1	CCM3	Gastric_pylorus	IgM
936324	0.01824817518248175	1	CCM3	Gastric_pylorus	IgM
940228	0.01581508515815085	1	CCM3	Gastric_pylorus	IgM
940229	0.02564102564102564	1	CCM3	Gastric_pylorus	IgM
940230	0.044444444444444446	1	CCM3	Gastric_pylorus	IgM
940231	0.040293040293040296	1	CCM3	Gastric_pylorus	IgM
940232	0.0	1	CCM3	Gastric_pylorus	IgM
941950	0.014814814814814815	1	CCM3	Gastric_pylorus	IgM
942176	0.022140221402214017	1	CCM3	Gastric_pylorus	IgM
942217	0.0	1	CCM3	Gastric_pylorus	IgM
942218	0.029411764705882353	1	CCM3	Gastric_pylorus	IgM
942219	0.025925925925925925	1	CCM3	Gastric_pylorus	IgM
943416	0.025830258302583026	1	CCM3	Gastric_pylorus	IgM
944248	0.03260869565217391	1	CCM3	Gastric_pylorus	IgM
945186	0.08273381294964029	1	CCM3	Gastric_pylorus	IgM
945198	0.049331963001027754	1	CCM3	Gastric_pylorus	IgM
945200	0.04676258992805756	1	CCM3	Gastric_pylorus	IgM
945538	0.032490974729241874	1	CCM3	Gastric_pylorus	IgM
946002	0.05635491606714627	1	CCM3	Gastric_pylorus	IgM
946196	0.050359712230215826	1	CCM3	Gastric_pylorus	IgM
946628	0.025179856115107913	1	CCM3	Gastric_pylorus	IgM
946629	0.00539568345323741	1	CCM3	Gastric_pylorus	IgM
946630	0.0	1	CCM3	Gastric_pylorus	IgM
946631	0.014388489208633094	1	CCM3	Gastric_pylorus	IgM
946632	0.02877697841726619	1	CCM3	Gastric_pylorus	IgM
948007	0.05330882352941176	1	CCM3	Gastric_pylorus	IgM
948246	0.03636363636363636	1	CCM3	Gastric_pylorus	IgM
949490	0.016605166051660517	1	CCM3	Gastric_pylorus	IgM
951607	0.029197080291970802	1	CCM3	Gastric_pylorus	IgM
951780	0.025454545454545455	1	CCM3	Gastric_pylorus	IgM
952182	0.04044117647058824	1	CCM3	Gastric_pylorus	IgM
952185	0.0037174721189591076	1	CCM3	Gastric_pylorus	IgM
952186	0.054812834224598934	1	CCM3	Gastric_pylorus	IgM
952190	0.022058823529411766	1	CCM3	Gastric_pylorus	IgM
952565	0.05514705882352943	1	CCM3	Gastric_pylorus	IgM
952568	0.018382352941176485	1	CCM3	Gastric_pylorus	IgM
952574	0.02988929889298893	1	CCM3	Gastric_pylorus	IgM
953069	0.025735294117647058	1	CCM3	Gastric_pylorus	IgM
953288	0.03308823529411765	1	CCM3	Gastric_pylorus	IgM
953289	0.0	1	CCM3	Gastric_pylorus	IgM
953863	0.06666666666666667	1	CCM3	Gastric_pylorus	IgM
953987	0.029411764705882353	1	CCM3	Gastric_pylorus	IgM
955063	0.0984009840098401	1	CCM3	Gastric_pylorus	IgM
955323	0.007352941176470587	1	CCM3	Gastric_pylorus	IgM
955651	0.0661764705882353	1	CCM3	Gastric_pylorus	IgM
955652	0.09594095940959411	1	CCM3	Gastric_pylorus	IgM
955669	0.04779411764705882	1	CCM3	Gastric_pylorus	IgM
955670	0.05904059040590406	1	CCM3	Gastric_pylorus	IgM
955696	0.01858736059479554	1	CCM3	Gastric_pylorus	IgM
955699	0.08088235294117647	1	CCM3	Gastric_pylorus	IgM
956334	0.06985294117647059	1	CCM3	Gastric_pylorus	IgM
957182	0.0018382352941176468	1	CCM3	Gastric_pylorus	IgM
957246	0.10294117647058823	1	CCM3	Gastric_pylorus	IgM
957293	0.029411764705882353	1	CCM3	Gastric_pylorus	IgM
957294	0.007407407407407408	1	CCM3	Gastric_pylorus	IgM
957295	0.10294117647058823	1	CCM3	Gastric_pylorus	IgM
957296	0.02952029520295203	1	CCM3	Gastric_pylorus	IgM
957297	0.04797047970479705	1	CCM3	Gastric_pylorus	IgM
957298	0.05904059040590406	1	CCM3	Gastric_pylorus	IgM
957299	0.014814814814814815	1	CCM3	Gastric_pylorus	IgM
959796	0.02877697841726619	1	CCM3	Gastric_pylorus	IgM
961916	0.013888119937405762	1	CCM3	Gastric_pylorus	IgM
961918	0.02947647351979481	1	CCM3	Gastric_pylorus	IgM
961937	0.019082001031459517	1	CCM3	Gastric_pylorus	IgM
962540	0.08727272727272728	1	CCM3	Gastric_pylorus	IgM
962674	0.0	1	CCM3	Gastric_pylorus	IgM
962675	0.05009504640500951	1	CCM3	Gastric_pylorus	IgM
963605	0.04484848484848485	1	CCM3	Gastric_pylorus	IgM
963933	0.0364963503649635	1	CCM3	Gastric_pylorus	IgM
966054	0.011111111111111112	1	CCM3	Gastric_pylorus	IgM
967356	0.03717472118959108	1	CCM3	Gastric_pylorus	IgM
969082	0.00749063670411985	1	CCM3	Gastric_pylorus	IgM
969962	0.05090909090909091	2	CCM3	Gastric_pylorus	IgM
970715	0.01090909090909091	1	CCM3	Gastric_pylorus	IgM
971445	0.0874269005847953	1	CCM3	Gastric_pylorus	IgM
971446	0.08024691358024691	1	CCM3	Gastric_pylorus	IgM
971760	0.06666666666666667	1	CCM3	Gastric_pylorus	IgM
971816	0.1037037037037037	1	CCM3	Gastric_pylorus	IgM
971822	0.05185185185185185	1	CCM3	Gastric_pylorus	IgM
971827	0.040740740740740744	1	CCM3	Gastric_pylorus	IgM
972386	0.0	1	CCM3	Gastric_pylorus	IgM
972472	0.09259259259259259	1	CCM3	Gastric_pylorus	IgM
972473	0.08518518518518518	1	CCM3	Gastric_pylorus	IgM
972474	0.06296296296296296	1	CCM3	Gastric_pylorus	IgM
972475	0.10740740740740741	1	CCM3	Gastric_pylorus	IgM
972768	0.051094890510948905	1	CCM3	Gastric_pylorus	IgM
972769	0.1035169210351692	1	CCM3	Gastric_pylorus	IgM
972921	0.05474452554744525	1	CCM3	Gastric_pylorus	IgM
972922	0.054744525547445265	1	CCM3	Gastric_pylorus	IgM
973291	0.11355311355311355	1	CCM3	Gastric_pylorus	IgM
973396	0.06569343065693431	1	CCM3	Gastric_pylorus	IgM
974349	0.052583025830258305	1	CCM3	Gastric_pylorus	IgM
974350	0.022304832713754646	1	CCM3	Gastric_pylorus	IgM
974392	0.014705882352941176	1	CCM3	Gastric_pylorus	IgM
974466	0.06766917293233082	1	CCM3	Gastric_pylorus	IgM
974803	0.0	1	CCM3	Gastric_pylorus	IgM
974922	0.03333333333333333	1	CCM3	Gastric_pylorus	IgM
975759	0.04779411764705882	1	CCM3	Gastric_pylorus	IgM
975996	0.0036900369003690036	1	CCM3	Gastric_pylorus	IgM
976406	0.007380073800738007	1	CCM3	Gastric_pylorus	IgM
976407	0.01838235294117647	1	CCM3	Gastric_pylorus	IgM
976408	0.029411764705882353	1	CCM3	Gastric_pylorus	IgM
976409	0.018726591760299626	1	CCM3	Gastric_pylorus	IgM
976501	0.003663003663003663	1	CCM3	Gastric_pylorus	IgM
978286	0.06516780710329097	1	CCM3	Gastric_pylorus	IgM
978293	0.05665467625899282	1	CCM3	Gastric_pylorus	IgM
978497	0.046762589928057555	1	CCM3	Gastric_pylorus	IgM
978544	0.06115107913669065	1	CCM3	Gastric_pylorus	IgM
978547	0.032490974729241874	1	CCM3	Gastric_pylorus	IgM
978552	0.02142857142857143	1	CCM3	Gastric_pylorus	IgM
979009	0.05766587261685301	1	CCM3	Gastric_pylorus	IgM
979412	0.10045454545454546	1	CCM3	Gastric_pylorus	IgM
979423	0.08761363636363642	1	CCM3	Gastric_pylorus	IgM
979442	0.035393939393939394	1	CCM3	Gastric_pylorus	IgM
979445	0.0698989898989899	1	CCM3	Gastric_pylorus	IgM
980263	0.08748663101604282	1	CCM3	Gastric_pylorus	IgM
980265	0.08	1	CCM3	Gastric_pylorus	IgM
980266	0.0293040293040293	1	CCM3	Gastric_pylorus	IgM
980418	0.10583941605839416	1	CCM3	Gastric_pylorus	IgM
980419	0.0072992700729927005	1	CCM3	Gastric_pylorus	IgM
980420	0.0	1	CCM3	Gastric_pylorus	IgM
982477	0.07636363636363637	1	CCM3	Gastric_pylorus	IgM
982527	0.0	1	CCM3	Gastric_pylorus	IgM
982702	0.047272727272727265	1	CCM3	Gastric_pylorus	IgM
982717	0.07324675324675327	1	CCM3	Gastric_pylorus	IgM
982720	0.07353535353535355	1	CCM3	Gastric_pylorus	IgM
982736	0.05090909090909091	1	CCM3	Gastric_pylorus	IgM
983115	0.1323529411764706	1	CCM3	Gastric_pylorus	IgM
983141	0.10989010989010989	1	CCM3	Gastric_pylorus	IgM
983206	0.02223966509680795	1	CCM3	Gastric_pylorus	IgM
983207	0.06545454545454546	1	CCM3	Gastric_pylorus	IgM
983270	0.07434944237918216	1	CCM3	Gastric_pylorus	IgM
983274	0.05700123915737298	1	CCM3	Gastric_pylorus	IgM
983275	0.007272727272727274	1	CCM3	Gastric_pylorus	IgM
983310	0.0661764705882353	1	CCM3	Gastric_pylorus	IgM
983312	0.06909090909090909	1	CCM3	Gastric_pylorus	IgM
983331	0.08639705882352941	1	CCM3	Gastric_pylorus	IgM
983832	0.021897810218978103	1	CCM3	Gastric_pylorus	IgM
984125	0.03345724907063197	1	CCM3	Gastric_pylorus	IgM
984361	0.04428044280442804	1	CCM3	Gastric_pylorus	IgM
984683	0.040293040293040296	1	CCM3	Gastric_pylorus	IgM
984687	0.03663003663003663	1	CCM3	Gastric_pylorus	IgM
984698	0.04411764705882353	1	CCM3	Gastric_pylorus	IgM
985532	0.003703703703703704	1	CCM3	Gastric_pylorus	IgM
985533	0.0	1	CCM3	Gastric_pylorus	IgM
985534	0.055762081784386616	1	CCM3	Gastric_pylorus	IgM
985535	0.0	1	CCM3	Gastric_pylorus	IgM
985536	0.05090909090909091	1	CCM3	Gastric_pylorus	IgM
985537	0.02909090909090909	1	CCM3	Gastric_pylorus	IgM
987502	0.06127450980392157	2	CCM3	Gastric_pylorus	IgM
987551	0.05616605616605616	1	CCM3	Gastric_pylorus	IgM
987626	0.018315018315018316	1	CCM3	Gastric_pylorus	IgM
987864	0.05128205128205128	1	CCM3	Gastric_pylorus	IgM
987997	0.11355311355311355	1	CCM3	Gastric_pylorus	IgM
987998	0.07692307692307693	1	CCM3	Gastric_pylorus	IgM
988005	0.02564102564102564	1	CCM3	Gastric_pylorus	IgM
988314	0.08791208791208792	1	CCM3	Gastric_pylorus	IgM
988334	0.10256410256410256	1	CCM3	Gastric_pylorus	IgM
988862	0.040293040293040296	1	CCM3	Gastric_pylorus	IgM
988990	0.02197802197802198	1	CCM3	Gastric_pylorus	IgM
988991	0.03676470588235294	1	CCM3	Gastric_pylorus	IgM
988992	0.10256410256410256	1	CCM3	Gastric_pylorus	IgM
989712	0.09837781266352694	1	CCM3	Gastric_pylorus	IgM
989835	0.0962962962962963	1	CCM3	Gastric_pylorus	IgM
989990	0.07011070110701106	1	CCM3	Gastric_pylorus	IgM
989993	0.0661764705882353	1	CCM3	Gastric_pylorus	IgM
989999	0.07602941176470585	1	CCM3	Gastric_pylorus	IgM
990030	0.04652014652014652	1	CCM3	Gastric_pylorus	IgM
990041	0.029304029304029304	1	CCM3	Gastric_pylorus	IgM
990807	0.06985294117647059	1	CCM3	Gastric_pylorus	IgM
991015	0.047619047619047616	1	CCM3	Gastric_pylorus	IgM
991022	0.029304029304029307	1	CCM3	Gastric_pylorus	IgM
991030	0.054945054945054944	1	CCM3	Gastric_pylorus	IgM
991045	0.04797047970479705	1	CCM3	Gastric_pylorus	IgM
991058	0.06227106227106227	1	CCM3	Gastric_pylorus	IgM
991069	0.06985294117647058	1	CCM3	Gastric_pylorus	IgM
992245	0.01098901098901099	1	CCM3	Gastric_pylorus	IgM
992547	0.014652014652014652	1	CCM3	Gastric_pylorus	IgM
993211	0.014652014652014652	1	CCM3	Gastric_pylorus	IgM
993760	0.07326007326007326	1	CCM3	Gastric_pylorus	IgM
994296	0.021897810218978103	1	CCM3	Gastric_pylorus	IgM
994723	0.010989010989010986	1	CCM3	Gastric_pylorus	IgM
994724	0.01098901098901099	1	CCM3	Gastric_pylorus	IgM
994725	0.01090909090909091	1	CCM3	Gastric_pylorus	IgM
994726	0.03663003663003663	1	CCM3	Gastric_pylorus	IgM
994727	0.0	1	CCM3	Gastric_pylorus	IgM
994728	0.0037174721189591076	1	CCM3	Gastric_pylorus	IgM
994729	0.047619047619047616	1	CCM3	Gastric_pylorus	IgM
994730	0.014652014652014652	1	CCM3	Gastric_pylorus	IgM
994731	0.07749077490774908	1	CCM3	Gastric_pylorus	IgM
994732	0.029197080291970802	1	CCM3	Gastric_pylorus	IgM
994733	0.02214022140221402	1	CCM3	Gastric_pylorus	IgM
994734	0.01090909090909091	1	CCM3	Gastric_pylorus	IgM
998156	0.026022304832713755	2	CCM3	Gastric_pylorus	IgM
998161	0.03345724907063197	1	CCM3	Gastric_pylorus	IgM
998512	0.03731343283582089	1	CCM3	Gastric_pylorus	IgM
998624	0.02973977695167286	1	CCM3	Gastric_pylorus	IgM
1000060	0.04395604395604396	1	CCM3	Gastric_pylorus	IgM
1000329	0.014760147601476014	1	CCM3	Gastric_pylorus	IgM
1000330	0.07326007326007326	1	CCM3	Gastric_pylorus	IgM
1000331	0.0	1	CCM3	Gastric_pylorus	IgM
1000350	0.0072992700729927005	1	CCM3	Gastric_pylorus	IgM
1000410	0.05090909090909091	1	CCM3	Gastric_pylorus	IgM
1000412	0.03568181818181818	1	CCM3	Gastric_pylorus	IgM
1000413	0.06942148760330578	1	CCM3	Gastric_pylorus	IgM
1000427	0.061818181818181814	1	CCM3	Gastric_pylorus	IgM
1000428	0.01838235294117647	1	CCM3	Gastric_pylorus	IgM
1000493	0.07636363636363637	1	CCM3	Gastric_pylorus	IgM
1000629	0.0	1	CCM3	Gastric_pylorus	IgM
1003281	0.09523809523809523	1	CCM3	Gastric_pylorus	IgM
1003282	0.06909090909090909	1	CCM3	Gastric_pylorus	IgM
1003352	0.04814814814814815	1	CCM3	Gastric_pylorus	IgM
1003552	0.0	1	CCM3	Gastric_pylorus	IgM
1003553	0.011029411764705883	1	CCM3	Gastric_pylorus	IgM
1003554	0.11481481481481481	1	CCM3	Gastric_pylorus	IgM
1003609	0.02158273381294964	1	CCM3	Gastric_pylorus	IgM
1003659	0.04989495798319331	1	CCM3	Gastric_pylorus	IgM
1003729	0.011029411764705883	1	CCM3	Gastric_pylorus	IgM
1004010	0.0036900369003690036	1	CCM3	Gastric_pylorus	IgM
1004961	0.04460966542750929	1	CCM3	Gastric_pylorus	IgM
1004962	0.08455882352941177	1	CCM3	Gastric_pylorus	IgM
1005147	0.022058823529411766	1	CCM3	Gastric_pylorus	IgM
1006095	0.03776978417266187	1	CCM3	Gastric_pylorus	IgM
1007368	0.014760147601476013	1	CCM3	Gastric_pylorus	IgM
1007433	0.04514925373134329	1	CCM3	Gastric_pylorus	IgM
1007452	0.06985294117647059	1	CCM3	Gastric_pylorus	IgM
1007722	0.03272727272727273	1	CCM3	Gastric_pylorus	IgM
1007893	0.029411764705882353	1	CCM3	Gastric_pylorus	IgM
1008051	0.061238761238761166	1	CCM3	Gastric_pylorus	IgM
1008052	0.04273504273504274	1	CCM3	Gastric_pylorus	IgM
1008104	0.029304029304029307	1	CCM3	Gastric_pylorus	IgM
1008105	0.04832954056658406	1	CCM3	Gastric_pylorus	IgM
