Vgene	clone_id	Isotype	Sample	Time	Min_num
IGHV4-NL_3	1130577	IgM	data-IgM	17	100
IGHV3-NL_10	371903	IgM	data-IgM	17	100
IGHV3-94	411986	IgM	data-IgM	17	100
IGHV4-149	514316	IgM	data-IgM	17	100
IGHV4-149	1961659	IgM	data-IgM	17	100
IGHV4-NL_3	1514637	IgM	data-IgM	17	100
IGHV4-NL_3	2032140	IgM	data-IgM	17	100
IGHV3-NL_17	179026	IgM	data-IgM	17	100
IGHV4-NL_10	1903844	IgM	data-IgM	17	100
IGHV4-NL_3	920557	IgM	data-IgM	17	100
IGHV4-NL_27	1678728	IgM	data-IgM	17	100
IGHV4-149	876739	IgM	data-IgM	17	100
IGHV4-149	593073	IgM	data-IgM	17	100
IGHV4-144	2376086	IgM	data-IgM	17	100
IGHV4-NL_28	77666	IgM	data-IgM	17	100
IGHV4-NL_3	1055038	IgM	data-IgM	17	100
IGHV2-69	691775	IgM	data-IgM	17	100
IGHV6-1	857108	IgM	data-IgM	17	100
IGHV4-NL_3	1621004	IgM	data-IgM	17	100
IGHV4-NL_3	1620909	IgM	data-IgM	17	100
IGHV4-NL_3	544328	IgM	data-IgM	17	100
IGHV4-NL_3	1112275	IgM	data-IgM	17	100
IGHV4-NL_10	1183969	IgM	data-IgM	17	100
IGHV4-NL_3	1131003	IgM	data-IgM	17	100
IGHV3-NL_11	600276	IgM	data-IgM	17	100
IGHV4-NL_25	1536695	IgM	data-IgM	17	100
IGHV4-NL_16	1275131	IgM	data-IgM	17	100
IGHV4-NL_25	505031	IgM	data-IgM	17	100
IGHV4-NL_13	472910	IgM	data-IgM	17	100
IGHV3-152	2122013	IgM	data-IgM	17	100
IGHV4-144	2392184	IgM	data-IgM	17	100
IGHV4-NL_13	2450530	IgM	data-IgM	17	100
IGHV3-NL_17	1969428	IgM	data-IgM	17	100
IGHV4-93	1219656	IgM	data-IgM	17	100
IGHV4-NL_21	1421500	IgM	data-IgM	17	100
IGHV3-187	602865	IgM	data-IgM	17	100
IGHV4-NL_29	1614437	IgM	data-IgM	17	100
IGHV4-NL_22	561563	IgM	data-IgM	17	100
IGHV3-NL_17	562759	IgM	data-IgM	17	100
IGHV3-NL_10	1286945	IgM	data-IgM	17	100
IGHV3-NL_11	767731	IgM	data-IgM	17	100
IGHV3-NL_17	306173	IgM	data-IgM	17	100
IGHV4-NL_3	1152670	IgM	data-IgM	17	100
IGHV4-NL_27	2058615	IgM	data-IgM	17	100
IGHV4-149	893495	IgM	data-IgM	17	100
IGHV4-NL_25	1162870	IgM	data-IgM	17	100
IGHV4-149	1748153	IgM	data-IgM	17	100
IGHV4-NL_36	802758	IgM	data-IgM	17	100
IGHV4-149	1786705	IgM	data-IgM	17	100
IGHV4-NL_3	1204855	IgM	data-IgM	17	100
IGHV4-NL_3	1793484	IgM	data-IgM	17	100
IGHV3-NL_19	1359394	IgM	data-IgM	17	100
IGHV4-NL_10	521255	IgM	data-IgM	17	100
IGHV3-NL_17	2239961	IgM	data-IgM	17	100
IGHV4-NL_16	1145243	IgM	data-IgM	17	100
IGHV4-NL_28	579053	IgM	data-IgM	17	100
IGHV3-NL_17	1139775	IgM	data-IgM	17	100
IGHV4-NL_27	1358155	IgM	data-IgM	17	100
IGHV4-NL_3	546460	IgM	data-IgM	17	100
IGHV4-NL_3	54942	IgM	data-IgM	17	100
IGHV4-NL_1	747067	IgM	data-IgM	17	100
IGHV4-NL_28	1372554	IgM	data-IgM	17	100
IGHV4-NL_21	999564	IgM	data-IgM	17	100
IGHV4-NL_29	311238	IgM	data-IgM	17	100
IGHV3-88	1295762	IgM	data-IgM	17	100
IGHV4-NL_10	521957	IgM	data-IgM	18	100
IGHV3-88	201651	IgM	data-IgM	18	100
IGHV4-144	1870538	IgM	data-IgM	18	100
IGHV3-122	2005053	IgM	data-IgM	18	100
IGHV3-9	349575	IgM	data-IgM	18	100
IGHV4-NL_22	685915	IgM	data-IgM	18	100
IGHV3-NL_10	308483	IgM	data-IgM	18	100
IGHV4-NL_3	1620974	IgM	data-IgM	18	100
IGHV3-88	1127847	IgM	data-IgM	18	100
IGHV4-NL_1	2292005	IgM	data-IgM	18	100
IGHV4-93	609095	IgM	data-IgM	18	100
IGHV3-94	220404	IgM	data-IgM	18	100
IGHV4-NL_3	2003443	IgM	data-IgM	18	100
IGHV4-144	2270408	IgM	data-IgM	18	100
IGHV3-103	2098880	IgM	data-IgM	18	100
IGHV4-NL_36	1629105	IgM	data-IgM	18	100
IGHV4-NL_10	260702	IgM	data-IgM	18	100
IGHV4-NL_22	1138787	IgM	data-IgM	18	100
IGHV4-NL_3	391672	IgM	data-IgM	18	100
IGHV4-NL_4	1763566	IgM	data-IgM	18	100
IGHV4-117	2066108	IgM	data-IgM	18	100
IGHV3-152	437820	IgM	data-IgM	18	100
IGHV4-NL_3	1112272	IgM	data-IgM	18	100
IGHV3-73	20473	IgM	data-IgM	18	100
IGHV3-88	1295762	IgM	data-IgM	18	100
IGHV3-88	449868	IgM	data-IgM	18	100
IGHV4-NL_29	1016799	IgM	data-IgM	18	100
IGHV3-NL_17	678733	IgM	data-IgM	18	100
IGHV3-88	1485925	IgM	data-IgM	18	100
IGHV4-NL_10	1604607	IgM	data-IgM	18	100
IGHV4-NL_3	2003502	IgM	data-IgM	18	100
IGHV4-150	1233546	IgM	data-IgM	18	100
IGHV4-NL_29	1213465	IgM	data-IgM	18	100
IGHV4-NL_10	1077127	IgM	data-IgM	18	100
IGHV3-NL_17	2241834	IgM	data-IgM	18	100
IGHV4-NL_12	163056	IgM	data-IgM	18	100
IGHV3-NL_17	652893	IgM	data-IgM	18	100
IGHV4-NL_3	1133001	IgM	data-IgM	18	100
IGHV4-149	1123767	IgM	data-IgM	18	100
IGHV4-NL_25	2124446	IgM	data-IgM	18	100
IGHV4-NL_29	2233711	IgM	data-IgM	18	100
IGHV4-NL_30	2080346	IgM	data-IgM	18	100
IGHV3-NL_19	367790	IgM	data-IgM	18	100
IGHV3-177	1396388	IgM	data-IgM	18	100
IGHV2-69	2083945	IgM	data-IgM	18	100
IGHV3-NL_19	35803	IgM	data-IgM	18	100
IGHV4-NL_36	802758	IgM	data-IgM	18	100
IGHV4-NL_10	1941991	IgM	data-IgM	18	100
IGHV3-177	556816	IgM	data-IgM	18	100
IGHV1-138	1526048	IgM	data-IgM	18	100
IGHV4-NL_28	1253956	IgM	data-IgM	18	100
IGHV4-117	713123	IgM	data-IgM	18	100
IGHV4-149	1748153	IgM	data-IgM	18	100
IGHV4-NL_22	2180468	IgM	data-IgM	18	100
IGHV4-NL_27	1358155	IgM	data-IgM	18	100
IGHV4-NL_16	1275131	IgM	data-IgM	18	100
IGHV4-NL_3	2293841	IgM	data-IgM	18	100
IGHV4-144	1989581	IgM	data-IgM	18	100
IGHV4-NL_21	340411	IgM	data-IgM	18	100
IGHV4-NL_5	1401827	IgM	data-IgM	18	100
IGHV3-122	2110129	IgM	data-IgM	18	100
IGHV4-NL_22	702121	IgM	data-IgM	18	100
IGHV3-NL_10	1286945	IgM	data-IgM	18	100
IGHV4-NL_29	1016653	IgM	data-IgM	18	100
IGHV4-NL_3	1130590	IgM	data-IgM	18	100
IGHV4-117	1362537	IgM	data-IgM	18	100
IGHV4-NL_28	77314	IgM	data-IgM	18	100
IGHV4-149	1349151	IgM	data-IgM	18	100
IGHV3-NL_11	2235562	IgM	data-IgM	18	100
IGHV4-149	2052856	IgM	data-IgM	18	100
IGHV3-9	1951612	IgM	data-IgM	18	100
IGHV4-NL_33	992729	IgM	data-IgM	18	100
IGHV4-NL_12	1686921	IgM	data-IgM	18	100
IGHV3-NL_17	304791	IgM	data-IgM	18	100
IGHV4-NL_16	930839	IgM	data-IgM	18	100
IGHV3-88	1550791	IgM	data-IgM	18	100
IGHV4-NL_1	2199175	IgM	data-IgM	18	100
IGHV4-NL_29	311238	IgM	data-IgM	18	100
IGHV4-NL_3	1744593	IgM	data-IgM	18	100
IGHV4-NL_10	1604608	IgM	data-IgM	18	100
IGHV6-1	302165	IgM	data-IgM	18	100
IGHV4-NL_22	446434	IgM	data-IgM	18	100
IGHV4-NL_28	77666	IgM	data-IgM	18	100
IGHV4-117	1362535	IgM	data-IgM	18	100
IGHV4-144	865611	IgM	data-IgM	18	100
IGHV4-NL_10	2225396	IgM	data-IgM	18	100
IGHV5-15	1063433	IgM	data-IgM	18	100
IGHV4-144	1060011	IgM	data-IgM	18	100
IGHV4-93	1298090	IgM	data-IgM	18	100
IGHV3-52	1288477	IgM	data-IgM	18	100
IGHV4-144	1246227	IgM	data-IgM	18	100
IGHV4-NL_21	2265443	IgM	data-IgM	18	100
IGHV4-NL_3	1621232	IgM	data-IgM	18	100
IGHV4-NL_16	2431833	IgM	data-IgM	18	100
IGHV4-NL_3	170586	IgM	data-IgM	18	100
IGHV4-NL_4	674178	IgM	data-IgM	18	100
IGHV2-69	561125	IgM	data-IgM	18	100
IGHV4-NL_3	1620869	IgM	data-IgM	18	100
IGHV3-177	713901	IgM	data-IgM	18	100
IGHV3-88	933814	IgM	data-IgM	18	100
IGHV4-NL_4	662471	IgM	data-IgM	19	100
IGHV3-NL_11	1345828	IgM	data-IgM	19	100
IGHV4-NL_4	251422	IgM	data-IgM	19	100
IGHV4-144	2376086	IgM	data-IgM	19	100
IGHV4-NL_5	1401827	IgM	data-IgM	19	100
IGHV4-NL_10	1689548	IgM	data-IgM	19	100
IGHV4-NL_21	2265443	IgM	data-IgM	19	100
IGHV3-152	724353	IgM	data-IgM	19	100
IGHV4-NL_10	570235	IgM	data-IgM	19	100
IGHV4-NL_3	388718	IgM	data-IgM	19	100
IGHV1-138	436838	IgM	data-IgM	19	100
IGHV4-149	514852	IgM	data-IgM	19	100
IGHV4-117	1362535	IgM	data-IgM	19	100
IGHV6-1	856208	IgM	data-IgM	19	100
IGHV3-NL_10	1206398	IgM	data-IgM	19	100
IGHV4-NL_22	2264276	IgM	data-IgM	19	100
IGHV3-187	1066359	IgM	data-IgM	19	100
IGHV3-53	892295	IgM	data-IgM	19	100
IGHV4-NL_3	388586	IgM	data-IgM	19	100
IGHV4-NL_10	171598	IgM	data-IgM	19	100
IGHV4-93	1298090	IgM	data-IgM	19	100
IGHV4-NL_3	1621004	IgM	data-IgM	19	100
IGHV4-NL_3	722475	IgM	data-IgM	19	100
IGHV4-NL_10	1940951	IgM	data-IgM	19	100
IGHV3-NL_9	2087522	IgM	data-IgM	19	100
IGHV3-88	1485560	IgM	data-IgM	19	100
IGHV4-NL_6	1580992	IgM	data-IgM	19	100
IGHV4-NL_4	1937280	IgM	data-IgM	19	100
IGHV4-NL_22	1678669	IgM	data-IgM	19	100
IGHV4-NL_12	957812	IgM	data-IgM	19	100
IGHV4-117	1362537	IgM	data-IgM	19	100
IGHV3-152	627917	IgM	data-IgM	19	100
IGHV4-NL_36	2258114	IgM	data-IgM	19	100
IGHV4-NL_3	1514635	IgM	data-IgM	19	100
IGHV4-144	2119548	IgM	data-IgM	19	100
IGHV3-NL_11	600276	IgM	data-IgM	19	100
IGHV4-NL_13	295998	IgM	data-IgM	19	100
IGHV2-69	963355	IgM	data-IgM	19	100
IGHV4-NL_33	992757	IgM	data-IgM	19	100
IGHV2-69	47419	IgM	data-IgM	19	100
IGHV4-NL_3	1132565	IgM	data-IgM	19	100
IGHV4-144	2271971	IgM	data-IgM	19	100
IGHV4-NL_4	674178	IgM	data-IgM	19	100
IGHV3-50	63563	IgM	data-IgM	19	100
IGHV4-NL_36	535241	IgM	data-IgM	19	100
IGHV4-NL_33	1394186	IgM	data-IgM	19	100
IGHV4-NL_3	1620909	IgM	data-IgM	19	100
IGHV4-NL_3	1238365	IgM	data-IgM	19	100
IGHV4-144	1244351	IgM	data-IgM	19	100
IGHV3-50	1218233	IgM	data-IgM	19	100
IGHV3-152	2122013	IgM	data-IgM	19	100
IGHV4-149	896468	IgM	data-IgM	19	100
IGHV4-NL_4	1586097	IgM	data-IgM	19	100
IGHV4-144	387973	IgM	data-IgM	19	100
IGHV4-NL_27	1358154	IgM	data-IgM	19	100
IGHV4-NL_16	764230	IgM	data-IgM	19	100
IGHV4-NL_12	676212	IgM	data-IgM	19	100
IGHV4-NL_13	2409908	IgM	data-IgM	19	100
IGHV4-NL_29	150760	IgM	data-IgM	19	100
IGHV4-NL_21	2035442	IgM	data-IgM	19	100
IGHV4-NL_36	291197	IgM	data-IgM	19	100
IGHV4-NL_21	1862088	IgM	data-IgM	19	100
IGHV4-NL_13	2408114	IgM	data-IgM	19	100
IGHV4-NL_28	1225354	IgM	data-IgM	19	100
IGHV3-36	3371	IgM	data-IgM	19	100
IGHV4-93	1043119	IgM	data-IgM	19	100
IGHV4-NL_30	2080346	IgM	data-IgM	19	100
IGHV4-149	1124107	IgM	data-IgM	19	100
IGHV4-NL_10	750681	IgM	data-IgM	19	100
IGHV4-NL_28	1523118	IgM	data-IgM	19	100
IGHV4-93	609096	IgM	data-IgM	19	100
IGHV4-NL_4	1999867	IgM	data-IgM	19	100
IGHV4-NL_25	1706440	IgM	data-IgM	19	100
IGHV4-NL_29	2150998	IgM	data-IgM	19	100
IGHV4-144	2277998	IgM	data-IgM	19	100
IGHV4-117	1364187	IgM	data-IgM	19	100
IGHV4-NL_1	1583998	IgM	data-IgM	19	100
IGHV2-69	2334167	IgM	data-IgM	19	100
IGHV4-NL_29	150599	IgM	data-IgM	19	100
IGHV4-NL_36	2258019	IgM	data-IgM	19	100
IGHV3-52	1288477	IgM	data-IgM	19	100
IGHV3-187	1966015	IgM	data-IgM	19	100
IGHV3-88	1442260	IgM	data-IgM	19	100
IGHV3-88	697019	IgM	data-IgM	19	100
IGHV4-NL_22	1777288	IgM	data-IgM	19	100
IGHV4-117	1362900	IgM	data-IgM	19	100
IGHV3-177	754340	IgM	data-IgM	19	100
IGHV4-NL_10	2225337	IgM	data-IgM	19	100
IGHV4-NL_21	1808792	IgM	data-IgM	19	100
IGHV4-149	1443243	IgM	data-IgM	19	100
IGHV4-NL_4	1954734	IgM	data-IgM	19	100
IGHV4-NL_29	1751355	IgM	data-IgM	19	100
IGHV4-NL_10	510588	IgM	data-IgM	19	100
IGHV4-NL_16	1275131	IgM	data-IgM	19	100
IGHV4-NL_25	1822289	IgM	data-IgM	19	100
IGHV4-NL_12	676617	IgM	data-IgM	19	100
IGHV3-88	2167169	IgM	data-IgM	19	100
IGHV4-117	824030	IgM	data-IgM	19	100
IGHV3-152	1317714	IgM	data-IgM	19	100
IGHV3-50	1164826	IgM	data-IgM	19	100
IGHV4-NL_3	2293841	IgM	data-IgM	20	100
IGHV4-NL_33	2286692	IgM	data-IgM	20	100
IGHV4-NL_3	388718	IgM	data-IgM	20	100
IGHV4-NL_3	790364	IgM	data-IgM	20	100
IGHV4-NL_25	568979	IgM	data-IgM	20	100
IGHV4-NL_21	1035342	IgM	data-IgM	20	100
IGHV3-152	724353	IgM	data-IgM	20	100
IGHV3-NL_10	1102149	IgM	data-IgM	20	100
IGHV4-NL_12	1441538	IgM	data-IgM	20	100
IGHV4-NL_13	2409908	IgM	data-IgM	20	100
IGHV4-NL_10	1986453	IgM	data-IgM	20	100
IGHV4-NL_10	1715667	IgM	data-IgM	20	100
IGHV4-149	2305803	IgM	data-IgM	20	100
IGHV4-NL_25	146699	IgM	data-IgM	20	100
IGHV4-NL_10	508504	IgM	data-IgM	20	100
IGHV4-NL_4	251422	IgM	data-IgM	20	100
IGHV4-NL_3	1744593	IgM	data-IgM	20	100
IGHV3-177	63834	IgM	data-IgM	20	100
IGHV4-NL_3	1204855	IgM	data-IgM	20	100
IGHV4-NL_1	86976	IgM	data-IgM	20	100
IGHV4-NL_25	1162870	IgM	data-IgM	20	100
IGHV4-NL_21	2265443	IgM	data-IgM	20	100
IGHV4-NL_12	957812	IgM	data-IgM	20	100
IGHV4-NL_29	705413	IgM	data-IgM	20	100
IGHV4-NL_10	507534	IgM	data-IgM	20	100
IGHV4-NL_33	992757	IgM	data-IgM	20	100
IGHV3-NL_17	973762	IgM	data-IgM	20	100
IGHV3-88	2238809	IgM	data-IgM	20	100
IGHV3-152	1468993	IgM	data-IgM	20	100
IGHV4-149	893495	IgM	data-IgM	20	100
IGHV2-69	142563	IgM	data-IgM	20	100
IGHV4-144	1040582	IgM	data-IgM	20	100
IGHV4-NL_10	968041	IgM	data-IgM	20	100
IGHV4-NL_10	1077130	IgM	data-IgM	20	100
IGHV4-NL_10	1078464	IgM	data-IgM	20	100
IGHV4-67	279515	IgM	data-IgM	20	100
IGHV4-NL_9	699486	IgM	data-IgM	20	100
IGHV4-NL_3	1848912	IgM	data-IgM	20	100
IGHV4-NL_22	2036692	IgM	data-IgM	20	100
IGHV4-NL_12	2238498	IgM	data-IgM	20	100
IGHV4-NL_21	524800	IgM	data-IgM	20	100
IGHV4-149	1694652	IgM	data-IgM	20	100
IGHV4-NL_25	982897	IgM	data-IgM	20	100
IGHV3-9	2118338	IgM	data-IgM	20	100
IGHV3-NL_10	308483	IgM	data-IgM	20	100
IGHV4-149	2380283	IgM	data-IgM	20	100
IGHV4-NL_10	1689548	IgM	data-IgM	20	100
IGHV5-15	1718332	IgM	data-IgM	20	100
IGHV4-NL_10	2182325	IgM	data-IgM	20	100
IGHV4-NL_28	938599	IgM	data-IgM	20	100
IGHV4-NL_1	774491	IgM	data-IgM	20	100
IGHV4-NL_4	1169294	IgM	data-IgM	20	100
IGHV4-NL_29	1614437	IgM	data-IgM	20	100
IGHV4-149	1021005	IgM	data-IgM	20	100
IGHV4-NL_10	171461	IgM	data-IgM	20	100
IGHV3-52	1426948	IgM	data-IgM	20	100
IGHV4-NL_3	168524	IgM	data-IgM	20	100
IGHV4-117	23838	IgM	data-IgM	20	100
IGHV4-NL_16	930831	IgM	data-IgM	20	100
IGHV4-117	1362537	IgM	data-IgM	20	100
IGHV4-NL_13	295998	IgM	data-IgM	20	100
IGHV4-NL_36	1920110	IgM	data-IgM	20	100
IGHV4-149	1351141	IgM	data-IgM	20	100
IGHV3-177	713901	IgM	data-IgM	20	100
IGHV4-149	1300157	IgM	data-IgM	20	100
IGHV3-NL_19	35724	IgM	data-IgM	20	100
IGHV1-138	70241	IgM	data-IgM	20	100
IGHV4-117	1084814	IgM	data-IgM	20	100
IGHV3-88	697019	IgM	data-IgM	20	100
IGHV4-NL_1	1122574	IgM	data-IgM	20	100
IGHV3-NL_19	552028	IgM	data-IgM	20	100
IGHV3-NL_17	740594	IgM	data-IgM	20	100
IGHV4-117	648328	IgM	data-IgM	20	100
IGHV4-93	207190	IgM	data-IgM	20	100
IGHV4-NL_28	1224664	IgM	data-IgM	20	100
IGHV3-50	63563	IgM	data-IgM	20	100
IGHV3-88	1442260	IgM	data-IgM	20	100
IGHV4-NL_36	1797070	IgM	data-IgM	20	100
IGHV4-NL_16	300076	IgM	data-IgM	20	100
IGHV3-187	1416490	IgM	data-IgM	20	100
IGHV4-NL_1	1853136	IgM	data-IgM	20	100
IGHV4-NL_21	153151	IgM	data-IgM	20	100
IGHV3-9	559817	IgM	data-IgM	20	100
IGHV4-NL_1	1122573	IgM	data-IgM	20	100
IGHV3-88	919121	IgM	data-IgM	20	100
IGHV4-144	2304021	IgM	data-IgM	20	100
IGHV4-117	2148957	IgM	data-IgM	20	100
IGHV3-NL_17	654625	IgM	data-IgM	20	100
IGHV3-52	233332	IgM	data-IgM	20	100
IGHV3-52	903782	IgM	data-IgM	20	100
IGHV4-149	337146	IgM	data-IgM	20	100
IGHV3-73	1470812	IgM	data-IgM	20	100
IGHV4-NL_28	1523118	IgM	data-IgM	20	100
IGHV4-117	1362535	IgM	data-IgM	20	100
IGHV4-144	1242861	IgM	data-IgM	20	100
IGHV4-150	1953593	IgM	data-IgM	20	100
IGHV4-NL_13	657479	IgM	data-IgM	20	100
IGHV3-152	437820	IgM	data-IgM	20	100
IGHV3-NL_19	111130	IgM	data-IgM	20	100
IGHV4-NL_3	1841533	IgM	data-IgM	20	100
IGHV4-NL_21	1862088	IgM	data-IgM	21	100
IGHV3-50	1466749	IgM	data-IgM	21	100
IGHV4-NL_28	719307	IgM	data-IgM	21	100
IGHV4-NL_21	1421509	IgM	data-IgM	21	100
IGHV4-NL_29	150562	IgM	data-IgM	21	100
IGHV2-118	1240252	IgM	data-IgM	21	100
IGHV4-NL_29	1751355	IgM	data-IgM	21	100
IGHV4-NL_4	1516825	IgM	data-IgM	21	100
IGHV3-NL_10	130771	IgM	data-IgM	21	100
IGHV3-94	220404	IgM	data-IgM	21	100
IGHV3-36	1475188	IgM	data-IgM	21	100
IGHV4-149	893596	IgM	data-IgM	21	100
IGHV5-15	1718332	IgM	data-IgM	21	100
IGHV3-NL_10	1465259	IgM	data-IgM	21	100
IGHV4-NL_10	521255	IgM	data-IgM	21	100
IGHV4-NL_42	1406004	IgM	data-IgM	21	100
IGHV4-NL_25	1487456	IgM	data-IgM	21	100
IGHV4-NL_29	311238	IgM	data-IgM	21	100
IGHV4-150	1233546	IgM	data-IgM	21	100
IGHV4-NL_29	1015018	IgM	data-IgM	21	100
IGHV3-122	2110129	IgM	data-IgM	21	100
IGHV3-88	1938312	IgM	data-IgM	21	100
IGHV4-144	1981352	IgM	data-IgM	21	100
IGHV3-NL_17	304791	IgM	data-IgM	21	100
IGHV4-NL_3	1793345	IgM	data-IgM	21	100
IGHV4-NL_1	1992552	IgM	data-IgM	21	100
IGHV4-NL_33	538107	IgM	data-IgM	21	100
IGHV3-88	1483602	IgM	data-IgM	21	100
IGHV4-NL_28	938599	IgM	data-IgM	21	100
IGHV4-NL_3	1133000	IgM	data-IgM	21	100
IGHV3-36	1370172	IgM	data-IgM	21	100
IGHV1-105	1814623	IgM	data-IgM	21	100
IGHV4-NL_29	311245	IgM	data-IgM	21	100
IGHV3-100	2346741	IgM	data-IgM	21	100
IGHV4-149	1351143	IgM	data-IgM	21	100
IGHV4-NL_5	1401849	IgM	data-IgM	21	100
IGHV3-37	1153163	IgM	data-IgM	21	100
IGHV4-NL_4	1763566	IgM	data-IgM	21	100
IGHV4-NL_22	446434	IgM	data-IgM	21	100
IGHV3-187	651096	IgM	data-IgM	21	100
IGHV3-187	1966015	IgM	data-IgM	21	100
IGHV4-93	207190	IgM	data-IgM	21	100
IGHV4-NL_12	676212	IgM	data-IgM	21	100
IGHV4-NL_21	1421450	IgM	data-IgM	21	100
IGHV4-NL_10	61597	IgM	data-IgM	21	100
IGHV3-50	1703117	IgM	data-IgM	21	100
IGHV4-NL_3	753724	IgM	data-IgM	21	100
IGHV4-NL_16	1650320	IgM	data-IgM	21	100
IGHV4-NL_9	699486	IgM	data-IgM	21	100
IGHV4-NL_10	61592	IgM	data-IgM	21	100
IGHV4-NL_27	1272693	IgM	data-IgM	21	100
IGHV4-NL_3	1226481	IgM	data-IgM	21	100
IGHV4-150	1953593	IgM	data-IgM	21	100
IGHV4-NL_3	1841533	IgM	data-IgM	21	100
IGHV4-NL_10	732438	IgM	data-IgM	21	100
IGHV4-67	2015891	IgM	data-IgM	21	100
IGHV4-NL_13	1477165	IgM	data-IgM	21	100
IGHV4-NL_3	1744498	IgM	data-IgM	21	100
IGHV4-NL_3	1617930	IgM	data-IgM	21	100
IGHV4-149	1748049	IgM	data-IgM	21	100
IGHV4-NL_36	429492	IgM	data-IgM	21	100
IGHV3-88	919474	IgM	data-IgM	21	100
IGHV3-88	449868	IgM	data-IgM	21	100
IGHV4-NL_4	541748	IgM	data-IgM	21	100
IGHV4-NL_22	2264276	IgM	data-IgM	21	100
IGHV4-149	1349151	IgM	data-IgM	21	100
IGHV4-NL_1	1588787	IgM	data-IgM	21	100
IGHV4-149	2379033	IgM	data-IgM	21	100
IGHV4-NL_33	987647	IgM	data-IgM	21	100
IGHV3-NL_17	318190	IgM	data-IgM	21	100
IGHV4-67	279515	IgM	data-IgM	21	100
IGHV4-NL_4	1937791	IgM	data-IgM	21	100
IGHV4-NL_10	1078715	IgM	data-IgM	21	100
IGHV4-NL_3	2249881	IgM	data-IgM	21	100
IGHV4-NL_25	1536695	IgM	data-IgM	21	100
IGHV4-117	2148957	IgM	data-IgM	21	100
IGHV4-NL_10	1143450	IgM	data-IgM	21	100
IGHV4-NL_29	2150998	IgM	data-IgM	21	100
IGHV4-NL_3	1513994	IgM	data-IgM	21	100
IGHV4-NL_13	2450530	IgM	data-IgM	21	100
IGHV4-117	1896973	IgM	data-IgM	21	100
IGHV4-93	958583	IgM	data-IgM	21	100
IGHV4-NL_10	1229689	IgM	data-IgM	21	100
IGHV4-NL_10	1766162	IgM	data-IgM	21	100
IGHV4-NL_5	1401827	IgM	data-IgM	21	100
IGHV3-177	1396388	IgM	data-IgM	21	100
IGHV4-NL_3	1132574	IgM	data-IgM	21	100
IGHV3-NL_17	678733	IgM	data-IgM	21	100
IGHV4-NL_29	705413	IgM	data-IgM	21	100
IGHV4-93	1219655	IgM	data-IgM	21	100
IGHV4-NL_27	1358154	IgM	data-IgM	21	100
IGHV4-NL_3	546460	IgM	data-IgM	21	100
IGHV4-144	1545479	IgM	data-IgM	21	100
IGHV4-NL_28	77371	IgM	data-IgM	21	100
IGHV4-NL_22	224659	IgM	data-IgM	21	100
IGHV4-144	1242861	IgM	data-IgM	21	100
IGHV5-15	2038777	IgM	data-IgM	21	100
IGHV1-138	1799694	IgM	data-IgM	21	100
IGHV4-NL_3	1996518	IgM	data-IgM	21	100
IGHV4-NL_29	2233711	IgM	data-IgM	21	100
IGHV4-NL_33	1127021	IgM	data-IgM	22	100
IGHV3-52	1426948	IgM	data-IgM	22	100
IGHV4-NL_4	673953	IgM	data-IgM	22	100
IGHV4-NL_10	1183969	IgM	data-IgM	22	100
IGHV4-93	1219655	IgM	data-IgM	22	100
IGHV4-93	207190	IgM	data-IgM	22	100
IGHV4-NL_4	1673671	IgM	data-IgM	22	100
IGHV4-NL_3	170586	IgM	data-IgM	22	100
IGHV4-NL_21	1421500	IgM	data-IgM	22	100
IGHV4-NL_27	770814	IgM	data-IgM	22	100
IGHV3-NL_10	1286945	IgM	data-IgM	22	100
IGHV4-NL_3	1204855	IgM	data-IgM	22	100
IGHV4-149	1351142	IgM	data-IgM	22	100
IGHV4-NL_3	1848912	IgM	data-IgM	22	100
IGHV4-NL_10	1078716	IgM	data-IgM	22	100
IGHV4-NL_28	639799	IgM	data-IgM	22	100
IGHV4-NL_42	1406004	IgM	data-IgM	22	100
IGHV4-93	1414836	IgM	data-IgM	22	100
IGHV4-NL_3	2048947	IgM	data-IgM	22	100
IGHV4-93	1043119	IgM	data-IgM	22	100
IGHV4-NL_4	1516825	IgM	data-IgM	22	100
IGHV4-NL_36	429492	IgM	data-IgM	22	100
IGHV3-NL_17	654333	IgM	data-IgM	22	100
IGHV4-NL_22	702121	IgM	data-IgM	22	100
IGHV4-NL_10	521957	IgM	data-IgM	22	100
IGHV5-15	1718332	IgM	data-IgM	22	100
IGHV4-NL_10	1689260	IgM	data-IgM	22	100
IGHV4-NL_1	2174594	IgM	data-IgM	22	100
IGHV4-144	1246227	IgM	data-IgM	22	100
IGHV4-NL_10	569327	IgM	data-IgM	22	100
IGHV4-NL_22	2218674	IgM	data-IgM	22	100
IGHV4-NL_4	1763567	IgM	data-IgM	22	100
IGHV1-138	485024	IgM	data-IgM	22	100
IGHV4-NL_4	1937791	IgM	data-IgM	22	100
IGHV4-NL_21	1808734	IgM	data-IgM	22	100
IGHV4-NL_12	1642886	IgM	data-IgM	22	100
IGHV4-NL_3	1793506	IgM	data-IgM	22	100
IGHV4-NL_28	719307	IgM	data-IgM	22	100
IGHV4-NL_10	171461	IgM	data-IgM	22	100
IGHV4-144	1060011	IgM	data-IgM	22	100
IGHV4-NL_3	546864	IgM	data-IgM	22	100
IGHV4-NL_4	662853	IgM	data-IgM	22	100
