Vgene	clone_id	Isotype	Sample	Time	Min_num
IGHV4-117	824030	IgM	data-IgM	56	100
IGHV4-144	385329	IgM	data-IgM	56	100
IGHV4-NL_3	790443	IgM	data-IgM	56	100
IGHV3-36	3371	IgM	data-IgM	56	100
IGHV4-93	470548	IgM	data-IgM	56	100
IGHV3-NL_9	363751	IgM	data-IgM	56	100
IGHV4-NL_22	610285	IgM	data-IgM	56	100
IGHV4-149	893495	IgM	data-IgM	56	100
IGHV4-NL_25	1706440	IgM	data-IgM	56	100
IGHV3-NL_10	1948163	IgM	data-IgM	56	100
IGHV4-NL_25	2124446	IgM	data-IgM	56	100
IGHV3-NL_19	35724	IgM	data-IgM	56	100
IGHV4-NL_27	1358155	IgM	data-IgM	56	100
IGHV1-124	588209	IgM	data-IgM	56	100
IGHV3-52	1288477	IgM	data-IgM	56	100
IGHV4-NL_1	1319820	IgM	data-IgM	56	100
IGHV4-NL_29	1015018	IgM	data-IgM	56	100
IGHV3-88	919474	IgM	data-IgM	56	100
IGHV4-117	1362537	IgM	data-IgM	56	100
IGHV3-88	1821266	IgM	data-IgM	56	100
IGHV4-NL_3	718002	IgM	data-IgM	56	100
IGHV4-NL_3	1514635	IgM	data-IgM	56	100
IGHV4-NL_3	1002236	IgM	data-IgM	56	100
IGHV3-73	20473	IgM	data-IgM	56	100
IGHV4-NL_10	1941991	IgM	data-IgM	56	100
IGHV4-NL_21	999281	IgM	data-IgM	56	100
IGHV4-NL_25	146699	IgM	data-IgM	56	100
IGHV4-NL_28	1372554	IgM	data-IgM	56	100
IGHV4-117	1527431	IgM	data-IgM	56	100
IGHV3-177	943455	IgM	data-IgM	56	100
IGHV4-NL_12	1840628	IgM	data-IgM	56	100
IGHV4-NL_5	1401849	IgM	data-IgM	56	100
IGHV3-NL_10	1465259	IgM	data-IgM	56	100
IGHV4-149	1349151	IgM	data-IgM	56	100
IGHV4-NL_10	173491	IgM	data-IgM	56	100
IGHV4-NL_29	1616059	IgM	data-IgM	56	100
IGHV4-NL_16	2431833	IgM	data-IgM	56	100
IGHV3-NL_9	1355896	IgM	data-IgM	56	100
IGHV4-NL_9	699486	IgM	data-IgM	56	100
IGHV4-144	1834145	IgM	data-IgM	56	100
IGHV3-88	1295762	IgM	data-IgM	56	100
IGHV4-NL_36	1797070	IgM	data-IgM	56	100
IGHV4-NL_10	1413305	IgM	data-IgM	56	100
IGHV4-NL_33	1127021	IgM	data-IgM	56	100
IGHV4-117	23838	IgM	data-IgM	56	100
IGHV4-NL_16	845610	IgM	data-IgM	56	100
IGHV2-69	2083945	IgM	data-IgM	56	100
IGHV4-NL_21	1892198	IgM	data-IgM	56	100
IGHV4-NL_3	54942	IgM	data-IgM	56	100
IGHV4-144	1989581	IgM	data-IgM	56	100
IGHV4-144	1060011	IgM	data-IgM	56	100
IGHV1-138	1256123	IgM	data-IgM	56	100
IGHV4-NL_27	2186553	IgM	data-IgM	56	100
IGHV3-NL_17	740594	IgM	data-IgM	56	100
IGHV4-NL_3	718003	IgM	data-IgM	56	100
IGHV4-NL_27	1884250	IgM	data-IgM	56	100
IGHV4-149	2052856	IgM	data-IgM	56	100
IGHV3-NL_17	678649	IgM	data-IgM	56	100
IGHV4-117	235158	IgM	data-IgM	56	100
IGHV3-NL_17	652893	IgM	data-IgM	56	100
IGHV3-NL_11	1345828	IgM	data-IgM	56	100
IGHV4-NL_21	1035344	IgM	data-IgM	56	100
IGHV4-NL_13	2450530	IgM	data-IgM	56	100
IGHV4-93	958542	IgM	data-IgM	56	100
IGHV3-36	2014813	IgM	data-IgM	56	100
IGHV4-NL_27	1216589	IgM	data-IgM	56	100
IGHV4-NL_3	168524	IgM	data-IgM	56	100
IGHV4-NL_1	1583998	IgM	data-IgM	56	100
IGHV4-NL_10	508504	IgM	data-IgM	56	100
IGHV4-NL_10	1078716	IgM	data-IgM	56	100
IGHV4-93	1298090	IgM	data-IgM	56	100
IGHV4-NL_6	259597	IgM	data-IgM	56	100
IGHV4-NL_1	614988	IgM	data-IgM	56	100
IGHV3-NL_19	368271	IgM	data-IgM	56	100
IGHV2-69	567615	IgM	data-IgM	56	100
IGHV4-149	259770	IgM	data-IgM	56	100
IGHV1-105	1814623	IgM	data-IgM	56	100
IGHV4-149	1786705	IgM	data-IgM	56	100
IGHV4-NL_10	1183969	IgM	data-IgM	56	100
IGHV4-NL_27	770814	IgM	data-IgM	56	100
IGHV4-NL_10	1143450	IgM	data-IgM	56	100
IGHV4-NL_13	1950950	IgM	data-IgM	56	100
IGHV4-NL_4	1937791	IgM	data-IgM	56	100
IGHV4-NL_29	1016653	IgM	data-IgM	56	100
IGHV4-NL_6	1580992	IgM	data-IgM	56	100
IGHV4-NL_36	802734	IgM	data-IgM	56	100
IGHV4-NL_28	1889601	IgM	data-IgM	56	100
IGHV4-NL_3	753724	IgM	data-IgM	56	100
IGHV3-177	2173514	IgM	data-IgM	56	100
IGHV4-149	1961659	IgM	data-IgM	56	100
IGHV3-88	1760504	IgM	data-IgM	56	100
IGHV4-NL_10	1916563	IgM	data-IgM	56	100
IGHV3-NL_17	2239961	IgM	data-IgM	56	100
IGHV4-NL_28	997186	IgM	data-IgM	56	100
IGHV4-NL_3	921046	IgM	data-IgM	56	100
IGHV4-150	110655	IgM	data-IgM	57	100
IGHV4-NL_10	1038052	IgM	data-IgM	57	100
IGHV4-NL_29	1016653	IgM	data-IgM	57	100
IGHV4-NL_10	1986453	IgM	data-IgM	57	100
IGHV4-NL_10	521255	IgM	data-IgM	57	100
IGHV3-36	1475188	IgM	data-IgM	57	100
IGHV4-NL_9	699486	IgM	data-IgM	57	100
IGHV4-93	1219655	IgM	data-IgM	57	100
IGHV3-73	1470812	IgM	data-IgM	57	100
IGHV3-NL_9	1185884	IgM	data-IgM	57	100
IGHV4-NL_3	91123	IgM	data-IgM	57	100
IGHV4-NL_33	538107	IgM	data-IgM	57	100
IGHV4-149	1351141	IgM	data-IgM	57	100
IGHV3-NL_10	1102149	IgM	data-IgM	57	100
IGHV4-NL_28	708945	IgM	data-IgM	57	100
IGHV3-152	1468993	IgM	data-IgM	57	100
IGHV4-NL_6	259597	IgM	data-IgM	57	100
IGHV4-149	896468	IgM	data-IgM	57	100
IGHV4-149	1124107	IgM	data-IgM	57	100
IGHV4-NL_29	1023610	IgM	data-IgM	57	100
IGHV1-138	70241	IgM	data-IgM	57	100
IGHV4-NL_10	968041	IgM	data-IgM	57	100
IGHV5-15	2038777	IgM	data-IgM	57	100
IGHV4-NL_36	802734	IgM	data-IgM	57	100
IGHV3-50	1164826	IgM	data-IgM	57	100
IGHV4-NL_3	388932	IgM	data-IgM	57	100
IGHV4-144	1596837	IgM	data-IgM	57	100
IGHV4-NL_21	1862079	IgM	data-IgM	57	100
IGHV4-NL_33	1394186	IgM	data-IgM	57	100
IGHV4-NL_33	992759	IgM	data-IgM	57	100
IGHV3-177	154535	IgM	data-IgM	57	100
IGHV4-NL_36	429492	IgM	data-IgM	57	100
IGHV4-NL_16	930839	IgM	data-IgM	57	100
IGHV1-138	1526048	IgM	data-IgM	57	100
IGHV3-NL_18	526	IgM	data-IgM	57	100
IGHV4-NL_22	685915	IgM	data-IgM	57	100
IGHV4-NL_12	1642886	IgM	data-IgM	57	100
IGHV3-88	134719	IgM	data-IgM	57	100
IGHV4-144	2413492	IgM	data-IgM	57	100
IGHV4-NL_13	2441392	IgM	data-IgM	57	100
IGHV4-NL_3	546865	IgM	data-IgM	57	100
IGHV4-93	2254764	IgM	data-IgM	57	100
IGHV4-149	1123767	IgM	data-IgM	57	100
IGHV4-93	958583	IgM	data-IgM	57	100
IGHV4-NL_22	1777288	IgM	data-IgM	57	100
IGHV3-NL_10	1465259	IgM	data-IgM	57	100
IGHV4-NL_3	1744592	IgM	data-IgM	57	100
IGHV3-NL_17	2241834	IgM	data-IgM	57	100
IGHV4-NL_3	1744322	IgM	data-IgM	57	100
IGHV4-93	1043119	IgM	data-IgM	57	100
IGHV4-144	1931847	IgM	data-IgM	57	100
IGHV4-144	1242861	IgM	data-IgM	57	100
IGHV4-NL_3	1152306	IgM	data-IgM	57	100
IGHV5-15	1718332	IgM	data-IgM	57	100
IGHV3-88	1756925	IgM	data-IgM	57	100
IGHV4-NL_36	429584	IgM	data-IgM	57	100
IGHV4-NL_22	610285	IgM	data-IgM	57	100
IGHV4-NL_4	665435	IgM	data-IgM	57	100
IGHV4-NL_10	2226105	IgM	data-IgM	57	100
IGHV4-NL_25	2336510	IgM	data-IgM	57	100
IGHV3-50	1218233	IgM	data-IgM	57	100
IGHV3-NL_19	111130	IgM	data-IgM	57	100
IGHV4-NL_25	1717762	IgM	data-IgM	57	100
IGHV3-177	63834	IgM	data-IgM	57	100
IGHV4-NL_29	705413	IgM	data-IgM	57	100
IGHV4-NL_1	614988	IgM	data-IgM	57	100
IGHV4-NL_10	1715667	IgM	data-IgM	57	100
IGHV4-NL_3	1130157	IgM	data-IgM	57	100
IGHV4-150	1233546	IgM	data-IgM	57	100
IGHV4-NL_21	1035343	IgM	data-IgM	57	100
IGHV4-144	2001827	IgM	data-IgM	57	100
IGHV3-52	1211968	IgM	data-IgM	57	100
IGHV4-93	609096	IgM	data-IgM	57	100
IGHV4-NL_22	2036692	IgM	data-IgM	57	100
IGHV4-NL_4	1937791	IgM	data-IgM	57	100
IGHV4-144	1596541	IgM	data-IgM	57	100
IGHV3-NL_9	2087522	IgM	data-IgM	57	100
IGHV3-34	161011	IgM	data-IgM	57	100
IGHV4-NL_16	1688826	IgM	data-IgM	57	100
IGHV4-NL_1	86976	IgM	data-IgM	57	100
IGHV4-NL_29	311248	IgM	data-IgM	57	100
IGHV4-NL_36	535241	IgM	data-IgM	57	100
IGHV3-9	559817	IgM	data-IgM	57	100
IGHV4-149	1905839	IgM	data-IgM	57	100
IGHV3-50	63563	IgM	data-IgM	57	100
IGHV4-NL_25	146699	IgM	data-IgM	57	100
IGHV4-NL_25	1536695	IgM	data-IgM	57	100
IGHV3-NL_17	304791	IgM	data-IgM	57	100
IGHV4-NL_29	150761	IgM	data-IgM	57	100
IGHV4-144	445410	IgM	data-IgM	57	100
IGHV4-149	1347849	IgM	data-IgM	57	100
IGHV4-93	207190	IgM	data-IgM	57	100
IGHV4-NL_3	1734869	IgM	data-IgM	57	100
IGHV4-149	1351140	IgM	data-IgM	57	100
IGHV4-NL_10	1689260	IgM	data-IgM	57	100
IGHV4-NL_3	1152670	IgM	data-IgM	57	100
IGHV4-NL_21	1753472	IgM	data-IgM	57	100
IGHV3-88	959585	IgM	data-IgM	57	100
IGHV4-144	81417	IgM	data-IgM	57	100
IGHV4-93	210291	IgM	data-IgM	57	100
IGHV1-138	70241	IgM	data-IgM	58	100
IGHV4-NL_33	992759	IgM	data-IgM	58	100
IGHV4-117	1896973	IgM	data-IgM	58	100
IGHV4-149	1786705	IgM	data-IgM	58	100
IGHV3-NL_10	201386	IgM	data-IgM	58	100
IGHV4-NL_12	865044	IgM	data-IgM	58	100
IGHV4-NL_13	1477165	IgM	data-IgM	58	100
IGHV4-NL_10	968172	IgM	data-IgM	58	100
IGHV4-NL_29	1751666	IgM	data-IgM	58	100
IGHV4-93	609096	IgM	data-IgM	58	100
IGHV4-150	2326586	IgM	data-IgM	58	100
IGHV3-177	1008281	IgM	data-IgM	58	100
IGHV4-NL_16	1650320	IgM	data-IgM	58	100
IGHV4-NL_3	1133000	IgM	data-IgM	58	100
IGHV4-NL_10	1766162	IgM	data-IgM	58	100
IGHV3-88	1483602	IgM	data-IgM	58	100
IGHV4-NL_3	1734869	IgM	data-IgM	58	100
IGHV4-NL_13	295998	IgM	data-IgM	58	100
IGHV2-69	561125	IgM	data-IgM	58	100
IGHV4-NL_16	1837975	IgM	data-IgM	58	100
IGHV4-NL_4	1516826	IgM	data-IgM	58	100
IGHV1-138	436838	IgM	data-IgM	58	100
IGHV4-144	2001827	IgM	data-IgM	58	100
IGHV4-NL_3	388718	IgM	data-IgM	58	100
IGHV4-NL_10	510714	IgM	data-IgM	58	100
IGHV4-NL_16	930831	IgM	data-IgM	58	100
IGHV4-NL_27	2058615	IgM	data-IgM	58	100
IGHV4-NL_1	774491	IgM	data-IgM	58	100
IGHV3-73	20473	IgM	data-IgM	58	100
IGHV4-93	257445	IgM	data-IgM	58	100
IGHV4-NL_4	1673671	IgM	data-IgM	58	100
IGHV4-NL_28	77314	IgM	data-IgM	58	100
IGHV4-93	958583	IgM	data-IgM	58	100
IGHV4-NL_36	292980	IgM	data-IgM	58	100
IGHV4-144	1060011	IgM	data-IgM	58	100
IGHV6-1	1911388	IgM	data-IgM	58	100
IGHV3-NL_19	367790	IgM	data-IgM	58	100
IGHV4-NL_28	938599	IgM	data-IgM	58	100
IGHV4-NL_21	1808734	IgM	data-IgM	58	100
IGHV4-NL_4	673953	IgM	data-IgM	58	100
IGHV4-NL_4	1011063	IgM	data-IgM	58	100
IGHV4-NL_3	1112275	IgM	data-IgM	58	100
IGHV4-NL_10	1229688	IgM	data-IgM	58	100
IGHV4-149	592818	IgM	data-IgM	58	100
IGHV3-NL_17	678649	IgM	data-IgM	58	100
IGHV3-52	1288477	IgM	data-IgM	58	100
IGHV4-NL_4	661522	IgM	data-IgM	58	100
IGHV4-NL_29	716215	IgM	data-IgM	58	100
IGHV3-88	959584	IgM	data-IgM	58	100
IGHV4-NL_29	2150998	IgM	data-IgM	58	100
IGHV4-NL_10	2225396	IgM	data-IgM	58	100
IGHV3-177	872128	IgM	data-IgM	58	100
IGHV3-NL_10	1778082	IgM	data-IgM	58	100
IGHV4-NL_1	1122574	IgM	data-IgM	58	100
IGHV4-NL_21	524800	IgM	data-IgM	58	100
IGHV3-88	919474	IgM	data-IgM	58	100
IGHV4-93	609095	IgM	data-IgM	58	100
IGHV4-NL_21	1035342	IgM	data-IgM	58	100
IGHV3-94	220404	IgM	data-IgM	58	100
IGHV4-NL_33	992758	IgM	data-IgM	58	100
IGHV3-88	1485560	IgM	data-IgM	58	100
IGHV4-NL_12	162866	IgM	data-IgM	58	100
IGHV4-NL_16	1145243	IgM	data-IgM	58	100
IGHV6-1	857108	IgM	data-IgM	58	100
IGHV4-NL_1	1853136	IgM	data-IgM	58	100
IGHV4-117	2148957	IgM	data-IgM	58	100
IGHV4-NL_3	921038	IgM	data-IgM	58	100
IGHV4-149	876739	IgM	data-IgM	58	100
IGHV4-NL_27	324666	IgM	data-IgM	58	100
IGHV2-69	1728460	IgM	data-IgM	58	100
IGHV4-NL_21	153151	IgM	data-IgM	58	100
IGHV4-NL_27	1358155	IgM	data-IgM	58	100
IGHV4-NL_12	497304	IgM	data-IgM	58	100
IGHV3-52	1558031	IgM	data-IgM	58	100
IGHV4-NL_3	1002961	IgM	data-IgM	58	100
IGHV4-NL_3	388968	IgM	data-IgM	58	100
IGHV3-NL_18	526	IgM	data-IgM	58	100
IGHV2-69	567615	IgM	data-IgM	58	100
IGHV3-52	233332	IgM	data-IgM	58	100
IGHV4-NL_21	1506538	IgM	data-IgM	58	100
IGHV4-NL_16	764230	IgM	data-IgM	58	100
IGHV4-NL_4	1762456	IgM	data-IgM	58	100
IGHV4-NL_22	1812123	IgM	data-IgM	58	100
IGHV3-187	602865	IgM	data-IgM	58	100
IGHV4-NL_29	150760	IgM	data-IgM	58	100
IGHV4-NL_10	2225337	IgM	data-IgM	58	100
IGHV4-NL_3	1735391	IgM	data-IgM	58	100
IGHV4-NL_10	1689260	IgM	data-IgM	58	100
IGHV1-105	1814623	IgM	data-IgM	58	100
IGHV4-149	593073	IgM	data-IgM	58	100
IGHV3-NL_10	1465259	IgM	data-IgM	58	100
IGHV4-NL_16	414620	IgM	data-IgM	58	100
IGHV4-NL_3	2048989	IgM	data-IgM	58	100
IGHV3-NL_17	740594	IgM	data-IgM	58	100
IGHV3-NL_19	368271	IgM	data-IgM	58	100
IGHV4-NL_33	2286692	IgM	data-IgM	58	100
IGHV4-NL_10	1604607	IgM	data-IgM	58	100
IGHV4-149	1961791	IgM	data-IgM	58	100
IGHV4-149	1961622	IgM	data-IgM	58	100
IGHV4-NL_12	1387527	IgM	data-IgM	58	100
IGHV4-NL_1	2174594	IgM	data-IgM	59	100
IGHV4-144	445410	IgM	data-IgM	59	100
IGHV4-NL_25	504512	IgM	data-IgM	59	100
IGHV4-93	1501156	IgM	data-IgM	59	100
IGHV4-NL_3	584153	IgM	data-IgM	59	100
IGHV3-NL_17	654625	IgM	data-IgM	59	100
IGHV4-NL_28	1372554	IgM	data-IgM	59	100
IGHV4-NL_29	1046587	IgM	data-IgM	59	100
IGHV4-NL_3	1132559	IgM	data-IgM	59	100
IGHV3-52	903782	IgM	data-IgM	59	100
IGHV4-NL_21	1234652	IgM	data-IgM	59	100
IGHV3-128	1368668	IgM	data-IgM	59	100
IGHV6-1	1212023	IgM	data-IgM	59	100
IGHV4-NL_28	77371	IgM	data-IgM	59	100
IGHV4-117	1774272	IgM	data-IgM	59	100
IGHV4-117	824030	IgM	data-IgM	59	100
IGHV4-NL_27	1678728	IgM	data-IgM	59	100
IGHV4-117	2398024	IgM	data-IgM	59	100
IGHV4-150	2326586	IgM	data-IgM	59	100
IGHV4-NL_29	150760	IgM	data-IgM	59	100
IGHV4-NL_3	1337259	IgM	data-IgM	59	100
IGHV4-NL_4	1954734	IgM	data-IgM	59	100
IGHV3-88	1442260	IgM	data-IgM	59	100
IGHV3-88	1760504	IgM	data-IgM	59	100
IGHV4-NL_3	1132565	IgM	data-IgM	59	100
IGHV3-88	201651	IgM	data-IgM	59	100
IGHV4-NL_21	340411	IgM	data-IgM	59	100
IGHV4-NL_10	1941991	IgM	data-IgM	59	100
IGHV4-NL_3	1003078	IgM	data-IgM	59	100
IGHV4-NL_33	992758	IgM	data-IgM	59	100
IGHV3-NL_17	652893	IgM	data-IgM	59	100
IGHV4-144	1989581	IgM	data-IgM	59	100
IGHV4-67	2015891	IgM	data-IgM	59	100
IGHV3-NL_17	2241834	IgM	data-IgM	59	100
IGHV4-NL_1	749110	IgM	data-IgM	59	100
IGHV4-NL_29	1751355	IgM	data-IgM	59	100
IGHV4-NL_28	1522911	IgM	data-IgM	59	100
IGHV3-177	1008281	IgM	data-IgM	59	100
IGHV4-NL_3	921038	IgM	data-IgM	59	100
IGHV4-93	2144848	IgM	data-IgM	59	100
IGHV4-NL_28	1224405	IgM	data-IgM	59	100
IGHV3-152	627917	IgM	data-IgM	59	100
IGHV4-NL_16	2431833	IgM	data-IgM	59	100
IGHV4-NL_12	1441538	IgM	data-IgM	59	100
IGHV4-NL_10	61597	IgM	data-IgM	59	100
IGHV3-88	1938312	IgM	data-IgM	59	100
IGHV4-NL_27	324666	IgM	data-IgM	59	100
IGHV3-NL_10	1102149	IgM	data-IgM	59	100
IGHV2-69	531146	IgM	data-IgM	59	100
IGHV4-NL_4	1516826	IgM	data-IgM	59	100
IGHV4-NL_4	661522	IgM	data-IgM	59	100
IGHV4-149	87409	IgM	data-IgM	59	100
IGHV4-149	1443243	IgM	data-IgM	59	100
IGHV4-NL_3	1841563	IgM	data-IgM	59	100
IGHV3-9	1951612	IgM	data-IgM	59	100
IGHV4-149	1351141	IgM	data-IgM	59	100
IGHV4-NL_3	388598	IgM	data-IgM	59	100
IGHV4-NL_36	802734	IgM	data-IgM	59	100
IGHV4-NL_10	521957	IgM	data-IgM	59	100
IGHV3-NL_10	1465279	IgM	data-IgM	59	100
IGHV4-NL_13	1950950	IgM	data-IgM	59	100
IGHV4-NL_4	251627	IgM	data-IgM	59	100
IGHV4-NL_4	1676005	IgM	data-IgM	59	100
IGHV4-NL_29	735096	IgM	data-IgM	59	100
IGHV4-NL_3	1996518	IgM	data-IgM	59	100
IGHV4-NL_4	674178	IgM	data-IgM	59	100
IGHV4-NL_21	153151	IgM	data-IgM	59	100
IGHV4-NL_29	2282466	IgM	data-IgM	59	100
IGHV4-NL_12	51036	IgM	data-IgM	59	100
IGHV4-149	259770	IgM	data-IgM	59	100
IGHV3-177	1460696	IgM	data-IgM	59	100
IGHV4-117	1362537	IgM	data-IgM	59	100
IGHV2-69	2084671	IgM	data-IgM	59	100
IGHV3-NL_10	1465245	IgM	data-IgM	59	100
IGHV3-NL_19	111130	IgM	data-IgM	59	100
IGHV4-149	893596	IgM	data-IgM	59	100
IGHV4-149	1814970	IgM	data-IgM	59	100
IGHV4-NL_13	472910	IgM	data-IgM	59	100
IGHV4-NL_27	1499018	IgM	data-IgM	59	100
IGHV4-NL_10	173491	IgM	data-IgM	59	100
IGHV4-NL_28	213759	IgM	data-IgM	59	100
IGHV3-NL_11	1733367	IgM	data-IgM	59	100
IGHV2-69	567615	IgM	data-IgM	59	100
IGHV4-NL_25	2124446	IgM	data-IgM	59	100
IGHV1-105	1814623	IgM	data-IgM	59	100
IGHV4-NL_12	1642886	IgM	data-IgM	59	100
IGHV3-NL_19	552028	IgM	data-IgM	59	100
IGHV4-NL_28	1225354	IgM	data-IgM	59	100
IGHV4-NL_3	1744593	IgM	data-IgM	59	100
IGHV1-138	1496763	IgM	data-IgM	59	100
IGHV4-NL_10	61592	IgM	data-IgM	59	100
IGHV4-144	1596837	IgM	data-IgM	59	100
IGHV4-NL_22	2036692	IgM	data-IgM	59	100
IGHV4-NL_22	1812123	IgM	data-IgM	59	100
IGHV4-NL_25	2336510	IgM	data-IgM	59	100
IGHV4-NL_13	295998	IgM	data-IgM	59	100
IGHV6-1	857108	IgM	data-IgM	59	100
IGHV4-NL_29	311245	IgM	data-IgM	59	100
IGHV3-177	2001236	IgM	data-IgM	59	100
IGHV3-177	556816	IgM	data-IgM	59	100
IGHV4-NL_3	1621004	IgM	data-IgM	60	100
IGHV4-150	1233546	IgM	data-IgM	60	100
IGHV4-144	445410	IgM	data-IgM	60	100
IGHV4-NL_3	168524	IgM	data-IgM	60	100
IGHV4-NL_22	561563	IgM	data-IgM	60	100
IGHV4-NL_4	1785936	IgM	data-IgM	60	100
IGHV4-NL_4	251627	IgM	data-IgM	60	100
IGHV4-NL_4	251422	IgM	data-IgM	60	100
IGHV4-NL_13	1823885	IgM	data-IgM	60	100
IGHV4-NL_3	1204855	IgM	data-IgM	60	100
IGHV3-NL_19	368271	IgM	data-IgM	60	100
IGHV3-88	2167169	IgM	data-IgM	60	100
IGHV4-NL_36	802758	IgM	data-IgM	60	100
IGHV3-88	1442260	IgM	data-IgM	60	100
IGHV4-NL_22	2282694	IgM	data-IgM	60	100
IGHV4-NL_13	2409909	IgM	data-IgM	60	100
IGHV4-NL_3	258204	IgM	data-IgM	60	100
IGHV4-NL_29	1023610	IgM	data-IgM	60	100
IGHV4-NL_4	1516826	IgM	data-IgM	60	100
IGHV4-NL_22	1776895	IgM	data-IgM	60	100
IGHV4-149	1443245	IgM	data-IgM	60	100
IGHV4-149	893495	IgM	data-IgM	60	100
IGHV4-149	2305803	IgM	data-IgM	60	100
IGHV4-NL_16	2181945	IgM	data-IgM	60	100
IGHV4-NL_3	391672	IgM	data-IgM	60	100
IGHV4-NL_3	1793484	IgM	data-IgM	60	100
IGHV4-NL_1	1322209	IgM	data-IgM	60	100
IGHV4-NL_1	329445	IgM	data-IgM	60	100
IGHV4-NL_10	2226105	IgM	data-IgM	60	100
IGHV4-144	1713979	IgM	data-IgM	60	100
IGHV4-NL_10	1038053	IgM	data-IgM	60	100
IGHV3-88	697019	IgM	data-IgM	60	100
IGHV3-152	437820	IgM	data-IgM	60	100
IGHV4-117	798522	IgM	data-IgM	60	100
IGHV4-NL_3	2293841	IgM	data-IgM	60	100
IGHV4-93	207190	IgM	data-IgM	60	100
IGHV3-50	63563	IgM	data-IgM	60	100
IGHV6-1	275326	IgM	data-IgM	60	100
IGHV4-NL_3	920557	IgM	data-IgM	60	100
IGHV4-NL_3	1130590	IgM	data-IgM	60	100
IGHV4-NL_3	1621232	IgM	data-IgM	60	100
IGHV4-NL_29	311248	IgM	data-IgM	60	100
IGHV4-144	1040524	IgM	data-IgM	60	100
IGHV4-NL_10	1038052	IgM	data-IgM	60	100
IGHV4-149	880961	IgM	data-IgM	60	100
IGHV4-NL_3	1112272	IgM	data-IgM	60	100
IGHV6-1	1911388	IgM	data-IgM	60	100
IGHV4-NL_10	507279	IgM	data-IgM	60	100
IGHV4-NL_3	1617930	IgM	data-IgM	60	100
IGHV4-NL_21	1862079	IgM	data-IgM	60	100
IGHV4-67	2015891	IgM	data-IgM	60	100
IGHV4-149	1961791	IgM	data-IgM	60	100
IGHV4-NL_3	1133001	IgM	data-IgM	60	100
IGHV3-NL_9	908954	IgM	data-IgM	60	100
IGHV4-NL_10	1229688	IgM	data-IgM	60	100
IGHV4-149	1300157	IgM	data-IgM	60	100
IGHV4-NL_22	914885	IgM	data-IgM	60	100
IGHV4-NL_33	2007534	IgM	data-IgM	60	100
IGHV4-NL_10	61592	IgM	data-IgM	60	100
IGHV4-93	2181094	IgM	data-IgM	60	100
IGHV4-NL_3	388586	IgM	data-IgM	60	100
IGHV4-NL_29	1016799	IgM	data-IgM	60	100
IGHV4-149	592818	IgM	data-IgM	60	100
IGHV4-NL_22	1678669	IgM	data-IgM	60	100
IGHV4-NL_10	171461	IgM	data-IgM	60	100
IGHV2-69	1728460	IgM	data-IgM	60	100
IGHV4-NL_3	546864	IgM	data-IgM	60	100
IGHV3-88	2238809	IgM	data-IgM	60	100
IGHV4-117	1527431	IgM	data-IgM	60	100
IGHV4-NL_21	1506538	IgM	data-IgM	60	100
IGHV4-NL_3	1003078	IgM	data-IgM	60	100
IGHV4-NL_9	402735	IgM	data-IgM	60	100
IGHV4-NL_28	213759	IgM	data-IgM	60	100
IGHV4-NL_29	150760	IgM	data-IgM	60	100
IGHV2-69	567615	IgM	data-IgM	60	100
IGHV4-149	2380283	IgM	data-IgM	60	100
IGHV4-NL_16	300076	IgM	data-IgM	60	100
IGHV4-NL_3	1794061	IgM	data-IgM	60	100
IGHV3-88	933814	IgM	data-IgM	60	100
IGHV2-69	142563	IgM	data-IgM	60	100
IGHV3-177	556816	IgM	data-IgM	60	100
IGHV4-NL_1	341518	IgM	data-IgM	60	100
IGHV3-73	1470812	IgM	data-IgM	60	100
IGHV3-NL_17	1971779	IgM	data-IgM	60	100
IGHV4-NL_16	764230	IgM	data-IgM	60	100
IGHV3-NL_17	562759	IgM	data-IgM	60	100
IGHV4-NL_1	1583998	IgM	data-IgM	60	100
IGHV4-NL_12	497304	IgM	data-IgM	60	100
IGHV3-88	1756925	IgM	data-IgM	60	100
IGHV4-NL_1	682687	IgM	data-IgM	60	100
IGHV3-152	2122013	IgM	data-IgM	60	100
IGHV4-NL_29	2150998	IgM	data-IgM	60	100
IGHV4-NL_33	992757	IgM	data-IgM	60	100
IGHV3-122	1280636	IgM	data-IgM	60	100
IGHV4-144	2413492	IgM	data-IgM	60	100
IGHV4-NL_16	1837975	IgM	data-IgM	60	100
IGHV3-94	1233943	IgM	data-IgM	60	100
IGHV3-52	903782	IgM	data-IgM	60	100
IGHV3-NL_19	111130	IgM	data-IgM	60	100
IGHV4-NL_25	1717762	IgM	data-IgM	60	100
IGHV3-52	1558031	IgM	data-IgM	61	100
IGHV3-88	201651	IgM	data-IgM	61	100
IGHV4-144	2270407	IgM	data-IgM	61	100
IGHV4-NL_3	1996518	IgM	data-IgM	61	100
IGHV4-NL_21	1234652	IgM	data-IgM	61	100
IGHV4-NL_27	22792	IgM	data-IgM	61	100
IGHV4-NL_29	1016932	IgM	data-IgM	61	100
IGHV4-NL_3	1152669	IgM	data-IgM	61	100
IGHV4-NL_36	2258114	IgM	data-IgM	61	100
IGHV4-144	2392184	IgM	data-IgM	61	100
IGHV3-152	1317714	IgM	data-IgM	61	100
IGHV4-NL_16	2431833	IgM	data-IgM	61	100
IGHV4-NL_3	1734869	IgM	data-IgM	61	100
