clone_id	SHM	Isotype
109303	10.70110701107011	IgM
109892	11.193111931119311	IgG
110847	0.36231884057971014	IgM
110849	1.0869565217391304	IgM
110890	1.7239789196310937	IgM
110910	0.7246376811594203	IgM
110932	1.8181818181818181	IgM
110986	4.197080291970804	IgM
114036	4.059040590405904	IgA
114248	8.178438661710038	IgA
118340	0.7380073800738006	IgM
121690	2.8985507246376807	IgM
122523	3.799019607843137	IgM
122707	1.4760147601476012	IgM
123540	8.42829434353762	IgA
123540	8.271604938271604	IgD
123540	8.518518518518517	IgE
123540	8.451178451178446	IgG
124738	8.118081180811808	IgA
129876	3.308823529411765	IgM
137091	4.1366906474820135	IgM
139030	2.5179856115107917	IgA
139614	3.0258302583025825	IgM
139656	2.166064981949458	IgM
139677	1.4760147601476012	IgM
142555	5.090909090909091	IgE
142563	2.9090909090909087	IgM
142575	0.0	IgA
142575	0.0	IgD
142575	0.1038961038961039	IgE
142575	0.16958041958041956	IgG
145156	6.204379562043797	IgM
148516	2.9520295202952034	IgM
151316	5.454545454545453	IgA
151316	6.060606060606061	IgM
154223	4.411764705882353	IgA
156203	2.181818181818182	IgA
156204	4.363636363636364	IgA
156206	1.5454545454545454	IgA
159329	8.88888888888889	IgA
159329	11.610486891385767	IgM
159371	7.11111111111111	IgG
160025	14.606741573033707	IgM
165687	8.614232209737828	IgA
165687	8.614232209737828	IgE
165687	8.027465667915104	IgG
165882	2.631578947368421	IgG
171708	4.089219330855018	IgM
171760	7.063197026022305	IgM
177198	4.6762589928057565	IgA
177203	6.564748201438849	IgG
177206	7.9422382671480145	IgG
177495	8.363636363636362	IgG
182362	5.185185185185185	IgG
182370	10.37037037037037	IgG
183725	6.569343065693431	IgA
183725	7.2992700729927	IgG
183734	7.352941176470587	IgA
183738	3.6764705882352935	IgA
184711	11.496350364963504	IgA
184711	11.313868613138684	IgG
188086	3.6764705882352935	IgA
191792	0.7352941176470588	IgM
191830	2.205882352941177	IgG
195355	3.7003610108303246	IgM
198832	10.181818181818182	IgG
199162	1.801470588235294	IgM
200723	4.48559670781893	IgG
202254	2.2388059701492535	IgM
206195	6.7272727272727275	IgG
206233	6.545454545454546	IgG
206368	6.61764705882353	IgM
207232	1.1152416356877324	IgA
210762	4.119850187265916	IgM
210856	10.344827586206897	IgM
218061	4.779411764705882	IgM
218641	11.691176470588236	IgG
222769	4.797047970479705	IgG
225723	1.824817518248175	IgM
227586	7.326007326007327	IgG
227663	5.860805860805861	IgM
231017	4.761904761904762	IgG
232619	5.514705882352941	IgG
232990	10.44776119402985	IgD
232990	10.44776119402985	IgM
236190	2.675276752767528	IgM
239855	2.083333333333333	IgM
242372	10.37037037037037	IgM
244714	0.3676470588235294	IgM
245156	1.1070110701107008	IgM
246370	6.934306569343067	IgG
248321	9.701492537313433	IgG
248452	2.9629629629629632	IgM
248465	4.059040590405904	IgM
248679	0.0	IgM
252200	0.3676470588235294	IgM
252411	0.7352941176470588	IgM
252642	3.258145363408521	IgM
252667	11.235955056179776	IgM
255104	0.0	IgM
256073	9.818181818181818	IgG
258320	6.569343065693431	IgG
262699	6.1818181818181825	IgA
263984	3.717472118959108	IgG
264612	3.8882563546825057	IgM
264882	1.1029411764705885	IgE
265113	3.308823529411765	IgG
265221	4.044117647058823	IgG
265584	2.564102564102564	IgG
265717	0.0	IgM
267292	8.424908424908427	IgG
267292	5.4945054945054945	IgM
268166	5.514705882352941	IgM
268176	4.779411764705882	IgM
268261	3.4926470588235294	IgM
271344	11.864930724778947	IgG
271436	7.777777777777778	IgM
271649	1.8518518518518516	IgM
272908	1.4814814814814816	IgM
273515	6.047890527470941	IgA
273515	6.106932850728603	IgD
273515	6.037735849056602	IgE
273515	6.04422739759916	IgG
273892	2.9090909090909087	IgM
274238	0.3636363636363637	IgM
275894	7.462686567164177	IgA
275894	7.462686567164177	IgM
276046	11.11111111111111	IgM
276068	11.895910780669144	IgM
276262	9.558823529411764	IgM
276275	3.3210332103321036	IgG
276753	0.0	IgM
277715	8.98876404494382	IgA
277715	9.363295880149812	IgM
277717	7.865168539325842	IgA
277718	10.486891385767793	IgM
277973	9.433962264150944	IgM
280421	2.166064981949458	IgM
280427	2.1660649819494586	IgM
280500	2.888086642599278	IgM
280696	2.361623616236163	IgM
287593	0.7434944237918215	IgM
288458	5.288461538461538	IgG
290105	2.2304832713754648	IgM
290918	1.4705882352941175	IgM
295308	8.0	IgG
296811	1.8450184501845017	IgG
299246	8.424908424908427	IgM
302407	4.059040590405904	IgM
302432	6.273062730627306	IgA
302432	6.642066420664207	IgM
302579	3.3210332103321036	IgA
302623	3.3210332103321036	IgA
302703	5.904059040590407	IgM
302752	2.2304832713754648	IgM
302876	4.797047970479705	IgM
302994	6.273062730627306	IgM
303735	9.454545454545455	IgA
303858	4.953171962215543	IgA
303858	4.953171962215543	IgE
303858	4.913032344572109	IgG
308108	1.4705882352941175	IgM
311812	5.8181818181818175	IgE
311812	4.779220779220779	IgG
311814	5.8181818181818175	IgE
311814	7.774891774891778	IgG
311884	11.272727272727273	IgA
313230	3.7037037037037033	IgM
318220	5.514705882352942	IgA
318224	3.7037037037037033	IgA
321957	2.205882352941177	IgM
322364	6.98005698005698	IgM
325327	15.85820895522388	IgG
326843	14.545454545454545	IgG
327089	3.39622641509434	IgM
329441	12.132352941176471	IgG
333194	5.8181818181818175	IgG
333194	5.7272727272727275	IgM
335053	0.0	IgM
335338	0.7490636704119851	IgG
335338	0.7490636704119851	IgM
336918	10.740740740740742	IgM
336991	11.666666666666666	IgM
338408	6.204379562043797	IgG
341831	4.779411764705882	IgM
342392	5.535055350553505	IgA
342455	9.328358208955224	IgM
347450	1.1029411764705885	IgM
351747	4.761904761904762	IgG
351844	2.9090909090909087	IgM
351985	5.860805860805861	IgM
355929	10.269607843137257	IgM
355948	4.059040590405904	IgA
355948	6.765067650676508	IgG
355974	3.7037037037037033	IgG
358772	12.132352941176471	IgG
372774	4.710144927536232	IgG
374211	5.263157894736842	IgM
376867	4.925650557620818	IgM
376870	10.03717472118959	IgM
378323	1.3636363636363633	IgA
379804	8.798017348203222	IgG
380067	5.535055350553505	IgM
380425	2.044609665427509	IgM
380740	8.63970588235294	IgM
383377	4.0	IgG
383399	1.0676156583629894	IgM
385223	3.2490974729241873	IgA
385318	5.8181818181818175	IgA
385573	3.6764705882352935	IgM
387686	10.545454545454543	IgG
397521	3.308823529411765	IgM
398802	5.128205128205128	IgM
405518	2.181818181818182	IgA
406810	3.308823529411765	IgA
408925	2.5735294117647056	IgM
409324	8.518518518518517	IgM
409585	8.921933085501857	IgA
410945	8.178438661710038	IgM
411386	6.666666666666668	IgM
412109	1.8382352941176467	IgA
412563	6.1818181818181825	IgG
414507	1.1904761904761907	IgG
415473	0.0	IgD
418886	4.363636363636364	IgG
422379	5.992509363295881	IgM
422387	5.617977528089888	IgA
422387	7.865168539325842	IgG
422551	15.413533834586465	IgG
424563	5.639097744360902	IgM
426399	4.797047970479705	IgG
427044	3.3210332103321036	IgM
427445	1.2710127101271016	IgA
428268	4.166666666666666	IgG
430813	4.363636363636364	IgG
434059	4.83271375464684	IgM
437019	5.147058823529412	IgG
437661	5.249550359712232	IgM
438064	1.8181818181818181	IgM
438364	2.18978102189781	IgA
439637	5.514705882352941	IgM
440696	1.2962962962962965	IgM
440727	2.9629629629629632	IgG
440727	0.0	IgM
440748	2.5925925925925926	IgM
441068	9.636363636363637	IgA
441068	11.272727272727273	IgE
441068	11.373040752351098	IgG
445377	0.0	IgM
463151	4.595588235294118	IgM
464841	1.96953781512605	IgM
466802	7.380073800738007	IgM
466804	5.5762081784386615	IgM
466810	1.9135802469135803	IgA
466834	1.759259259259259	IgA
466842	2.4074074074074074	IgA
466918	6.691449814126392	IgM
466929	3.3210332103321036	IgM
467068	4.0740740740740735	IgA
468975	5.535055350553505	IgM
469020	2.2222222222222228	IgA
469110	5.947955390334572	IgA
473142	6.95970695970696	IgM
473567	4.044117647058823	IgM
474271	2.5830258302583027	IgA
474271	2.5830258302583027	IgG
474656	2.5735294117647056	IgM
476331	4.570033141461714	IgA
476331	4.029304029304029	IgE
476331	6.149850149850133	IgG
476835	0.7194244604316548	IgM
478239	4.49438202247191	IgM
479156	7.527089783281732	IgG
479192	6.25	IgG
480749	3.6082670402427914	IgA
480749	3.6363636363636362	IgD
480749	3.5278154681139733	IgG
484908	6.677776455183906	IgG
484911	7.063197026022305	IgG
485142	0.3690036900369004	IgM
490100	6.296296296296296	IgG
498446	3.6630036630036633	IgE
498446	5.4529375852905275	IgG
503297	3.344900713321766	IgA
503297	3.6630036630036633	IgE
503297	3.296703296703297	IgG
503297	3.9134508901950684	IgM
503736	12.363636363636365	IgG
506712	5.0	IgG
507268	6.106870229007633	IgA
512796	4.693140794223827	IgM
516180	5.156695156695157	IgA
517573	9.454545454545455	IgE
517573	9.454545454545455	IgG
517691	5.8181818181818175	IgA
517691	5.8181818181818175	IgE
526455	3.6764705882352935	IgM
527459	7.7205882352941195	IgG
528351	0.0	IgM
528432	3.6363636363636362	IgA
528432	3.272727272727273	IgM
530574	9.81818181818182	IgA
530574	8.0	IgM
530577	7.090909090909091	IgA
530577	9.000000000000002	IgM
532769	9.225092250922508	IgA
532769	8.856088560885606	IgG
534125	9.25925925925926	IgA
534125	9.530723905723907	IgE
534125	9.575547074649513	IgG
535316	3.6764705882352935	IgM
535326	5.147058823529412	IgM
538388	9.454545454545455	IgA
538457	4.0	IgM
540179	3.64963503649635	IgG
540818	4.4802867383512535	IgA
540821	6.093189964157706	IgA
541148	8.118081180811803	IgG
542055	1.858736059479554	IgM
542684	3.7037037037037033	IgA
542685	4.454191033138403	IgA
542837	11.029411764705882	IgA
542837	8.333333333333332	IgG
542848	8.550185873605948	IgA
542854	11.397058823529413	IgA
543736	9.480837789661324	IgA
543736	9.558823529411764	IgG
547427	2.205882352941177	IgM
548849	4.015700483091788	IgA
549509	5.904059040590407	IgG
552001	2.2304832713754648	IgM
559325	2.166064981949458	IgM
561563	6.7272727272727275	IgM
565389	0.0	IgM
566712	5.882352941176471	IgG
566776	6.61764705882353	IgA
577432	8.582089552238806	IgG
577467	2.41364960466084	IgG
580170	8.208955223880597	IgA
580170	14.17910447761194	IgG
580171	7.835820895522387	IgM
590583	1.4545454545454544	IgA
591697	6.1818181818181825	IgG
591849	7.4074074074074066	IgA
591849	4.4444444444444455	IgM
593296	4.4444444444444455	IgM
599738	4.363636363636364	IgM
603455	1.1029411764705885	IgE
603455	0.1715686274509804	IgG
604100	5.4945054945054945	IgG
606006	7.6923076923076925	IgM
609952	2.181818181818182	IgM
610880	8.148148148148149	IgM
611587	9.854014598540147	IgA
611587	9.124087591240876	IgG
612136	12.013888888888886	IgG
616383	4.411764705882353	IgA
617687	8.791208791208792	IgG
617840	4.369142318789437	IgA
617840	4.327424400417101	IgD
617840	4.37956204379562	IgE
617840	4.351487928130261	IgG
622497	2.6199261992619918	IgA
623361	3.272727272727273	IgM
624578	3.7593984962406015	IgM
624598	4.13533834586466	IgM
625930	5.75684380032206	IgG
625985	4.089219330855018	IgG
626162	6.478064780647806	IgG
626165	6.281449178128142	IgG
628195	5.514705882352941	IgG
628555	0.0	IgM
632320	7.664233576642336	IgA
632330	7.664233576642336	IgG
633090	8.118081180811808	IgG
634854	2.205882352941177	IgM
634879	3.6764705882352935	IgM
635330	4.044117647058829	IgM
638578	1.8726591760299627	IgA
638596	4.3233082706766925	IgM
638602	6.390977443609022	IgM
638604	7.530864197530864	IgM
642505	6.386861313868613	IgA
642505	8.02919708029197	IgD
642505	8.150851581508515	IgE
642505	8.167890093145559	IgG
642510	6.599756690997569	IgG
644967	3.3210332103321036	IgM
657368	1.090909090909091	IgM
658576	2.9304029304029307	IgM
661221	8.118081180811808	IgM
661605	5.755395683453238	IgM
662362	9.59409594095941	IgM
666515	8.425925925925926	IgG
666585	10.37037037037037	IgG
667139	15.730337078651685	IgE
667139	15.730337078651685	IgG
678601	1.7985611510791366	IgM
679511	9.090909090909092	IgA
679511	8.727272727272728	IgG
679511	7.151515151515153	IgM
679597	7.664233576642336	IgD
679597	7.675022462350715	IgG
681261	2.1739130434782608	IgM
692542	1.094890510948905	IgM
697124	11.439114391143912	IgA
697124	11.439114391143912	IgG
697662	9.84009840098401	IgG
697675	9.66542750929368	IgG
697681	2.3897058823529416	IgM
697784	8.436213991769547	IgG
698427	3.6900369003690034	IgA
698427	3.6900369003690034	IgG
698518	6.985294117647061	IgM
702358	7.434944237918216	IgE
702358	6.319702602230483	IgG
704522	9.328358208955224	IgG
704612	7.063197026022305	IgM
706378	4.0740740740740735	IgA
707611	4.044117647058823	IgG
707618	9.926470588235293	IgM
707785	2.9411764705882364	IgG
707853	5.882352941176471	IgG
709212	2.9962546816479403	IgM
713593	14.17910447761194	IgG
713687	10.21897810218978	IgA
714537	7.434944237918216	IgG
715165	3.308823529411765	IgM
716351	7.5515151515151535	IgG
718563	4.511278195488721	IgM
718857	3.7453183520599254	IgM
719012	7.865168539325842	IgM
720523	4.454578957066518	IgM
721320	5.925925925925927	IgG
721871	6.273062730627306	IgG
721920	1.4838864838864831	IgM
723579	7.037037037037037	IgA
723579	8.456790123456791	IgG
723579	7.055463423622628	IgM
723590	7.380073800738007	IgM
724638	8.391608391608397	IgA
724638	8.484848484848486	IgG
724638	6.969423969423957	IgM
724966	4.104477611940298	IgG
727559	1.1029411764705885	IgM
727934	5.514705882352941	IgA
727934	7.835820895522387	IgE
727934	9.079601990049753	IgG
727934	4.926470588235294	IgM
728643	13.602941176470587	IgA
728643	12.377450980392155	IgG
729427	7.636363636363636	IgM
732056	10.179305000054194	IgA
732056	10.530070237050044	IgG
732056	10.37931451622095	IgM
732726	4.010854816824969	IgA
732726	4.0	IgG
736144	10.545454545454543	IgG
738921	0.8610086100861009	IgA
739418	6.73374613003096	IgM
740074	0.3636363636363637	IgM
745327	17.43912018853104	IgA
745327	17.60299625468165	IgE
745327	17.065047260035918	IgG
746922	15.185185185185185	IgG
750939	7.570207570207571	IgG
751700	7.702479338842974	IgA
751700	6.363636363636363	IgD
751700	6.909090909090909	IgE
751700	7.2769969756271164	IgG
752830	4.779411764705882	IgM
752911	10.073260073260073	IgA
752911	9.90607781574168	IgE
752911	10.614099621882156	IgG
752943	7.720588235294118	IgM
754340	9.742647058823529	IgA
754340	8.180147058823529	IgM
755118	10.272727272727272	IgA
756981	6.631891686563924	IgG
759409	9.478410515640096	IgG
762030	0.3690036900369004	IgA
762552	4.411764705882353	IgA
762552	5.3079044117647065	IgM
762643	4.1360294117647065	IgM
764017	7.2992700729927	IgA
764017	6.204379562043797	IgG
766056	5.445665445665447	IgA
766056	7.327774859943978	IgG
766056	4.679459445204238	IgM
766087	5.418080693815988	IgM
767412	10.04901960784314	IgM
768534	5.992509363295881	IgM
769468	9.558823529411764	IgA
769468	9.558823529411764	IgE
769468	9.200603318250383	IgG
772557	5.090909090909091	IgG
773630	4.044117647058823	IgE
773630	4.289215686274509	IgG
775766	2.9411764705882355	IgM
776125	5.555555555555555	IgM
776361	1.4705882352941175	IgA
776636	9.785714285714286	IgA
776636	9.404761904761903	IgG
776636	9.751082251082256	IgM
780004	6.8014705882352935	IgM
780586	3.4007352941176476	IgM
783277	5.018587360594797	IgM
783282	12.345679012345677	IgG
786224	6.61764705882353	IgG
786482	1.8181818181818181	IgM
787657	9.25925925925926	IgG
787748	6.61764705882353	IgG
788558	7.037037037037037	IgG
788725	6.273062730627306	IgG
788917	0.7352941176470588	IgM
789551	0.3690036900369004	IgM
793070	8.529411764705882	IgA
793070	9.191176470588236	IgG
793456	3.4926470588235294	IgG
793457	6.985294117647059	IgG
793457	6.645927601809952	IgM
793507	6.188725490196079	IgM
795452	7.380073800738007	IgG
801997	8.955223880597014	IgG
802994	8.21078431372549	IgM
804758	1.8315018315018319	IgA
804758	2.056917441532826	IgG
807044	5.5555555555555545	IgA
807044	5.555555555555555	IgD
812100	3.6018755328218246	IgM
812101	4.710144927536232	IgM
813306	6.135531135531135	IgE
813306	5.778509610365483	IgG
813307	4.761904761904762	IgD
813307	5.733898459030536	IgM
817960	6.545454545454546	IgG
818963	2.9090909090909087	IgM
819841	0.0	IgM
820917	5.860805860805861	IgM
822382	5.524344569288388	IgM
823676	3.3333333333333335	IgA
823676	3.7860082304526745	IgG
824853	9.696969696969695	IgG
829951	11.313868613138684	IgA
829951	10.583941605839415	IgM
830163	6.95970695970696	IgM
830620	1.4652014652014653	IgA
836248	12.030075187969926	IgG
837541	3.125	IgM
838734	9.96309963099631	IgG
840749	5.555555555555555	IgA
840965	0.7434944237918215	IgM
845081	0.0	IgG
845780	8.823529411764707	IgG
845781	7.116104868913857	IgG
845806	7.0559610705596105	IgG
845810	3.454266321913382	IgM
845936	2.545454545454545	IgM
850634	6.985294117647059	IgA
851312	7.44485294117647	IgM
855777	4.98220640569395	IgA
855793	1.7857142857142856	IgM
856009	1.7985611510791366	IgA
865611	3.2272727272727266	IgM
865683	1.8181818181818181	IgM
865964	1.45985401459854	IgM
867030	0.3636363636363637	IgM
867550	2.18978102189781	IgM
867698	8.02919708029197	IgA
867698	9.704285981658241	IgG
867708	8.518518518518517	IgE
867708	9.052287581699348	IgG
870922	4.411764705882353	IgA
870922	2.5735294117647056	IgM
872839	7.326007326007327	IgG
872873	6.985294117647059	IgG
875461	6.296296296296296	IgG
875473	3.7313432835820883	IgM
875515	3.2892744045160405	IgM
875766	2.9629629629629632	IgM
875773	7.777777777777778	IgM
876161	4.460966542750929	IgG
876262	5.9259259259259265	IgA
876274	5.9259259259259265	IgA
876348	9.701492537313433	IgG
877076	3.7037037037037033	IgM
879824	5.9259259259259265	IgM
883647	3.6900369003690034	IgM
886260	8.455882352941178	IgG
889739	7.352941176470587	IgM
889740	4.044117647058823	IgM
892595	8.118081180811808	IgG
892595	5.166051660516605	IgM
893147	5.185185185185185	IgA
898515	8.88888888888889	IgA
898554	12.683823529411764	IgG
898560	4.411764705882353	IgA
898560	5.882352941176471	IgG
898627	9.225092250922508	IgA
899432	1.8382352941176467	IgM
899848	4.4444444444444455	IgG
901271	5.904059040590407	IgG
904064	5.185185185185185	IgG
904118	5.147058823529412	IgG
921318	4.411764705882353	IgG
922394	2.1739130434782608	IgM
924048	3.6564911103656486	IgM
924050	3.6900369003690034	IgM
927122	1.4705882352941175	IgM
927248	10.70110701107011	IgM
930219	10.33210332103321	IgA
930219	10.14760147601476	IgG
930489	5.535279805352798	IgG
937375	0.0	IgA
940233	4.104477611940298	IgG
943117	17.81818181818182	IgE
943117	17.890909090909094	IgG
943120	16.605166051660515	IgA
943120	14.545454545454545	IgG
944007	4.6762589928057565	IgG
944277	2.540467625899281	IgA
952273	3.308823529411765	IgG
963939	12.5	IgE
963939	16.024340770791078	IgG
964381	4.167571087475581	IgG
965276	0.0	IgA
965276	0.0	IgD
965276	0.0	IgE
965276	0.014454499748617396	IgG
965276	0.007487720138972088	IgM
969962	5.090909090909091	IgM
971397	4.4444444444444455	IgM
973949	4.779411764705882	IgG
977390	9.25925925925926	IgG
982420	8.791208791208792	IgA
985541	8.455882352941178	IgM
985931	10.661764705882353	IgM
986267	9.090909090909092	IgM
987502	6.127450980392157	IgM
989004	11.486185383244198	IgA
994755	2.9936974789915967	IgG
994761	6.117353308364545	IgM
998156	2.60972163342146	IgA
998156	2.602230483271374	IgD
998156	2.6022304832713754	IgE
998156	2.6076181240234972	IgG
998156	2.6022304832713754	IgM
1003389	12.5	IgA
1004325	5.147058823529412	IgG
1006097	3.3210332103321036	IgD
1006097	2.8413284132841317	IgM
1006098	2.5830258302583027	IgA
1006098	3.0552545302404694	IgM
1006129	1.1029411764705885	IgG
1006129	0.5514705882352943	IgM
1008610	10.43956043956044	IgA
1008613	7.106227106227108	IgA
1008613	6.95970695970696	IgG
1008613	8.047071039197007	IgM
1008837	5.147058823529412	IgG
1013702	2.7472527472527473	IgA
1017795	2.973977695167286	IgG
1021602	2.2222222222222228	IgG
1021781	2.7273144557783757	IgA
1021781	2.6415094339622645	IgD
1021781	2.6415094339622645	IgG
1022464	5.072463768115942	IgA
1023309	6.25	IgM
1023314	9.191176470588236	IgA
1023403	11.397058823529413	IgA
1024675	8.455882352941178	IgM
1024691	8.727272727272728	IgG
1025224	10.21897810218978	IgA
1025224	11.165855636658556	IgE
1025224	11.2359867244166	IgG
1025235	7.025547445255474	IgE
1025235	7.475459350616663	IgG
1025236	6.1818181818181825	IgE
1025236	5.959595959595961	IgG
1025305	7.442424242424245	IgG
1029026	3.6764705882352935	IgM
1029031	3.161764705882353	IgM
1033234	8.75912408759124	IgE
1033234	8.930025200026076	IgG
1036906	6.619217081850534	IgA
1036909	3.9145907473309602	IgA
1037493	0.7518796992481204	IgM
1042924	2.2222222222222228	IgG
1043866	5.9259259259259265	IgG
1046310	8.703703703703704	IgM
1052674	3.272727272727273	IgA
1053259	8.856088560885606	IgG
1053491	4.044117647058823	IgG
1056509	1.4545454545454548	IgA
1056717	1.4545454545454544	IgM
1057658	3.7483039348710987	IgA
1057658	4.033884630899556	IgG
1058069	6.764981273408238	IgA
1058069	6.367041198501873	IgM
1058090	10.82089552238806	IgG
1058095	11.194029850746269	IgA
1059612	7.090909090909091	IgG
1059635	3.296703296703297	IgM
1062110	11.397058823529413	IgG
1062243	3.6764705882352935	IgG
1068583	7.636363636363636	IgG
1068947	7.835820895522387	IgG
1069475	8.921933085501857	IgE
1069475	10.377942998760844	IgG
1070655	0.0	IgM
1082605	3.7037037037037033	IgG
1083847	8.88888888888889	IgG
1083925	5.166051660516605	IgM
1087060	6.7669172932330826	IgG
1088850	4.411764705882353	IgM
1088962	2.9411764705882355	IgM
1088965	0.0	IgM
1089070	4.744525547445255	IgA
1089227	0.0	IgM
1091284	8.088235294117647	IgE
1091284	8.039215686274519	IgG
1092438	8.394160583941606	IgM
1096491	5.166051660516605	IgG
1098104	13.284132841328415	IgM
1098844	8.338965866846905	IgM
1099740	4.49438202247191	IgG
1099803	4.779411764705882	IgG
1100844	8.856088560885606	IgA
1100844	8.697944122298365	IgE
1100844	8.813181155067358	IgG
1100932	8.955223880597014	IgM
1107928	14.285714285714285	IgA
1107928	13.553113553113553	IgE
1107928	14.605221919463373	IgG
1111061	7.9422382671480145	IgA
1111293	9.818181818181818	IgG
1118231	0.0	IgM
1125759	10.661764705882353	IgG
1126150	6.545454545454545	IgG
1126678	8.33333333333333	IgA
1126678	8.333333333333332	IgG
1128289	6.474820143884892	IgG
1129077	4.814814814814815	IgA
1129077	4.801587301587301	IgG
1134458	5.147058823529412	IgA
1134458	5.147058823529412	IgG
1134459	4.213135068153656	IgA
1134459	7.063197026022305	IgG
1134459	7.063197026022305	IgM
1140098	3.8155562848703655	IgM
1140248	4.37956204379562	IgM
1143794	6.446280991735537	IgM
1144357	5.4945054945054945	IgA
1144745	2.5547445255474455	IgM
1146578	10.909090909090907	IgG
1149215	2.8985507246376807	IgM
1153140	0.7621339751303652	IgG
1153140	0.2406738868832732	IgM
1166514	5.555555555555555	IgG
1166624	4.411764705882353	IgG
1168220	2.973977695167286	IgG
1169948	9.05703497615262	IgG
1172086	0.9313725490196076	IgM
1172648	5.056360708534621	IgG
1175540	4.83271375464684	IgG
1176379	4.363636363636364	IgM
1176663	11.11111111111111	IgA
1176837	5.514705882352941	IgA
1178655	7.835820895522387	IgG
1181430	1.1070110701107008	IgM
1182678	0.0	IgM
1183273	4.525988010809477	IgA
1183273	2.5830258302583027	IgD
1183273	4.10977105732817	IgM
1183286	1.625668449197861	IgM
1186712	6.111111111111111	IgM
1192043	8.823529411764707	IgG
1194012	5.8181818181818175	IgA
1194012	6.2857142857142865	IgE
1194012	6.442801217920836	IgG
1194727	0.0	IgM
1197261	10.948905109489052	IgA
1197681	8.048484848484847	IgG
1200694	2.5735294117647056	IgG
1200694	3.308823529411765	IgM
1203229	1.8050541516245486	IgM
1206807	4.877239548772395	IgG
1207171	3.9950062421972534	IgA
1207171	6.616729088639202	IgG
1208989	0.0	IgD
1208989	0.9576632753528059	IgM
1212897	8.363636363636362	IgG
1213209	11.397058823529413	IgA
1213209	11.397058823529413	IgG
1213254	10.294117647058824	IgG
1213283	5.535055350553505	IgM
1215760	9.926470588235293	IgA
1217711	3.7731481481481493	IgM
1217907	5.514705882352941	IgM
