clone_id	IsotypeList	Donor count	CDR3aa len
559252	IgM	1	14
559253	IgM	1	14
559301	IgM	1	14
559302	IgM	1	14
559303	IgM	1	14
559304	IgM	1	14
559305	IgM	1	14
559306	IgM	1	14
559307	IgM	1	14
559308	IgM	1	14
559309	IgM	1	14
559310	IgM	1	14
559311	IgM	1	14
559312	IgM	1	14
559313	IgM	1	14
559314	IgM	1	14
559315	IgM	1	14
559316	IgM	1	14
559317	IgM	1	14
559378	IgM	1	14
559465	IgM	1	14
559466	IgM	1	14
559467	IgM	1	14
559468	IgM	1	14
559469	IgM	1	14
559470	IgM	1	14
559471	IgM	1	14
559472	IgM	1	14
559473	IgM	1	14
559474	IgM	1	14
559635	IgM	1	14
559636	IgM	1	14
559637	IgM	1	14
559638	IgM	1	14
559639	IgM	1	14
559640	IgM	1	14
559641	IgM	1	14
559642	IgM	1	14
559643	IgM	1	14
559644	IgM	1	14
559645	IgM	1	14
559646	IgM	1	14
559647	IgM	1	14
559648	IgM	1	14
559649	IgM	1	14
559650	IgM	1	14
559651	IgM	1	14
559652	IgM	1	14
559653	IgM	1	14
559654	IgM	1	14
559655	IgM	1	14
559656	IgM	1	14
559657	IgM	1	14
559658	IgM	1	14
559659	IgM	1	14
559876	IgM	1	14
559990	IgM	1	14
559991	IgM	1	14
559992	IgM	1	14
559993	IgM	1	14
559994	IgM	1	14
559995	IgM	1	14
559996	IgM	1	14
559997	IgM	1	14
560291	IgM	1	14
560292	IgM	1	14
560365	IgM	1	14
560366	IgM	1	14
560367	IgM	1	14
560368	IgM	1	14
560369	IgM	1	14
560370	IgM	1	14
560371	IgM	1	14
560372	IgM	1	14
560428	IgM	1	14
560429	IgM	1	14
560430	IgM	1	14
560431	IgM	1	14
560432	IgM	1	14
560433	IgM	1	14
560434	IgM	1	14
560443	IgM	1	14
560690	IgM|IgA	2	14
560691	IgM	1	14
560692	IgM	1	14
560693	IgM	1	14
560694	IgM	1	14
560695	IgM	1	14
560696	IgM	1	14
560697	IgM	1	14
560698	IgM	1	14
560699	IgM	1	14
560700	IgM	1	14
560701	IgM	1	14
560702	IgM	1	14
560703	IgM	1	14
560704	IgM	1	14
560797	IgM	1	14
560921	IgM	1	14
560922	IgM	1	14
560923	IgM	1	14
560924	IgM	1	14
560925	IgM	1	14
560926	IgM	1	14
560927	IgM	1	14
560928	IgM	1	14
560929	IgM	1	14
560930	IgM	1	14
560931	IgM	1	14
560932	IgM	1	14
561303	IgM	1	14
561304	IgM	1	14
561464	IgM	1	14
561694	IgM	1	14
561695	IgM	1	14
561696	IgM	1	14
561697	IgM	1	14
561698	IgM	1	14
561699	IgM	1	14
561700	IgM	1	14
561701	IgM	1	14
561702	IgM	1	14
561703	IgM	1	14
562038	IgM	1	14
562092	IgM	1	14
562093	IgM	1	14
562152	IgM|IgG	1	14
562173	IgM	1	14
562192	IgM	1	14
562193	IgM	1	14
562194	IgM	1	14
562195	IgM	1	14
562196	IgM	1	14
562197	IgM	1	14
562198	IgM	1	14
562199	IgM	1	14
562200	IgM	1	14
562201	IgM	1	14
562202	IgM	1	14
562203	IgM	1	14
562204	IgM	1	14
562205	IgM	1	14
562206	IgM	1	14
562207	IgM	1	14
562208	IgM	1	14
562209	IgM	1	14
562210	IgM	1	14
562211	IgM	1	14
562212	IgM	1	14
562213	IgM	1	14
562214	IgM	1	14
562215	IgM	1	14
562216	IgM	1	14
562217	IgM	1	14
562218	IgM	1	14
562219	IgM	1	14
562220	IgM	1	14
562221	IgM	1	14
562222	IgM	1	14
562223	IgM	1	14
562224	IgM	1	14
562225	IgM	1	14
562226	IgM	1	14
562227	IgM	1	14
562228	IgM	1	14
562229	IgM	1	14
562501	IgM	1	14
562502	IgM	1	14
562582	IgM	1	14
562598	IgM	1	14
562599	IgM	1	14
562600	IgM	1	14
562601	IgM	1	14
562602	IgM	1	14
562603	IgM	1	14
562604	IgM	1	14
562605	IgM	1	14
562606	IgM	1	14
562607	IgM	1	14
562608	IgM	1	14
562609	IgM	1	14
562610	IgM	1	14
562611	IgM	1	14
562612	IgM	1	14
562613	IgM	1	14
562614	IgM	1	14
562615	IgM	1	14
562616	IgM	1	14
562617	IgM	1	14
562618	IgM	1	14
562619	IgM	1	14
562620	IgM	1	14
562621	IgM	1	14
562622	IgM	1	14
562623	IgM	1	14
562624	IgM	1	14
562625	IgM	1	14
562626	IgM	1	14
562820	IgM	1	14
562869	IgM	1	14
562870	IgM	1	14
562871	IgM	1	14
562974	IgM	1	14
562975	IgM	1	14
563035	IgM	1	14
563050	IgM	1	14
563082	IgM	1	14
563452	IgM	1	14
563453	IgM	1	14
563578	IgM	1	14
563579	IgM	1	14
563747	IgM	1	14
563834	IgM	1	14
563890	IgM	3	14
563903	IgM	3	14
563905	IgM	2	14
563912	IgM	3	14
563925	IgM	1	14
563953	IgM	1	14
563966	IgM	1	14
564004	IgM	1	14
564005	IgM	1	14
564006	IgM	1	14
564007	IgM	1	14
564008	IgM	1	14
564009	IgM	1	14
564010	IgM	1	14
564011	IgM	1	14
564012	IgM	3	14
564013	IgM	1	14
564014	IgM	1	14
564015	IgM	1	14
564016	IgM	1	14
564017	IgM	1	14
564301	IgM	1	14
564416	IgM	1	14
564656	IgM	1	14
564819	IgM	1	14
565079	IgM	1	14
565080	IgM	1	14
565081	IgM	1	14
565082	IgM	1	14
565318	IgM|IgG	1	14
565347	IgM	1	14
565361	IgM	1	14
565384	IgM|IgA	1	14
565843	IgM	1	14
565844	IgM	1	14
565845	IgM	1	14
565846	IgM	1	14
565847	IgM	1	14
565848	IgM	1	14
565849	IgM	1	14
565850	IgM	1	14
565851	IgM	1	14
565852	IgM	1	14
565853	IgM	1	14
565854	IgM	1	14
565855	IgM	1	14
565856	IgM	1	14
565857	IgM	1	14
565858	IgM	1	14
565859	IgM	1	14
565860	IgM	1	14
565861	IgM	1	14
565862	IgM	1	14
565863	IgM	1	14
565864	IgM	1	14
565865	IgM	1	14
565866	IgM	1	14
565867	IgM	1	14
565868	IgM	1	14
565869	IgM	1	14
565870	IgM	1	14
565871	IgM	1	14
565872	IgM	1	14
565873	IgM	1	14
565874	IgM	1	14
565875	IgM	1	14
565876	IgM	1	14
565877	IgM	1	14
565878	IgM	1	14
565879	IgM	1	14
565880	IgM	1	14
565881	IgM	1	14
565882	IgM	1	14
565883	IgM	1	14
565884	IgM	1	14
565885	IgM	1	14
565886	IgM	1	14
565887	IgM	1	14
565888	IgM	1	14
565889	IgM	1	14
565890	IgM	1	14
565891	IgM	1	14
565892	IgM	1	14
565893	IgM	1	14
565894	IgM	1	14
565895	IgM	1	14
565896	IgM	1	14
565897	IgM	1	14
565898	IgM	1	14
565899	IgM	1	14
565900	IgM	1	14
565901	IgM	1	14
565902	IgM	1	14
565903	IgM	1	14
565904	IgM	1	14
565905	IgM	1	14
565906	IgM	1	14
565927	IgM|IgA|IgG	1	14
567767	IgM	1	14
568267	IgM	1	14
568268	IgM	1	14
568269	IgM	1	14
568270	IgM	1	14
568271	IgM	1	14
568272	IgM	1	14
568273	IgM	1	14
568274	IgM	1	14
568275	IgM	1	14
568617	IgM|IgA	1	14
568662	IgM	1	14
569598	IgM	1	14
571566	IgM	1	14
571567	IgM	1	14
572500	IgM	1	14
572501	IgM	1	14
572502	IgM	1	14
572503	IgM	1	14
572504	IgM	1	14
572505	IgM	1	14
572506	IgM	1	14
572507	IgM	1	14
573079	IgM	1	14
573126	IgE|IgM|IgA|IgG	1	14
573179	IgM|IgG	1	14
573307	IgM	1	14
573308	IgM	1	14
573309	IgM	1	14
573310	IgM	1	14
573311	IgM	1	14
573312	IgM	1	14
573313	IgM	1	14
573314	IgM	1	14
573315	IgM	1	14
573316	IgM	1	14
573317	IgM	1	14
573318	IgM	1	14
573319	IgM	1	14
573320	IgM	1	14
573902	IgM	1	14
573997	IgM|IgA	2	14
574005	IgM	1	14
574216	IgM	1	14
574217	IgM	1	14
574218	IgM	1	14
574219	IgM	1	14
574220	IgM	1	14
574221	IgM	1	14
574222	IgM	1	14
574223	IgM	1	14
574224	IgM	1	14
574225	IgM	1	14
574226	IgM	1	14
574227	IgM	1	14
574228	IgM	1	14
574229	IgM	1	14
574230	IgM	1	14
574231	IgM	1	14
574232	IgM	1	14
574233	IgM	1	14
574234	IgM	1	14
574235	IgM|IgG	1	14
574236	IgM	1	14
574237	IgM	1	14
574238	IgM	1	14
574239	IgM	1	14
574240	IgM	1	14
574241	IgM	1	14
574242	IgM	1	14
574243	IgM	1	14
574244	IgM	1	14
574245	IgM	1	14
574246	IgM	1	14
574247	IgM	1	14
574248	IgM	1	14
574249	IgM	1	14
574250	IgM	1	14
574251	IgM	1	14
574252	IgM	1	14
574253	IgM	1	14
574254	IgM	1	14
574667	IgM|IgA|IgG	2	14
574684	IgM	1	14
574699	IgM	1	14
574700	IgM	1	14
574701	IgM	1	14
574702	IgM	1	14
574703	IgM	1	14
574704	IgM	1	14
574705	IgM	1	14
574706	IgM	1	14
574707	IgM	1	14
574708	IgM	1	14
574709	IgM	1	14
574710	IgM	1	14
574711	IgM	1	14
574712	IgM	1	14
574713	IgM	1	14
574714	IgM	1	14
574715	IgM	1	14
574716	IgM	1	14
574717	IgM	1	14
574955	IgM	1	14
575070	IgM	1	14
575071	IgM	2	14
575072	IgM	1	14
575073	IgM	1	14
575074	IgM	1	14
575075	IgM	1	14
575429	IgM	1	14
575430	IgM	1	14
576010	IgM	1	14
576011	IgM	1	14
576012	IgM	1	14
576295	IgM	1	14
576296	IgM	1	14
576297	IgM	1	14
576298	IgM	1	14
576299	IgM	1	14
576300	IgM	1	14
576301	IgM	1	14
576302	IgM	1	14
576303	IgM	1	14
576304	IgM	1	14
576305	IgM	1	14
576306	IgM	1	14
576307	IgM	1	14
576308	IgM	1	14
576309	IgM	1	14
576310	IgM	1	14
576340	IgM|IgA|IgG	1	14
577074	IgM	1	14
577075	IgM	1	14
577076	IgM	1	14
577278	IgM	1	14
577279	IgM	1	14
577280	IgM	1	14
577281	IgM	1	14
577282	IgM	1	14
577283	IgM	1	14
577284	IgM	1	14
577285	IgM	1	14
577428	IgM	1	14
577469	IgM|IgA|IgG	1	14
578017	IgM|IgA|IgD|IgE|IgG	1	14
578034	IgM	1	14
578035	IgM	1	14
578036	IgM	1	14
578037	IgM|IgA	1	14
578038	IgM	1	14
578039	IgM	1	14
578040	IgM	1	14
578041	IgM	1	14
578042	IgM	1	14
578043	IgM	1	14
578044	IgM	1	14
578045	IgM	1	14
578046	IgM|IgA	1	14
578047	IgM	1	14
578048	IgM	1	14
578049	IgM	1	14
578050	IgM	1	14
578051	IgM	1	14
578052	IgM	1	14
578053	IgM	1	14
578054	IgM	1	14
578055	IgM	1	14
578056	IgM	1	14
578057	IgM	1	14
578058	IgM	1	14
578059	IgM	1	14
578060	IgM	1	14
578061	IgM	1	14
578062	IgM	1	14
578063	IgM|IgA	1	14
578064	IgM	1	14
578065	IgM	1	14
578066	IgM	1	14
578067	IgM	1	14
578068	IgM	1	14
578069	IgM	1	14
578070	IgM	1	14
578071	IgM	1	14
578072	IgM	1	14
578073	IgM	1	14
578074	IgM	1	14
578075	IgM	1	14
578206	IgM	1	14
579111	IgM	1	14
579112	IgM	1	14
579406	IgM	1	14
579407	IgM	1	14
579408	IgM	1	14
579409	IgM	1	14
579410	IgM	1	14
579411	IgM	1	14
579412	IgM	1	14
579413	IgM|IgG	2	14
579414	IgM	1	14
579415	IgM	1	14
579416	IgM	1	14
579417	IgM	1	14
579418	IgM	1	14
579419	IgM	1	14
579632	IgM	1	14
579681	IgM	1	14
579832	IgM	1	14
579833	IgM	1	14
579834	IgM	1	14
579835	IgM	1	14
579836	IgM	1	14
580147	IgM	1	14
580717	IgM	1	14
580916	IgM	1	14
581115	IgM	1	14
581116	IgM	1	14
581117	IgM	1	14
581118	IgM	1	14
581491	IgM	1	14
581492	IgM	1	14
581493	IgM	1	14
581494	IgM	1	14
581495	IgM	1	14
581496	IgM	1	14
581497	IgM	1	14
581498	IgM	1	14
581499	IgM	1	14
581500	IgM	1	14
581501	IgM	1	14
581502	IgM	1	14
581503	IgM	1	14
581504	IgM	1	14
581505	IgM	1	14
581506	IgM	1	14
581507	IgM	1	14
581508	IgM	1	14
581509	IgM	1	14
581510	IgM	1	14
581511	IgM	1	14
581512	IgM	1	14
581513	IgM	1	14
581514	IgM	1	14
581515	IgM	1	14
581516	IgM	1	14
581517	IgM	1	14
581518	IgM	1	14
581519	IgM	1	14
581520	IgM	1	14
581521	IgM	1	14
581522	IgM	1	14
581523	IgM	1	14
581524	IgM	1	14
581525	IgM	1	14
581526	IgM	1	14
581527	IgM	1	14
581528	IgM	1	14
581529	IgM	1	14
582054	IgM	1	14
582055	IgM	1	14
582273	IgM	1	14
582274	IgM	1	14
582275	IgM	1	14
582688	IgM	1	14
582689	IgM	1	14
582690	IgM	1	14
582691	IgM	1	14
582692	IgM	1	14
582693	IgM	1	14
582694	IgM	1	14
582695	IgM	1	14
582696	IgM	1	14
582697	IgM	1	14
582698	IgM	1	14
582699	IgM	1	14
582700	IgM	1	14
582701	IgM	1	14
582702	IgM	1	14
583145	IgM	1	14
583146	IgM	1	14
583246	IgM	1	14
583375	IgM|IgG	1	14
583390	IgM	1	14
583391	IgM	1	14
583392	IgM	1	14
583393	IgM	1	14
583394	IgM	1	14
584251	IgM	1	14
584252	IgM	1	14
584253	IgM	1	14
584572	IgM	1	14
585441	IgM	1	14
585620	IgM	1	14
585715	IgM|IgA|IgG	1	14
586194	IgM	1	14
586195	IgM	1	14
586196	IgM	1	14
586197	IgM	1	14
586198	IgM	1	14
586199	IgM	1	14
586200	IgM	1	14
586201	IgM	1	14
586202	IgM	1	14
586203	IgM	1	14
586204	IgM	1	14
586205	IgM	1	14
586206	IgM	1	14
586807	IgM	1	14
586808	IgM	1	14
586809	IgM	1	14
586810	IgM	1	14
587090	IgM|IgD	1	14
587718	IgM	1	14
587767	IgM	1	14
588190	IgM	1	14
588195	IgM	1	14
588196	IgM	1	14
588202	IgM	1	14
588210	IgM	1	14
588211	IgM	1	14
588224	IgM	1	14
588296	IgM	1	14
588297	IgM	1	14
588315	IgM	1	14
588316	IgM	1	14
588317	IgM	1	14
588318	IgM	1	14
588319	IgM	1	14
588374	IgM	1	14
588452	IgM	1	14
588453	IgM	1	14
588454	IgM	1	14
588455	IgM	1	14
588456	IgM	1	14
588457	IgM	1	14
588458	IgM	1	14
588459	IgM	1	14
588460	IgM	1	14
588486	IgM	1	14
588497	IgM	1	14
588540	IgM	1	14
588541	IgM	1	14
588542	IgM	1	14
588680	IgM|IgG	1	14
588700	IgM	1	14
588701	IgM	1	14
588702	IgM	1	14
588703	IgM	1	14
588704	IgM	1	14
588705	IgM	1	14
588706	IgM	1	14
588707	IgM	1	14
588708	IgM	1	14
588709	IgM	1	14
588710	IgM	1	14
588711	IgM	1	14
588712	IgM	1	14
588713	IgM	1	14
588714	IgM	1	14
588715	IgM	1	14
588716	IgM	1	14
588717	IgM	1	14
588718	IgM	1	14
588719	IgM	1	14
588720	IgM	1	14
588721	IgM	1	14
588722	IgM	1	14
588723	IgM	1	14
588724	IgM	1	14
588725	IgM	1	14
588726	IgM	1	14
588727	IgM	1	14
588728	IgM	1	14
588729	IgM	1	14
588730	IgM	1	14
588731	IgM	1	14
588732	IgM	1	14
588733	IgM	1	14
588734	IgM	1	14
588735	IgM	1	14
588736	IgM	1	14
588737	IgM	1	14
588738	IgM	1	14
588739	IgM	1	14
588740	IgM	1	14
588741	IgM	1	14
588742	IgM	1	14
588743	IgM	1	14
588744	IgM	1	14
588745	IgM	1	14
588746	IgM	1	14
588747	IgM	1	14
588748	IgM	1	14
588749	IgM	1	14
588750	IgM	1	14
588751	IgM	1	14
588752	IgM	1	14
588753	IgM	1	14
588754	IgM	1	14
588755	IgM	1	14
588756	IgM	1	14
588757	IgM	1	14
588758	IgM	1	14
588759	IgM	1	14
588760	IgM	1	14
588761	IgM	1	14
588762	IgM	1	14
588763	IgM	1	14
588764	IgM	1	14
588765	IgM	1	14
588766	IgM	1	14
588767	IgM	1	14
588768	IgM	1	14
588769	IgM	1	14
588770	IgM	1	14
588771	IgM	1	14
588772	IgM	1	14
588773	IgM	1	14
588774	IgM	1	14
588775	IgM	1	14
588776	IgM	1	14
588777	IgM	1	14
588778	IgM	1	14
588779	IgM	1	14
588780	IgM	1	14
588781	IgM	1	14
588782	IgM	1	14
588783	IgM	1	14
588784	IgM	1	14
588785	IgM	1	14
588786	IgM	1	14
588787	IgM	1	14
588788	IgM	1	14
588789	IgM	1	14
588790	IgM	1	14
588791	IgM	1	14
589180	IgM	1	14
589181	IgM	1	14
589182	IgM	1	14
589183	IgM	1	14
589349	IgM	1	14
589350	IgM	1	14
589517	IgM	1	14
589559	IgM	1	14
589560	IgM	1	14
589641	IgM	1	14
589642	IgM	1	14
589801	IgM	1	14
590114	IgM	1	14
590328	IgM	1	14
590358	IgM	1	14
590508	IgM	1	14
590553	IgM	1	14
590576	IgM	1	14
590577	IgM	1	14
590578	IgM	1	14
590579	IgM	1	14
590839	IgM	1	14
590840	IgM	1	14
590841	IgM	1	14
590842	IgM	1	14
590843	IgM	1	14
590844	IgM	1	14
590845	IgM	1	14
590932	IgM	1	14
590982	IgM	1	14
590983	IgM	1	14
590984	IgM	1	14
590985	IgM	1	14
590986	IgM	1	14
590987	IgM	1	14
590988	IgM	1	14
590989	IgM	1	14
590990	IgM	1	14
590991	IgM	1	14
590992	IgM	1	14
591108	IgM	1	14
591109	IgM	1	14
591450	IgM	1	14
591451	IgM	1	14
591452	IgM|IgG	1	14
591453	IgM	1	14
591454	IgM	1	14
591455	IgM	1	14
591456	IgM	1	14
591457	IgM	1	14
591458	IgM	1	14
591459	IgM	1	14
591460	IgM	1	14
591461	IgM	1	14
591542	IgM	1	14
591543	IgM	1	14
591678	IgM	1	14
591679	IgM	1	14
591680	IgM	1	14
591849	IgM|IgA|IgG	2	13
591853	IgM	1	13
591861	IgM|IgA	1	13
592003	IgM|IgA|IgG	1	13
592026	IgM|IgA|IgG	1	13
592027	IgM	1	13
592034	IgM	1	13
592068	IgM|IgA|IgG	1	13
592074	IgM	1	13
592088	IgM	1	13
592100	IgM	1	13
592126	IgM	1	13
592202	IgM|IgA	1	13
592269	IgM	1	13
592270	IgM	1	13
592271	IgM	1	13
592272	IgM	1	13
592273	IgM	1	13
592274	IgM	1	13
592275	IgM	1	13
592276	IgM	1	13
592277	IgM	1	13
592278	IgM|IgA	1	13
592279	IgM	1	13
592280	IgM	1	13
592281	IgM	1	13
592282	IgM	1	13
592283	IgM	1	13
592284	IgM	1	13
592285	IgM	1	13
592286	IgM	1	13
592287	IgM	1	13
592288	IgM	1	13
592289	IgM	1	13
592290	IgM	1	13
592291	IgM	1	13
592292	IgM	1	13
592293	IgM	1	13
592294	IgM	1	13
592295	IgM	1	13
592296	IgM	1	13
592297	IgM	1	13
592298	IgM	1	13
592299	IgM	1	13
592300	IgM	1	13
592362	IgM|IgA|IgG	1	13
592513	IgM|IgD	1	13
592517	IgM	1	13
592572	IgM	1	13
594014	IgM|IgG	1	13
594099	IgM	1	13
594126	IgM|IgA	1	13
594137	IgM	1	13
595133	IgM	1	13
595134	IgM	1	13
595135	IgM	1	13
596435	IgM	1	13
596436	IgM	1	13
596437	IgM	1	13
596438	IgM	1	13
597104	IgM	1	14
597105	IgM	1	14
597106	IgM	1	14
597207	IgM	1	14
597208	IgM	1	14
597209	IgM	1	14
597210	IgM	1	14
597211	IgM	1	14
597212	IgM	1	14
597314	IgM	1	14
597315	IgM	1	14
597433	IgM	2	14
597688	IgM	1	14
597745	IgM	1	14
597746	IgM	1	14
597747	IgM	1	14
597748	IgM	1	14
597749	IgM	1	14
597750	IgM	1	14
598244	IgM	1	14
598245	IgM	1	14
598246	IgM	1	14
598247	IgM	1	14
598248	IgM	1	14
598249	IgM	1	14
598250	IgM	1	14
598251	IgM	1	14
598252	IgM	1	14
598253	IgM	1	14
598254	IgM	1	14
598255	IgM	1	14
598256	IgM	1	14
598257	IgM	1	14
598258	IgM	1	14
598784	IgM	1	14
598864	IgM	1	14
598969	IgM	1	14
598999	IgM	1	14
599000	IgM	1	14
599001	IgM	1	14
599061	IgM	1	14
599062	IgM	1	14
599342	IgM	1	14
599343	IgM	1	14
599344	IgM	1	14
599345	IgM	1	14
599346	IgM	1	14
599347	IgM	1	14
599348	IgM	1	14
599349	IgM	1	14
599350	IgM	1	14
599351	IgM	1	14
600090	IgM	1	14
600091	IgM	1	14
600321	IgM|IgA	1	14
600392	IgM	1	14
600393	IgM	1	14
600570	IgM	2	14
600651	IgM	1	14
600705	IgM	1	14
600954	IgM	1	14
601690	IgM	1	14
601691	IgM	1	14
601692	IgM	1	14
601693	IgM	1	14
601694	IgM	1	14
601695	IgM	1	14
601696	IgM	1	14
601697	IgM	1	14
601698	IgM	1	14
601699	IgM	1	14
601700	IgM	1	14
601701	IgM	1	14
601702	IgM	1	14
601703	IgM	1	14
601704	IgM	1	14
601705	IgM	1	14
601706	IgM	1	14
601707	IgM	1	14
601708	IgM	1	14
601709	IgM	1	14
601710	IgM	1	14
601711	IgM	1	14
601712	IgM	1	14
601713	IgM	1	14
601714	IgM	1	14
601715	IgM	1	14
601716	IgM	1	14
601717	IgM	1	14
601718	IgM	1	14
601719	IgM	1	14
601720	IgM	1	14
601721	IgM	1	14
601722	IgM	1	14
601723	IgM	1	14
601724	IgM	1	14
601725	IgM	1	14
601726	IgM	1	14
601727	IgM	1	14
601728	IgM	1	14
601729	IgM	1	14
601730	IgM	1	14
601731	IgM	1	14
601732	IgM	1	14
601733	IgM	1	14
601734	IgM	1	14
602282	IgM	1	14
602558	IgM	1	14
602756	IgM	1	14
602757	IgM	1	14
602758	IgM	1	14
602759	IgM	1	14
602760	IgM	1	14
602761	IgM	1	14
602887	IgM	1	14
602888	IgM	1	14
602889	IgM	1	14
602890	IgM	1	14
602891	IgM	1	14
602892	IgM	1	14
602893	IgM	1	14
602894	IgM	1	14
602895	IgM	1	14
602896	IgM	1	14
602897	IgM	1	14
602898	IgM	1	14
602899	IgM	1	14
602900	IgM	1	14
602901	IgM	1	14
602902	IgM	1	14
602903	IgM	1	14
603104	IgM	1	14
603105	IgM	1	14
603399	IgM	1	14
603782	IgM	1	14
603783	IgM	1	14
603815	IgM	1	14
603816	IgM	1	14
603998	IgM	1	14
604204	IgM	1	14
604275	IgM	1	14
604288	IgM	1	14
604299	IgM	1	14
604408	IgM	1	14
604451	IgM	2	14
604473	IgM	1	14
604521	IgM	1	14
604821	IgM|IgG	1	14
604822	IgM	1	14
604823	IgM|IgA	1	14
604824	IgM|IgA|IgG	1	14
604825	IgM	1	14
604826	IgM	1	14
604827	IgM	1	14
604828	IgM	1	14
604829	IgM	1	14
604830	IgM	1	14
604831	IgM	1	14
604832	IgM	1	14
604833	IgM	1	14
604834	IgM	1	14
604835	IgM	1	14
604836	IgM	1	14
604837	IgM	1	14
604838	IgM	1	14
604839	IgM	1	14
604840	IgM	1	14
604841	IgM	1	14
604842	IgM	1	14
604843	IgM	1	14
604844	IgM	1	14
604845	IgM	1	14
604846	IgM	1	14
604847	IgM	1	14
604848	IgM	1	14
604849	IgM	1	14
604850	IgM	1	14
604851	IgM	1	14
604852	IgM	1	14
604853	IgM	1	14
604854	IgM	1	14
604855	IgM	1	14
606419	IgM	1	14
606915	IgM	1	14
606916	IgM	1	14
606917	IgM|IgG	1	14
606918	IgM	1	14
606919	IgM	1	14
606920	IgM	1	14
606921	IgM	1	14
606922	IgM	1	14
607264	IgM|IgD	1	14
609174	IgM	1	14
609175	IgM	1	14
609176	IgM	1	14
609177	IgM	1	14
609613	IgM	1	14
609952	IgM	2	14
609954	IgM	2	14
609965	IgM	1	14
609975	IgM|IgA|IgG	1	14
609976	IgM|IgA|IgG	1	14
610009	IgM	1	14
610010	IgM	1	14
610011	IgM	1	14
610012	IgM	1	14
610301	IgM	1	14
610352	IgM	1	14
610353	IgM	1	14
610874	IgM	1	14
610875	IgM	1	14
610876	IgM	1	14
610877	IgM	1	14
610878	IgM	1	14
610879	IgM	1	14
610880	IgM|IgA	2	14
611538	IgM	1	14
611964	IgM|IgA|IgG|IgD	1	14
611994	IgM|IgA|IgG	1	14
611995	IgM	1	14
611996	IgM|IgA	1	14
611997	IgM	1	14
611998	IgM	1	14
611999	IgM	1	14
612000	IgM	1	14
612188	IgM	1	14
612205	IgM	1	14
612237	IgM	2	14
612276	IgM	1	14
612277	IgM	1	14
612278	IgM	1	14
612279	IgM	1	14
612280	IgM	1	14
612281	IgM	1	14
612282	IgM	1	14
612283	IgM	1	14
612284	IgM	1	14
612285	IgM	1	14
612286	IgM|IgG	1	14
612287	IgM	1	14
612314	IgM	1	14
613189	IgM	1	14
613190	IgM	1	14
613191	IgM	1	14
613192	IgM	1	14
613370	IgM|IgA	1	14
613381	IgM	1	14
613382	IgM	1	14
613383	IgM	1	14
613384	IgM	1	14
613700	IgM	1	14
613701	IgM	1	14
613702	IgM	1	14
613703	IgM	1	14
613704	IgM	1	14
613705	IgM	1	14
613706	IgM	1	14
614083	IgM	1	14
614093	IgM	1	14
614094	IgM	1	14
614095	IgM	1	14
614096	IgM	1	14
614097	IgM	1	14
614098	IgM	1	14
614099	IgM	1	14
614134	IgM	1	14
614283	IgM	1	14
614284	IgM	1	14
614285	IgM	1	14
614425	IgE|IgM|IgA|IgG	1	14
614426	IgM|IgA|IgG	1	14
614428	IgM|IgA|IgG	1	14
614429	IgM	1	14
614531	IgM	1	14
614591	IgM|IgA	1	14
614594	IgM	1	14
614595	IgM	1	14
614596	IgM	1	14
614597	IgM	1	14
614640	IgM	1	14
614939	IgM	1	14
615049	IgM	1	14
615111	IgM	1	18
615112	IgM	1	18
615121	IgM	1	18
615122	IgM	1	18
615123	IgM	1	18
615124	IgM	1	18
615125	IgM	1	18
615143	IgM	1	18
615144	IgM	1	18
615528	IgM	1	18
615529	IgM	1	18
615530	IgM	1	18
615531	IgM	1	18
615578	IgM	1	18
615579	IgM	1	18
615580	IgM	1	18
615785	IgM	1	14
615786	IgM	1	14
615787	IgM	1	14
615788	IgM	1	14
615789	IgM	1	14
615790	IgM	1	14
615791	IgM	1	14
615792	IgM	1	14
616144	IgM	1	14
616145	IgM	1	14
616146	IgM	1	14
616220	IgM	1	18
616222	IgM	1	18
616223	IgM	1	18
616239	IgM	1	18
616240	IgM	1	18
616241	IgM	1	18
616242	IgM	1	18
616243	IgM	1	18
616260	IgM	1	18
616275	IgM|IgE|IgG	1	18
616276	IgM	1	18
616277	IgM	1	18
616278	IgM	1	18
616279	IgM	1	18
616280	IgM	1	18
616281	IgM	1	18
616282	IgM	1	18
616283	IgM	1	18
616284	IgM	1	18
616285	IgM	1	18
616286	IgM	1	18
616287	IgM	1	18
616288	IgM	1	18
616289	IgM	1	18
616290	IgM	1	18
616291	IgM	1	18
616292	IgM	1	18
616293	IgM	1	18
616294	IgM	1	18
616408	IgM|IgA	1	12
616535	IgM|IgG	1	12
616699	IgM	1	12
617761	IgM	1	12
617762	IgM	1	12
617763	IgM	1	12
617764	IgM	1	12
617765	IgM	1	12
617766	IgM	1	12
617767	IgM	1	12
617768	IgM	1	12
617769	IgM	1	12
617770	IgM|IgA|IgG	1	12
617771	IgM	1	12
617772	IgM	1	12
617773	IgM	1	12
617774	IgM	1	12
617775	IgM	1	12
617776	IgM	1	12
617777	IgM	1	12
617778	IgM	1	12
617779	IgM	1	12
617780	IgM	1	12
617781	IgM	1	12
617782	IgM	1	12
617783	IgM	1	12
617784	IgM	1	12
617785	IgM	1	12
617786	IgM	1	12
617787	IgM	1	12
617788	IgM	1	12
617789	IgM	1	12
617790	IgM	1	12
617791	IgM	1	12
617792	IgM	1	12
617793	IgM	1	12
