Tissue_1,Tissue_1_nCDR3aaVJ,Tissue_2,Tissue_2_nCDR3aaVJ,Similarity score
ALN,11981,Ascending_colon,1257,0.006345369391146699
ALN,11981,Transverse_colon,898,0.006211662396148769
ALN,11981,Descending_colon,773,0.006586169045005488
ALN,11981,Sigmoid_colon,450,0.003700426353471161
ALN,11981,Rectum,1826,0.009560367929311218
HLN,4569,MLN,9470,0.024360709452240187
HLN,4569,ILN,6793,0.02851610631930998
HLN,4569,Gastric_cardia,1279,0.02017783857729138
HLN,4569,Gastric_body,1055,0.024893314366998577
HLN,4569,Gastric_pylorus,1955,0.034641324340895153
HLN,4569,Duodenum,807,0.01525297619047619
HLN,4569,Jejunum,447,0.007177033492822967
HLN,4569,Ileum,594,0.011621150493898896
HLN,4569,Cecum,1092,0.011305423070128953
HLN,4569,Ascending_colon,1257,0.018194301407483692
HLN,4569,Transverse_colon,898,0.01609657947686117
HLN,4569,Descending_colon,773,0.01684762261325346
HLN,4569,Sigmoid_colon,450,0.009962143853357242
HLN,4569,Rectum,1826,0.019390148553557467
MLN,9470,ILN,6793,0.01955358789891164
MLN,9470,Gastric_cardia,1279,0.01990882872825379
MLN,9470,Gastric_body,1055,0.017862232779097386
MLN,9470,Gastric_pylorus,1955,0.0337855579868709
MLN,9470,Duodenum,807,0.03853264571372969
MLN,9470,Jejunum,447,0.0231924977311687
MLN,9470,Ileum,594,0.030007949125596185
MLN,9470,Cecum,1092,0.025752698352584737
MLN,9470,Ascending_colon,1257,0.033000839004381465
MLN,9470,Transverse_colon,898,0.02970679012345679
MLN,9470,Descending_colon,773,0.028116762667187347
MLN,9470,Sigmoid_colon,450,0.01875
MLN,9470,Rectum,1826,0.037535410764872525
ILN,6793,Gastric_cardia,1279,0.009663032705649157
ILN,6793,Gastric_body,1055,0.013251783893985729
ILN,6793,Gastric_pylorus,1955,0.018518518518518517
ILN,6793,Duodenum,807,0.008157894736842105
ILN,6793,Jejunum,447,0.0038674033149171273
ILN,6793,Ileum,594,0.005144172194395559
ILN,6793,Cecum,1092,0.008877615726062143
ILN,6793,Ascending_colon,1257,0.00968944099378882
ILN,6793,Transverse_colon,898,0.009101547263034715
ILN,6793,Descending_colon,773,0.006872852233676976
ILN,6793,Sigmoid_colon,450,0.005798702195222974
ILN,6793,Rectum,1826,0.013690683373941293
Gastric_cardia,1279,Gastric_body,1055,0.06940874035989718
Gastric_cardia,1279,Gastric_pylorus,1955,0.07173778602350031
Gastric_cardia,1279,Duodenum,807,0.032598274209012464
Gastric_cardia,1279,Jejunum,447,0.027809965237543453
Gastric_cardia,1279,Ileum,594,0.03523758675920982
Gastric_cardia,1279,Cecum,1092,0.03458456347532687
Gastric_cardia,1279,Ascending_colon,1257,0.03706624605678233
Gastric_cardia,1279,Transverse_colon,898,0.04685346807533303
Gastric_cardia,1279,Descending_colon,773,0.04873294346978557
Gastric_cardia,1279,Sigmoid_colon,450,0.045112781954887216
Gastric_cardia,1279,Rectum,1826,0.05281803542673108
Gastric_body,1055,Gastric_pylorus,1955,0.1548172757475083
Gastric_body,1055,Duodenum,807,0.05155746509129968
Gastric_body,1055,Jejunum,447,0.037283621837549935
Gastric_body,1055,Ileum,594,0.05579138872043663
Gastric_body,1055,Cecum,1092,0.04285048905449464
Gastric_body,1055,Ascending_colon,1257,0.05190311418685121
Gastric_body,1055,Transverse_colon,898,0.059395801331285206
Gastric_body,1055,Descending_colon,773,0.05689277899343545
Gastric_body,1055,Sigmoid_colon,450,0.053156146179401995
Gastric_body,1055,Rectum,1826,0.04790003471017008
Gastric_pylorus,1955,Duodenum,807,0.06517016654598118
Gastric_pylorus,1955,Jejunum,447,0.04412989175686927
Gastric_pylorus,1955,Ileum,594,0.07140054923499412
Gastric_pylorus,1955,Cecum,1092,0.05776173285198556
Gastric_pylorus,1955,Ascending_colon,1257,0.07409713574097136
Gastric_pylorus,1955,Transverse_colon,898,0.07150368033648791
Gastric_pylorus,1955,Descending_colon,773,0.07624633431085044
Gastric_pylorus,1955,Sigmoid_colon,450,0.05987525987525988
Gastric_pylorus,1955,Rectum,1826,0.07193864057127744
Duodenum,807,Jejunum,447,0.27751196172248804
Duodenum,807,Ileum,594,0.2426837972876517
Duodenum,807,Cecum,1092,0.037914691943127965
Duodenum,807,Ascending_colon,1257,0.0436046511627907
Duodenum,807,Transverse_colon,898,0.05278592375366569
Duodenum,807,Descending_colon,773,0.05949367088607595
Duodenum,807,Sigmoid_colon,450,0.03818615751789976
Duodenum,807,Rectum,1826,0.047854158754272694
Jejunum,447,Ileum,594,0.2574447646493756
Jejunum,447,Cecum,1092,0.02729044834307992
Jejunum,447,Ascending_colon,1257,0.03403755868544601
Jejunum,447,Transverse_colon,898,0.04758364312267658
Jejunum,447,Descending_colon,773,0.054098360655737705
Jejunum,447,Sigmoid_colon,450,0.057971014492753624
Jejunum,447,Rectum,1826,0.039595248570171576
Ileum,594,Cecum,1092,0.06524317912218268
Ileum,594,Ascending_colon,1257,0.07347379794705565
Ileum,594,Transverse_colon,898,0.0777479892761394
Ileum,594,Descending_colon,773,0.08924652523774688
Ileum,594,Sigmoid_colon,450,0.09003831417624521
Ileum,594,Rectum,1826,0.06776859504132231
Cecum,1092,Ascending_colon,1257,0.1924223073648361
Cecum,1092,Transverse_colon,898,0.16984924623115577
Cecum,1092,Descending_colon,773,0.15871313672922252
Cecum,1092,Sigmoid_colon,450,0.13878080415045396
Cecum,1092,Rectum,1826,0.12611377655928718
Ascending_colon,1257,Transverse_colon,898,0.21067285382830628
Ascending_colon,1257,Descending_colon,773,0.20098522167487684
Ascending_colon,1257,Sigmoid_colon,450,0.15934387814879905
Ascending_colon,1257,Rectum,1826,0.16607200778462536
Transverse_colon,898,Descending_colon,773,0.26690604428485937
Transverse_colon,898,Sigmoid_colon,450,0.2062314540059347
Transverse_colon,898,Rectum,1826,0.1894273127753304
Descending_colon,773,Sigmoid_colon,450,0.2338511856091578
Descending_colon,773,Rectum,1826,0.1908426317814544
Sigmoid_colon,450,Rectum,1826,0.19859402460456943
