clone_id	SHM	Tissue	Group	TissueList	Tissue Count
29751	5.514705882352941	Gastric_pylorus	Private	Gastric_pylorus	1
31124	6.985294117647059	Gastric_pylorus	Private	Gastric_pylorus	1
31130	7.352941176470587	Gastric_pylorus	Private	Gastric_pylorus	1
31137	4.071340713407134	Gastric_pylorus	Private	Gastric_pylorus	1
31321	2.205882352941177	Gastric_pylorus	Private	Gastric_pylorus	1
31559	0.3703703703703704	Gastric_pylorus	Private	Gastric_pylorus	1
31999	2.9411764705882355	Gastric_pylorus	Private	Gastric_pylorus	1
32000	5.535055350553505	Gastric_pylorus	Private	Gastric_pylorus	1
32001	1.4814814814814816	Gastric_pylorus	Private	Gastric_pylorus	1
32002	2.6022304832713754	Gastric_pylorus	Private	Gastric_pylorus	1
32003	0.0	Gastric_pylorus	Private	Gastric_pylorus	1
32004	3.308823529411765	Gastric_pylorus	Private	Gastric_pylorus	1
32005	3.3333333333333335	Gastric_pylorus	Private	Gastric_pylorus	1
32080	11.98529411764706	Gastric_pylorus	Private	Gastric_pylorus	1
32082	14.338235294117647	Gastric_pylorus	Private	Gastric_pylorus	1
32083	1.5452029520295198	Gastric_pylorus	Private	Gastric_pylorus	1
32089	3.0228758169934644	Gastric_pylorus	Private	Gastric_pylorus	1
32101	2.0220588235294117	Gastric_pylorus	Private	Gastric_pylorus	1
32603	4.059040590405904	Gastric_pylorus	Private	Gastric_pylorus	1
32851	0.0	Gastric_pylorus	Private	Gastric_pylorus	1
32967	3.911870503597122	Gastric_pylorus	Private	Gastric_pylorus	1
33072	1.7985611510791366	Gastric_pylorus	Private	Gastric_pylorus	1
33086	5.0359712230215825	Gastric_pylorus	Private	Gastric_pylorus	1
33105	4.496402877697842	Gastric_pylorus	Private	Gastric_pylorus	1
33506	1.444043321299639	Gastric_pylorus	Private	Gastric_pylorus	1
33507	2.166064981949458	Gastric_pylorus	Private	Gastric_pylorus	1
33508	7.553956834532374	Gastric_pylorus	Private	Gastric_pylorus	1
33509	1.4388489208633095	Gastric_pylorus	Private	Gastric_pylorus	1
33510	2.564102564102564	Gastric_pylorus	Private	Gastric_pylorus	1
33511	1.7985611510791366	Gastric_pylorus	Private	Gastric_pylorus	1
33512	2.5179856115107917	Gastric_pylorus	Private	Gastric_pylorus	1
34838	6.666666666666668	Gastric_pylorus	Private	Gastric_pylorus	1
34855	7.644820295983082	Gastric_pylorus	Private	Gastric_pylorus	1
34868	3.3454545454545452	Gastric_pylorus	Private	Gastric_pylorus	1
35406	7.636363636363637	Gastric_pylorus	Private	Gastric_pylorus	1
35407	2.9304029304029307	Gastric_pylorus	Private	Gastric_pylorus	1
36424	4.014598540145985	Gastric_pylorus	Private	Gastric_pylorus	1
36619	2.8985507246376807	Gastric_pylorus	Private	Gastric_pylorus	1
36677	4.779411764705882	Gastric_pylorus	Private	Gastric_pylorus	1
36988	6.934306569343067	Gastric_pylorus	Private	Gastric_pylorus	1
37078	1.8382352941176467	Gastric_pylorus	Private	Gastric_pylorus	1
37088	5.755395683453238	Gastric_pylorus	Private	Gastric_pylorus	1
39384	5.090909090909091	Gastric_pylorus	Private	Gastric_pylorus	1
39411	3.6900369003690034	Gastric_pylorus	Private	Gastric_pylorus	1
39423	3.9173553719008285	Gastric_pylorus	Private	Gastric_pylorus	1
39425	5.535205535205528	Gastric_pylorus	Private	Gastric_pylorus	1
39431	7.326007326007327	Gastric_pylorus	Private	Gastric_pylorus	1
39631	3.6872727272727275	Gastric_pylorus	Private	Gastric_pylorus	1
39632	4.0	Gastric_pylorus	Private	Gastric_pylorus	1
39639	3.296703296703297	Gastric_pylorus	Private	Gastric_pylorus	1
39644	4.395604395604396	Gastric_pylorus	Private	Gastric_pylorus	1
39645	3.272727272727273	Gastric_pylorus	Private	Gastric_pylorus	1
39647	5.514705882352941	Gastric_pylorus	Private	Gastric_pylorus	1
39650	2.1978021978021975	Gastric_pylorus	Private	Gastric_pylorus	1
39669	6.985294117647059	Gastric_pylorus	Private	Gastric_pylorus	1
39963	8.363636363636362	Gastric_pylorus	Private	Gastric_pylorus	1
40473	5.128205128205129	Gastric_pylorus	Private	Gastric_pylorus	1
40532	3.6363636363636367	Gastric_pylorus	Private	Gastric_pylorus	1
40533	9.818181818181818	Gastric_pylorus	Private	Gastric_pylorus	1
40534	0.36630036630036633	Gastric_pylorus	Private	Gastric_pylorus	1
40535	0.0	Gastric_pylorus	Private	Gastric_pylorus	1
40536	0.36630036630036633	Gastric_pylorus	Private	Gastric_pylorus	1
40537	0.7326007326007327	Gastric_pylorus	Private	Gastric_pylorus	1
40538	1.8450184501845017	Gastric_pylorus	Private	Gastric_pylorus	1
41484	0.0	Gastric_pylorus	Private	Gastric_pylorus	1
42175	3.7037037037037033	Gastric_pylorus	Private	Gastric_pylorus	1
42502	8.856088560885606	Gastric_pylorus	Private	Gastric_pylorus	1
42503	0.3676470588235294	Gastric_pylorus	Private	Gastric_pylorus	1
42504	0.0	Gastric_pylorus	Private	Gastric_pylorus	1
42753	6.319702602230483	Gastric_pylorus	Private	Gastric_pylorus	1
42754	5.514705882352941	Gastric_pylorus	Private	Gastric_pylorus	1
42793	5.467963770546798	Gastric_pylorus	Private	Gastric_pylorus	1
42795	2.5735294117647056	Gastric_pylorus	Private	Gastric_pylorus	1
42800	3.8602941176470584	Gastric_pylorus	Private	Gastric_pylorus	1
42824	2.9520295202952034	Gastric_pylorus	Private	Gastric_pylorus	1
42843	8.118081180811808	Gastric_pylorus	Private	Gastric_pylorus	1
42849	5.147058823529412	Gastric_pylorus	Private	Gastric_pylorus	1
42850	9.558823529411764	Gastric_pylorus	Private	Gastric_pylorus	1
42851	7.380073800738007	Gastric_pylorus	Private	Gastric_pylorus	1
42852	4.797047970479705	Gastric_pylorus	Private	Gastric_pylorus	1
42853	3.6764705882352935	Gastric_pylorus	Private	Gastric_pylorus	1
42854	2.5735294117647056	Gastric_pylorus	Private	Gastric_pylorus	1
42855	2.2222222222222228	Gastric_pylorus	Private	Gastric_pylorus	1
42856	1.1152416356877324	Gastric_pylorus	Private	Gastric_pylorus	1
43052	0.7299270072992702	Gastric_pylorus	Private	Gastric_pylorus	1
43769	6.61764705882353	Gastric_pylorus	Private	Gastric_pylorus	1
43958	1.4388489208633095	Gastric_pylorus	Private	Gastric_pylorus	1
44689	1.8181818181818181	Gastric_pylorus	Private	Gastric_pylorus	1
45241	0.3703703703703704	Gastric_pylorus	Private	Gastric_pylorus	1
45277	9.10209102091021	Gastric_pylorus	Private	Gastric_pylorus	1
46033	8.608058608058608	Gastric_pylorus	Private	Gastric_pylorus	1
47194	1.4705882352941175	Gastric_pylorus	Private	Gastric_pylorus	1
47555	3.3582089552238807	Gastric_pylorus	Private	Gastric_pylorus	1
48713	1.4981273408239701	Gastric_pylorus	Private	Gastric_pylorus	1
49078	6.61764705882353	Gastric_pylorus	Private	Gastric_pylorus	1
49083	0.9876543209876543	Gastric_pylorus	Private	Gastric_pylorus	1
49084	2.389705882352941	Gastric_pylorus	Private	Gastric_pylorus	1
49093	1.7321832579185539	Gastric_pylorus	Private	Gastric_pylorus	1
49164	0.0	Gastric_pylorus	Private	Gastric_pylorus	1
49927	1.2962962962962965	Gastric_pylorus	Private	Gastric_pylorus	1
51496	3.7313432835820883	Gastric_pylorus	Private	Gastric_pylorus	1
51511	5.618645900930139	Gastric_pylorus	Private	Gastric_pylorus	1
51638	1.1235955056179776	Gastric_pylorus	Private	Gastric_pylorus	1
51672	5.4945054945054945	Gastric_pylorus	Private	Gastric_pylorus	1
52872	4.814814814814815	Gastric_pylorus	Private	Gastric_pylorus	1
52894	5.128205128205128	Gastric_pylorus	Private	Gastric_pylorus	1
55213	2.5089605734767026	Gastric_pylorus	Private	Gastric_pylorus	1
55220	1.4388489208633095	Gastric_pylorus	Private	Gastric_pylorus	1
56466	1.4760147601476012	Gastric_pylorus	Private	Gastric_pylorus	1
57360	7.011070110701106	Gastric_pylorus	Private	Gastric_pylorus	1
57512	3.308823529411765	Gastric_pylorus	Private	Gastric_pylorus	1
57581	3.2846715328467155	Gastric_pylorus	Private	Gastric_pylorus	1
57599	1.8315018315018319	Gastric_pylorus	Private	Gastric_pylorus	1
57920	6.569343065693431	Gastric_pylorus	Private	Gastric_pylorus	1
57922	7.238442822384427	Gastric_pylorus	Private	Gastric_pylorus	1
57952	8.02919708029197	Gastric_pylorus	Private	Gastric_pylorus	1
57957	6.204379562043797	Gastric_pylorus	Private	Gastric_pylorus	1
57964	1.4705882352941175	Gastric_pylorus	Private	Gastric_pylorus	1
57998	2.9411764705882355	Gastric_pylorus	Private	Gastric_pylorus	1
58004	5.5762081784386615	Gastric_pylorus	Private	Gastric_pylorus	1
58008	10.239660408971552	Gastric_pylorus	Private	Gastric_pylorus	1
58021	8.823529411764707	Gastric_pylorus	Private	Gastric_pylorus	1
58113	0.9803921568627451	Gastric_pylorus	Private	Gastric_pylorus	1
58722	2.621722846441948	Gastric_pylorus	Private	Gastric_pylorus	1
58770	9.31372549019608	Gastric_pylorus	Private	Gastric_pylorus	1
59088	4.814814814814815	Gastric_pylorus	Private	Gastric_pylorus	1
59655	2.6119402985074625	Gastric_pylorus	Private	Gastric_pylorus	1
60079	4.028233163930477	Gastric_pylorus	Private	Gastric_pylorus	1
60477	9.454545454545455	Gastric_pylorus	Private	Gastric_pylorus	1
60748	3.308823529411765	Gastric_pylorus	Private	Gastric_pylorus	1
60812	1.8315018315018319	Gastric_pylorus	Private	Gastric_pylorus	1
61162	5.583186266645275	Gastric_pylorus	Private	Gastric_pylorus	1
61375	8.487084870848708	Gastric_pylorus	Private	Gastric_pylorus	1
61377	10.70110701107011	Gastric_pylorus	Private	Gastric_pylorus	1
61378	6.61764705882353	Gastric_pylorus	Private	Gastric_pylorus	1
61379	7.352941176470587	Gastric_pylorus	Private	Gastric_pylorus	1
61450	3.704634732722636	Gastric_pylorus	Private	Gastric_pylorus	1
61452	2.5735294117647056	Gastric_pylorus	Private	Gastric_pylorus	1
61454	3.357843137254902	Gastric_pylorus	Private	Gastric_pylorus	1
61465	3.449074074074074	Gastric_pylorus	Private	Gastric_pylorus	1
61466	4.2592592592592595	Gastric_pylorus	Private	Gastric_pylorus	1
61467	3.3582089552238807	Gastric_pylorus	Private	Gastric_pylorus	1
61468	10.000000000000002	Gastric_pylorus	Private	Gastric_pylorus	1
62085	5.155875299760191	Gastric_pylorus	Private	Gastric_pylorus	1
63237	0.3649635036496351	Gastric_pylorus	Private	Gastric_pylorus	1
63584	5.128205128205128	Gastric_pylorus	Private	Gastric_pylorus	1
63600	7.6923076923076925	Gastric_pylorus	Private	Gastric_pylorus	1
63915	4.850746268656716	Gastric_pylorus	Private	Gastric_pylorus	1
64481	1.824817518248175	Gastric_pylorus	Private	Gastric_pylorus	1
64759	6.25	Gastric_pylorus	Private	Gastric_pylorus	1
64787	6.985294117647059	Gastric_pylorus	Private	Gastric_pylorus	1
64827	3.6764705882352935	Gastric_pylorus	Private	Gastric_pylorus	1
65281	7.352941176470587	Gastric_pylorus	Private	Gastric_pylorus	1
65671	7.380073800738007	Gastric_pylorus	Private	Gastric_pylorus	1
66168	7.052001496445943	Gastric_pylorus	Private	Gastric_pylorus	1
66170	4.814814814814815	Gastric_pylorus	Private	Gastric_pylorus	1
67352	1.8518518518518516	Gastric_pylorus	Private	Gastric_pylorus	1
67372	3.745318352059925	Gastric_pylorus	Private	Gastric_pylorus	1
67605	11.11111111111111	Gastric_pylorus	Private	Gastric_pylorus	1
67606	4.868913857677903	Gastric_pylorus	Private	Gastric_pylorus	1
67607	8.518518518518517	Gastric_pylorus	Private	Gastric_pylorus	1
67608	4.814814814814815	Gastric_pylorus	Private	Gastric_pylorus	1
67802	9.454545454545455	Gastric_pylorus	Private	Gastric_pylorus	1
68438	10.37037037037037	Gastric_pylorus	Private	Gastric_pylorus	1
68528	4.4444444444444455	Gastric_pylorus	Private	Gastric_pylorus	1
69044	5.185185185185185	Gastric_pylorus	Private	Gastric_pylorus	1
69099	0.3690036900369004	Gastric_pylorus	Private	Gastric_pylorus	1
69186	7.553956834532374	Gastric_pylorus	Private	Gastric_pylorus	1
69218	7.194244604316546	Gastric_pylorus	Private	Gastric_pylorus	1
69310	0.0	Gastric_pylorus	Private	Gastric_pylorus	1
69357	5.147058823529412	Gastric_pylorus	Private	Gastric_pylorus	1
69777	0.36630036630036633	Gastric_pylorus	Private	Gastric_pylorus	1
69778	0.7407407407407408	Gastric_pylorus	Private	Gastric_pylorus	1
69783	0.7194244604316545	Gastric_pylorus	Private	Gastric_pylorus	1
70441	2.166064981949458	Gastric_pylorus	Private	Gastric_pylorus	1
71088	7.326007326007327	Gastric_pylorus	Private	Gastric_pylorus	1
72792	2.2222222222222228	Gastric_pylorus	Private	Gastric_pylorus	1
73325	3.3333333333333335	Gastric_pylorus	Private	Gastric_pylorus	1
73448	1.4814814814814816	Gastric_pylorus	Private	Gastric_pylorus	1
74201	8.63970588235294	Gastric_pylorus	Private	Gastric_pylorus	1
74245	2.941176470588235	Gastric_pylorus	Private	Gastric_pylorus	1
74308	4.49438202247191	Gastric_pylorus	Private	Gastric_pylorus	1
75209	4.6263345195729535	Gastric_pylorus	Private	Gastric_pylorus	1
77184	5.9259259259259265	Gastric_pylorus	Private	Gastric_pylorus	1
77938	1.7985611510791366	Gastric_pylorus	Private	Gastric_pylorus	1
77952	1.4388489208633095	Gastric_pylorus	Private	Gastric_pylorus	1
78085	1.4652014652014653	Gastric_pylorus	Private	Gastric_pylorus	1
78096	5.86080586080586	Gastric_pylorus	Private	Gastric_pylorus	1
78187	0.3649635036496351	Gastric_pylorus	Private	Gastric_pylorus	1
78205	5.147058823529412	Gastric_pylorus	Private	Gastric_pylorus	1
78432	6.934306569343067	Gastric_pylorus	Private	Gastric_pylorus	1
78433	2.5925925925925926	Gastric_pylorus	Private	Gastric_pylorus	1
79840	5.947955390334572	Gastric_pylorus	Private	Gastric_pylorus	1
79861	1.8518518518518516	Gastric_pylorus	Private	Gastric_pylorus	1
81967	18.014705882352942	Gastric_pylorus	Private	Gastric_pylorus	1
82270	2.2388059701492535	Gastric_pylorus	Private	Gastric_pylorus	1
82729	1.1152416356877324	Gastric_pylorus	Private	Gastric_pylorus	1
83895	6.227106227106227	Gastric_pylorus	Private	Gastric_pylorus	1
84226	0.7407407407407408	Gastric_pylorus	Private	Gastric_pylorus	1
84265	2.9962546816479403	Gastric_pylorus	Private	Gastric_pylorus	1
84500	5.535055350553505	Gastric_pylorus	Private	Gastric_pylorus	1
85828	2.5830258302583027	Gastric_pylorus	Private	Gastric_pylorus	1
85909	8.148148148148149	Gastric_pylorus	Private	Gastric_pylorus	1
85910	3.342053329661756	Gastric_pylorus	Private	Gastric_pylorus	1
85915	6.666666666666668	Gastric_pylorus	Private	Gastric_pylorus	1
86078	1.8315018315018319	Gastric_pylorus	Private	Gastric_pylorus	1
