clone_id	SHM	SHM count	Donor count	Donor	Tissue	Isotype
66	0.0	0.0	1.0	CCM2	BM	IgM
67	0.0	0.0	1.0	CCM2	BM	IgM
74	0.0	0.0	1.0	CCM2	BM	IgM
75	0.0	0.0	1.0	CCM2	BM	IgM
102	0.025735294117647058	7.0	1.0	CCM2	BM	IgM
103	0.011029411764705883	3.0	1.0	CCM2	BM	IgM
104	0.025735294117647058	7.0	1.0	CCM2	BM	IgM
105	0.007434944237918215	2.0	1.0	CCM2	BM	IgM
118	0.0	0.0	1.0	CCM2	BM	IgM
129	0.03333333333333333	9.0	1.0	CCM2	BM	IgM
150	0.0037313432835820895	1.0	1.0	CCM2	BM	IgM
347	0.0	0.0	1.0	CCM2	BM	IgM
348	0.0	0.0	1.0	CCM2	BM	IgM
402	0.018796992481203006	5.0	1.0	CCM2	BM	IgM
403	0.0	0.0	1.0	CCM2	BM	IgM
404	0.0037593984962406013	1.0	1.0	CCM2	BM	IgM
461	0.0	0.0	1.0	CCM2	BM	IgM
462	0.0	0.0	1.0	CCM2	BM	IgM
463	0.0	0.0	1.0	CCM2	BM	IgM
464	0.025179856115107913	7.0	1.0	CCM2	BM	IgM
465	0.0	0.0	1.0	CCM2	BM	IgM
466	0.0	0.0	1.0	CCM2	BM	IgM
467	0.0	0.0	1.0	CCM2	BM	IgM
518	0.0	0.0	1.0	CCM2	BM	IgM
575	0.0035971223021582736	1.0	1.0	CCM2	BM	IgM
576	0.0	0.0	1.0	CCM2	BM	IgM
577	0.0	0.0	1.0	CCM2	BM	IgM
578	0.025362318840579712	7.0	1.0	CCM2	BM	IgM
579	0.0	0.0	1.0	CCM2	BM	IgM
615	0.011152416356877323	3.0	1.0	CCM2	BM	IgM
764	0.0	0.0	1.0	CCM2	BM	IgM
765	0.04779411764705882	13.0	1.0	CCM2	BM	IgM
838	0.0	0.0	1.0	CCM2	BM	IgM
898	0.011194029850746268	3.0	1.0	CCM2	BM	IgM
1012	0.09090909090909091	25.0	1.0	CCM2	BM	IgM
1232	0.0	0.0	1.0	CCM2	BM	IgM
1312	0.03690036900369004	10.0	1.0	CCM2	BM	IgM
1313	0.0	0.0	1.0	CCM2	BM	IgM
1314	0.0	0.0	1.0	CCM2	BM	IgM
1315	0.0	0.0	1.0	CCM2	BM	IgM
1316	0.0	0.0	1.0	CCM2	BM	IgM
1317	0.0	0.0	1.0	CCM2	BM	IgM
1408	0.0	0.0	1.0	CCM2	BM	IgM
1409	0.0	0.0	1.0	CCM2	BM	IgM
1410	0.0	0.0	1.0	CCM2	BM	IgM
1411	0.018726591760299626	5.0	1.0	CCM2	BM	IgM
1412	0.0	0.0	1.0	CCM2	BM	IgM
1413	0.02962962962962963	8.0	1.0	CCM2	BM	IgM
1414	0.0	0.0	1.0	CCM2	BM	IgM
1415	0.0	0.0	1.0	CCM2	BM	IgM
1416	0.0	0.0	1.0	CCM2	BM	IgM
1677	0.07340553549939831	20.333333333333332	1.0	CCM2	BM	IgM
1679	0.04142326075411577	11.142857142857142	1.0	CCM2	BM	IgM
1680	0.025179856115107913	7.0	1.0	CCM2	BM	IgM
1681	0.0035971223021582736	1.0	1.0	CCM2	BM	IgM
1682	0.014652014652014652	4.0	1.0	CCM2	BM	IgM
1683	0.0	0.0	1.0	CCM2	BM	IgM
1684	0.0	0.0	1.0	CCM2	BM	IgM
1685	0.0	0.0	1.0	CCM2	BM	IgM
1686	0.05776173285198556	16.0	1.0	CCM2	BM	IgM
1687	0.01838235294117647	5.0	1.0	CCM2	BM	IgM
1688	0.018315018315018316	5.0	1.0	CCM2	BM	IgM
1689	0.01838235294117647	5.0	1.0	CCM2	BM	IgM
1906	0.0	0.0	1.0	CCM2	BM	IgM
1907	0.0035971223021582736	1.0	1.0	CCM2	BM	IgM
1908	0.0	0.0	1.0	CCM2	BM	IgM
1909	0.01107011070110701	3.0	1.0	CCM2	BM	IgM
2039	0.0	0.0	1.0	CCM2	BM	IgM
2193	0.04044117647058824	11.0	1.0	CCM2	BM	IgM
2668	0.018115942028985508	5.0	1.0	CCM2	BM	IgM
2669	0.0	0.0	1.0	CCM2	BM	IgM
2670	0.0	0.0	1.0	CCM2	BM	IgM
2671	0.04411764705882353	12.0	1.0	CCM2	BM	IgM
2672	0.0	0.0	1.0	CCM2	BM	IgM
2791	0.06734317343173432	18.25	2.0	CCM2	BM	IgM
2802	0.0	0.0	1.0	CCM2	BM	IgM
2982	0.003703703703703704	1.0	1.0	CCM2	BM	IgM
3132	0.003676470588235294	1.0	1.0	CCM2	BM	IgM
3133	0.02952029520295203	8.0	1.0	CCM2	BM	IgM
3134	0.0	0.0	1.0	CCM2	BM	IgM
3135	0.04779411764705882	13.0	1.0	CCM2	BM	IgM
3439	0.01838235294117647	5.0	1.0	CCM2	BM	IgM
3872	0.01824817518248175	5.0	1.0	CCM2	BM	IgM
3873	0.0	0.0	1.0	CCM2	BM	IgM
3874	0.0	0.0	1.0	CCM2	BM	IgM
3978	0.07720588235294118	21.0	1.0	CCM2	BM	IgM
3979	0.02952029520295203	8.0	1.0	CCM2	BM	IgM
3980	0.0	0.0	1.0	CCM2	BM	IgM
4024	0.0	0.0	1.0	CCM2	BM	IgM
4051	0.0	0.0	1.0	CCM2	BM	IgM
4052	0.0	0.0	1.0	CCM2	BM	IgM
4074	0.0	0.0	1.0	CCM2	BM	IgM
4102	0.0	0.0	1.0	CCM2	BM	IgM
4103	0.0	0.0	1.0	CCM2	BM	IgM
4133	0.12781954887218044	34.0	1.0	CCM2	BM	IgM
4176	0.0	0.0	1.0	CCM2	BM	IgM
4265	0.0	0.0	1.0	CCM2	BM	IgM
4266	0.0	0.0	1.0	CCM2	BM	IgM
4267	0.0	0.0	1.0	CCM2	BM	IgM
4353	0.07352941176470588	20.0	1.0	CCM2	BM	IgM
4354	0.0	0.0	1.0	CCM2	BM	IgM
4355	0.001838235294117647	0.5	1.0	CCM2	BM	IgM
4356	0.01107011070110701	3.0	1.0	CCM2	BM	IgM
4357	0.0	0.0	1.0	CCM2	BM	IgM
4358	0.0	0.0	1.0	CCM2	BM	IgM
4359	0.0	0.0	1.0	CCM2	BM	IgM
4360	0.0	0.0	1.0	CCM2	BM	IgM
4361	0.0	0.0	1.0	CCM2	BM	IgM
4362	0.0	0.0	1.0	CCM2	BM	IgM
4363	0.0	0.0	1.0	CCM2	BM	IgM
4364	0.0	0.0	1.0	CCM2	BM	IgM
4365	0.0	0.0	1.0	CCM2	BM	IgM
4366	0.0	0.0	1.0	CCM2	BM	IgM
4525	0.007407407407407408	2.0	1.0	CCM2	BM	IgM
4562	0.06273062730627307	17.0	1.0	CCM2	BM	IgM
4627	0.029411764705882356	8.0	1.0	CCM2	BM	IgM
4628	0.0	0.0	1.0	CCM2	BM	IgM
4629	0.029411764705882353	8.0	1.0	CCM2	BM	IgM
4630	0.0	0.0	1.0	CCM2	BM	IgM
4631	0.0	0.0	1.0	CCM2	BM	IgM
4632	0.0	0.0	1.0	CCM2	BM	IgM
4633	0.0	0.0	1.0	CCM2	BM	IgM
4634	0.0	0.0	1.0	CCM2	BM	IgM
4635	0.0	0.0	1.0	CCM2	BM	IgM
4636	0.0	0.0	1.0	CCM2	BM	IgM
4825	0.03734567901234568	10.083333333333334	1.0	CCM2	BM	IgM
5176	0.0	0.0	1.0	CCM2	BM	IgM
5177	0.0	0.0	1.0	CCM2	BM	IgM
5178	0.0036496350364963502	1.0	1.0	CCM2	BM	IgM
5179	0.0	0.0	1.0	CCM2	BM	IgM
5284	0.029411764705882353	8.0	1.0	CCM2	BM	IgM
5299	0.0	0.0	1.0	CCM2	BM	IgM
5300	0.0421455938697318	11.0	1.0	CCM2	BM	IgM
5301	0.0	0.0	1.0	CCM2	BM	IgM
5302	0.02214022140221402	6.0	1.0	CCM2	BM	IgM
5303	0.0	0.0	1.0	CCM2	BM	IgM
5304	0.007434944237918215	2.0	1.0	CCM2	BM	IgM
5305	0.0	0.0	1.0	CCM2	BM	IgM
5306	0.0	0.0	1.0	CCM2	BM	IgM
5307	0.0	0.0	1.0	CCM2	BM	IgM
5308	0.0	0.0	1.0	CCM2	BM	IgM
5309	0.055762081784386616	15.0	1.0	CCM2	BM	IgM
5310	0.0	0.0	1.0	CCM2	BM	IgM
5311	0.0	0.0	1.0	CCM2	BM	IgM
5312	0.0	0.0	1.0	CCM2	BM	IgM
5313	0.0	0.0	1.0	CCM2	BM	IgM
5314	0.014705882352941176	4.0	1.0	CCM2	BM	IgM
5315	0.0036900369003690036	1.0	1.0	CCM2	BM	IgM
5463	0.04727272727272727	13.0	1.0	CCM2	BM	IgM
5464	0.04727272727272727	13.0	1.0	CCM2	BM	IgM
5715	0.01992619926199262	5.4	1.0	CCM2	BM	IgM
5716	0.014760147601476013	4.0	1.0	CCM2	BM	IgM
5717	0.014814814814814815	4.0	1.0	CCM2	BM	IgM
5718	0.011029411764705883	3.0	1.0	CCM2	BM	IgM
5719	0.0	0.0	1.0	CCM2	BM	IgM
5720	0.0	0.0	1.0	CCM2	BM	IgM
5905	0.033210332103321034	9.0	1.0	CCM2	BM	IgM
5906	0.04044117647058824	11.0	1.0	CCM2	BM	IgM
6015	0.0	0.0	1.0	CCM2	BM	IgM
6016	0.029197080291970802	8.0	1.0	CCM2	BM	IgM
6017	0.10909090909090909	30.0	1.0	CCM2	BM	IgM
6168	0.051470588235294115	14.0	1.0	CCM2	BM	IgM
6169	0.04044117647058824	11.0	1.0	CCM2	BM	IgM
6170	0.055350553505535055	15.0	1.0	CCM2	BM	IgM
6309	0.007407407407407408	2.0	1.0	CCM2	BM	IgM
6327	0.003703703703703704	1.0	1.0	CCM2	BM	IgM
6328	0.0	0.0	1.0	CCM2	BM	IgM
6329	0.04797047970479705	13.0	1.0	CCM2	BM	IgM
6330	0.0	0.0	1.0	CCM2	BM	IgM
6331	0.007407407407407408	2.0	1.0	CCM2	BM	IgM
6332	0.0	0.0	1.0	CCM2	BM	IgM
6333	0.0	0.0	1.0	CCM2	BM	IgM
6334	0.0	0.0	1.0	CCM2	BM	IgM
6897	0.05925925925925926	16.0	1.0	CCM2	BM	IgM
6898	0.08148148148148149	22.0	1.0	CCM2	BM	IgM
6899	0.0425925925925926	11.5	1.0	CCM2	BM	IgM
6900	0.014925373134328358	4.0	1.0	CCM2	BM	IgM
6901	0.0	0.0	1.0	CCM2	BM	IgM
6902	0.10037174721189591	27.0	1.0	CCM2	BM	IgM
7099	0.007194244604316545	2.0	1.0	CCM2	BM	IgM
7100	0.0	0.0	1.0	CCM2	BM	IgM
7101	0.0	0.0	1.0	CCM2	BM	IgM
7102	0.0	0.0	1.0	CCM2	BM	IgM
7103	0.0	0.0	1.0	CCM2	BM	IgM
7104	0.039568345323741004	11.0	1.0	CCM2	BM	IgM
7105	0.0	0.0	1.0	CCM2	BM	IgM
7106	0.01438848920863309	4.0	1.0	CCM2	BM	IgM
7107	0.0	0.0	1.0	CCM2	BM	IgM
7108	0.03985507246376811	11.0	1.0	CCM2	BM	IgM
7109	0.0	0.0	1.0	CCM2	BM	IgM
7110	0.05925925925925926	16.0	1.0	CCM2	BM	IgM
7111	0.03597122302158273	10.0	1.0	CCM2	BM	IgM
7112	0.0	0.0	1.0	CCM2	BM	IgM
7113	0.0	0.0	1.0	CCM2	BM	IgM
7114	0.0	0.0	1.0	CCM2	BM	IgM
7115	0.0	0.0	1.0	CCM2	BM	IgM
7116	0.0	0.0	1.0	CCM2	BM	IgM
7117	0.0	0.0	1.0	CCM2	BM	IgM
7118	0.0	0.0	1.0	CCM2	BM	IgM
7119	0.0	0.0	1.0	CCM2	BM	IgM
7120	0.0	0.0	1.0	CCM2	BM	IgM
7121	0.02973977695167286	8.0	1.0	CCM2	BM	IgM
7122	0.0	0.0	1.0	CCM2	BM	IgM
7123	0.0	0.0	1.0	CCM2	BM	IgM
7124	0.0	0.0	1.0	CCM2	BM	IgM
7125	0.0	0.0	1.0	CCM2	BM	IgM
7126	0.0	0.0	1.0	CCM2	BM	IgM
7127	0.0	0.0	1.0	CCM2	BM	IgM
7128	0.0	0.0	1.0	CCM2	BM	IgM
7129	0.0	0.0	1.0	CCM2	BM	IgM
7130	0.0	0.0	1.0	CCM2	BM	IgM
7413	0.0	0.0	1.0	CCM2	BM	IgM
7414	0.0	0.0	1.0	CCM2	BM	IgM
7415	0.0	0.0	1.0	CCM2	BM	IgM
7583	0.07777777777777778	21.0	1.0	CCM2	BM	IgM
7584	0.0	0.0	1.0	CCM2	BM	IgM
7585	0.0	0.0	1.0	CCM2	BM	IgM
7586	0.010830324909747292	3.0	1.0	CCM2	BM	IgM
7587	0.0	0.0	1.0	CCM2	BM	IgM
7588	0.0	0.0	1.0	CCM2	BM	IgM
7589	0.02888086642599278	8.0	1.0	CCM2	BM	IgM
7590	0.01079136690647482	3.0	1.0	CCM2	BM	IgM
7591	0.02877697841726619	8.0	1.0	CCM2	BM	IgM
7592	0.02877697841726619	8.0	1.0	CCM2	BM	IgM
7593	0.01107011070110701	3.0	1.0	CCM2	BM	IgM
7594	0.0	0.0	1.0	CCM2	BM	IgM
7595	0.0	0.0	1.0	CCM2	BM	IgM
7596	0.0	0.0	1.0	CCM2	BM	IgM
7597	0.0	0.0	1.0	CCM2	BM	IgM
7598	0.0	0.0	1.0	CCM2	BM	IgM
7599	0.0	0.0	1.0	CCM2	BM	IgM
7600	0.0	0.0	1.0	CCM2	BM	IgM
7865	0.010948905109489052	3.0	1.0	CCM2	BM	IgM
7880	0.0	0.0	1.0	CCM2	BM	IgM
7881	0.0	0.0	1.0	CCM2	BM	IgM
8090	0.007352941176470588	2.0	1.0	CCM2	BM	IgM
8091	0.0	0.0	1.0	CCM2	BM	IgM
8092	0.0	0.0	1.0	CCM2	BM	IgM
8093	0.007352941176470588	2.0	1.0	CCM2	BM	IgM
8141	0.0	0.0	1.0	CCM2	BM	IgM
8142	0.014814814814814815	4.0	1.0	CCM2	BM	IgM
8143	0.022304832713754646	6.0	1.0	CCM2	BM	IgM
8144	0.0	0.0	1.0	CCM2	BM	IgM
8412	0.0	0.0	1.0	CCM2	BM	IgM
8413	0.007407407407407408	2.0	1.0	CCM2	BM	IgM
8414	0.007462686567164179	2.0	1.0	CCM2	BM	IgM
8415	0.0	0.0	2.0	CCM2	BM	IgM
8416	0.0	0.0	1.0	CCM2	BM	IgM
8417	0.007434944237918215	2.0	1.0	CCM2	BM	IgM
8418	0.007380073800738007	2.0	1.0	CCM2	BM	IgM
8419	0.0	0.0	1.0	CCM2	BM	IgM
8420	0.011029411764705883	3.0	1.0	CCM2	BM	IgM
8421	0.007352941176470588	2.0	1.0	CCM2	BM	IgM
8422	0.0	0.0	1.0	CCM2	BM	IgM
8423	0.007380073800738007	2.0	1.0	CCM2	BM	IgM
8424	0.0	0.0	1.0	CCM2	BM	IgM
8425	0.0	0.0	1.0	CCM2	BM	IgM
8426	0.0	0.0	1.0	CCM2	BM	IgM
8427	0.007352941176470588	2.0	1.0	CCM2	BM	IgM
8428	0.0036900369003690036	1.0	1.0	CCM2	BM	IgM
8429	0.003745318352059925	1.0	1.0	CCM2	BM	IgM
8430	0.011029411764705883	3.0	1.0	CCM2	BM	IgM
8431	0.007407407407407408	2.0	1.0	CCM2	BM	IgM
8432	0.00749063670411985	2.0	1.0	CCM2	BM	IgM
8433	0.0	0.0	1.0	CCM2	BM	IgM
8434	0.0	0.0	1.0	CCM2	BM	IgM
8435	0.007352941176470588	2.0	1.0	CCM2	BM	IgM
8436	0.0	0.0	1.0	CCM2	BM	IgM
8437	0.007352941176470588	2.0	1.0	CCM2	BM	IgM
8438	0.0	0.0	1.0	CCM2	BM	IgM
8439	0.007434944237918215	2.0	1.0	CCM2	BM	IgM
8440	0.0	0.0	1.0	CCM2	BM	IgM
8441	0.01107011070110701	3.0	1.0	CCM2	BM	IgM
8442	0.0	0.0	1.0	CCM2	BM	IgM
8443	0.03345724907063197	9.0	1.0	CCM2	BM	IgM
8444	0.044444444444444446	12.0	1.0	CCM2	BM	IgM
8445	0.0	0.0	1.0	CCM2	BM	IgM
8446	0.007352941176470588	2.0	1.0	CCM2	BM	IgM
8447	0.007352941176470588	2.0	1.0	CCM2	BM	IgM
8911	0.0	0.0	1.0	CCM2	BM	IgM
8912	0.0	0.0	1.0	CCM2	BM	IgM
8913	0.03333333333333333	9.0	1.0	CCM2	BM	IgM
8914	0.03308823529411765	9.0	1.0	CCM2	BM	IgM
8915	0.0	0.0	1.0	CCM2	BM	IgM
9377	0.025454545454545455	7.0	1.0	CCM2	BM	IgM
9420	0.01824817518248175	5.0	1.0	CCM2	BM	IgM
9421	0.029411764705882353	8.0	1.0	CCM2	BM	IgM
9422	0.01838235294117647	5.0	1.0	CCM2	BM	IgM
9686	0.049815498154981555	13.5	1.0	CCM2	BM	IgM
9690	0.0	0.0	1.0	CCM2	BM	IgM
9691	0.025830258302583026	7.0	1.0	CCM2	BM	IgM
9692	0.02214022140221402	6.0	1.0	CCM2	BM	IgM
9818	0.0	0.0	1.0	CCM2	BM	IgM
9819	0.0	0.0	1.0	CCM2	BM	IgM
9820	0.0	0.0	1.0	CCM2	BM	IgM
9821	0.0	0.0	1.0	CCM2	BM	IgM
9881	0.007434944237918215	2.0	1.0	CCM2	BM	IgM
9882	0.0	0.0	1.0	CCM2	BM	IgM
9883	0.003676470588235294	1.0	1.0	CCM2	BM	IgM
10583	0.011152416356877321	3.0	1.0	CCM2	BM	IgM
10585	0.0	0.0	1.0	CCM2	BM	IgM
10586	0.003731343283582089	1.0	1.0	CCM2	BM	IgM
10587	0.0036900369003690036	1.0	1.0	CCM2	BM	IgM
10588	0.0	0.0	1.0	CCM2	BM	IgM
10589	0.022058823529411766	6.0	1.0	CCM2	BM	IgM
10590	0.0	0.0	1.0	CCM2	BM	IgM
10695	0.0	0.0	1.0	CCM2	BM	IgM
10696	0.0	0.0	1.0	CCM2	BM	IgM
10697	0.011111111111111112	3.0	1.0	CCM2	BM	IgM
10698	0.0	0.0	1.0	CCM2	BM	IgM
10699	0.03308823529411765	9.0	1.0	CCM2	BM	IgM
10742	0.0	0.0	2.0	CCM2	BM	IgM
10833	0.0	0.0	1.0	CCM2	BM	IgM
10834	0.08727272727272728	24.0	1.0	CCM2	BM	IgM
10835	0.04	11.0	1.0	CCM2	BM	IgM
10836	0.04	11.0	1.0	CCM2	BM	IgM
10837	0.040145985401459854	11.0	1.0	CCM2	BM	IgM
11169	0.0	0.0	1.0	CCM2	BM	IgM
11170	0.03308823529411765	9.0	1.0	CCM2	BM	IgM
11171	0.011029411764705883	3.0	1.0	CCM2	BM	IgM
11172	0.0	0.0	1.0	CCM2	BM	IgM
11173	0.01858736059479554	5.0	1.0	CCM2	BM	IgM
11453	0.03676470588235294	10.0	1.0	CCM2	BM	IgM
11454	0.0	0.0	1.0	CCM2	BM	IgM
11455	0.0	0.0	1.0	CCM2	BM	IgM
11456	0.0	0.0	1.0	CCM2	BM	IgM
11457	0.0	0.0	1.0	CCM2	BM	IgM
11458	0.0	0.0	1.0	CCM2	BM	IgM
11768	0.0	0.0	1.0	CCM2	BM	IgM
12045	0.0498220640569395	14.0	1.0	CCM2	BM	IgM
12099	0.02846975088967972	8.0	1.0	CCM2	BM	IgM
12100	0.02491103202846975	7.0	1.0	CCM2	BM	IgM
12101	0.0	0.0	1.0	CCM2	BM	IgM
12102	0.0	0.0	1.0	CCM2	BM	IgM
12533	0.08118081180811808	22.0	1.0	CCM2	BM	IgM
12609	0.01098901098901099	3.0	1.0	CCM2	BM	IgM
12610	0.0	0.0	1.0	CCM2	BM	IgM
12611	0.0	0.0	1.0	CCM2	BM	IgM
13071	0.007326007326007326	2.0	1.0	CCM2	BM	IgM
13072	0.0035971223021582736	1.0	1.0	CCM2	BM	IgM
13073	0.0	0.0	1.0	CCM2	BM	IgM
13074	0.0036363636363636364	1.0	1.0	CCM2	BM	IgM
13075	0.0	0.0	1.0	CCM2	BM	IgM
13076	0.0	0.0	1.0	CCM2	BM	IgM
13077	0.0	0.0	1.0	CCM2	BM	IgM
13078	0.014652014652014652	4.0	1.0	CCM2	BM	IgM
13079	0.039711191335740074	11.0	1.0	CCM2	BM	IgM
13080	0.0	0.0	1.0	CCM2	BM	IgM
13081	0.0	0.0	1.0	CCM2	BM	IgM
13082	0.0	0.0	1.0	CCM2	BM	IgM
13083	0.0035971223021582736	1.0	1.0	CCM2	BM	IgM
13084	0.0	0.0	1.0	CCM2	BM	IgM
13085	0.0	0.0	1.0	CCM2	BM	IgM
13086	0.01818181818181818	5.0	1.0	CCM2	BM	IgM
13871	0.0	0.0	1.0	CCM2	BM	IgM
14280	0.01845018450184502	5.0	1.0	CCM2	BM	IgM
14281	0.0	0.0	1.0	CCM2	BM	IgM
14282	0.0661764705882353	18.0	1.0	CCM2	BM	IgM
14724	0.01818181818181818	5.0	1.0	CCM2	BM	IgM
14735	0.07720588235294118	21.0	1.0	CCM2	BM	IgM
14766	0.007220216606498195	2.0	1.0	CCM2	BM	IgM
14780	0.007246376811594203	2.0	1.0	CCM2	BM	IgM
14857	0.0	0.0	1.0	CCM2	BM	IgM
14858	0.007246376811594203	2.0	1.0	CCM2	BM	IgM
14859	0.0	0.0	1.0	CCM2	BM	IgM
14860	0.025454545454545455	7.0	1.0	CCM2	BM	IgM
14861	0.007326007326007326	2.0	1.0	CCM2	BM	IgM
14862	0.014760147601476014	4.0	1.0	CCM2	BM	IgM
14863	0.014705882352941175	4.0	1.0	CCM2	BM	IgM
14864	0.036231884057971016	10.0	1.0	CCM2	BM	IgM
14865	0.0	0.0	1.0	CCM2	BM	IgM
14866	0.0	0.0	1.0	CCM2	BM	IgM
14867	0.0	0.0	1.0	CCM2	BM	IgM
14868	0.0	0.0	1.0	CCM2	BM	IgM
14869	0.047619047619047616	13.0	1.0	CCM2	BM	IgM
14870	0.0	0.0	1.0	CCM2	BM	IgM
14871	0.0	0.0	1.0	CCM2	BM	IgM
15893	0.014814814814814815	4.0	1.0	CCM2	BM	IgM
15894	0.003676470588235294	1.0	1.0	CCM2	BM	IgM
16429	0.06691449814126393	18.0	1.0	CCM2	BM	IgM
16430	0.03676470588235294	10.0	1.0	CCM2	BM	IgM
16431	0.0	0.0	1.0	CCM2	BM	IgM
16432	0.03676470588235294	10.0	1.0	CCM2	BM	IgM
16433	0.0	0.0	1.0	CCM2	BM	IgM
16434	0.042767295597484274	11.333333333333334	1.0	CCM2	BM	IgM
16435	0.037037037037037035	10.0	1.0	CCM2	BM	IgM
16436	0.03717472118959108	10.0	1.0	CCM2	BM	IgM
18092	0.03888888888888889	10.5	1.0	CCM2	BM	IgM
18097	0.07720588235294118	21.0	1.0	CCM2	BM	IgM
18157	0.03409090909090909	9.0	1.0	CCM2	BM	IgM
18158	0.00749063670411985	2.0	1.0	CCM2	BM	IgM
18159	0.007575757575757576	2.0	1.0	CCM2	BM	IgM
18160	0.04044117647058824	11.0	1.0	CCM2	BM	IgM
18161	0.007352941176470588	2.0	1.0	CCM2	BM	IgM
18162	0.007434944237918215	2.0	1.0	CCM2	BM	IgM
18163	0.022140221402214017	6.0	1.0	CCM2	BM	IgM
18164	0.011111111111111112	3.0	1.0	CCM2	BM	IgM
18165	0.05555555555555555	15.0	1.0	CCM2	BM	IgM
18166	0.007352941176470588	2.0	1.0	CCM2	BM	IgM
18657	0.08582089552238806	23.0	1.0	CCM2	BM	IgM
18658	0.0962962962962963	26.0	1.0	CCM2	BM	IgM
18659	0.0	0.0	1.0	CCM2	BM	IgM
19244	0.0037174721189591076	1.0	1.0	CCM2	BM	IgM
19245	0.022222222222222223	6.0	1.0	CCM2	BM	IgM
19246	0.0036900369003690036	1.0	1.0	CCM2	BM	IgM
19247	0.0	0.0	1.0	CCM2	BM	IgM
19248	0.04477611940298507	12.0	1.0	CCM2	BM	IgM
19249	0.03333333333333333	9.0	1.0	CCM2	BM	IgM
19250	0.033210332103321034	9.0	1.0	CCM2	BM	IgM
19251	0.025830258302583026	7.0	1.0	CCM2	BM	IgM
19252	0.007434944237918215	2.0	1.0	CCM2	BM	IgM
19253	0.0	0.0	1.0	CCM2	BM	IgM
19254	0.0037593984962406013	1.0	1.0	CCM2	BM	IgM
19255	0.0	0.0	1.0	CCM2	BM	IgM
19256	0.0	0.0	1.0	CCM2	BM	IgM
19584	0.018050541516245487	5.0	1.0	CCM2	BM	IgM
19656	0.003703703703703704	1.0	1.0	CCM2	BM	IgM
19814	0.036601307189542485	9.882352941176471	1.0	CCM2	BM	IgM
19853	0.0036764705882352945	1.0	1.0	CCM2	BM	IgM
19854	0.0	0.0	1.0	CCM2	BM	IgM
19855	0.0	0.0	1.0	CCM2	BM	IgM
19856	0.025735294117647058	7.0	1.0	CCM2	BM	IgM
19857	0.0	0.0	1.0	CCM2	BM	IgM
19858	0.06642066420664207	18.0	1.0	CCM2	BM	IgM
19859	0.026217228464419477	7.0	1.0	CCM2	BM	IgM
19860	0.0	0.0	1.0	CCM2	BM	IgM
19861	0.0	0.0	1.0	CCM2	BM	IgM
19862	0.04814814814814815	13.0	1.0	CCM2	BM	IgM
19863	0.0	0.0	1.0	CCM2	BM	IgM
19864	0.0	0.0	1.0	CCM2	BM	IgM
19865	0.0	0.0	1.0	CCM2	BM	IgM
19866	0.04044117647058824	11.0	1.0	CCM2	BM	IgM
20381	0.014814814814814815	4.0	1.0	CCM2	BM	IgM
20914	0.0037735849056603774	1.0	1.0	CCM2	BM	IgM
20973	0.007380073800738007	2.0	1.0	CCM2	BM	IgM
20974	0.007380073800738007	2.0	1.0	CCM2	BM	IgM
20975	0.02962962962962963	8.0	1.0	CCM2	BM	IgM
20976	0.025830258302583026	7.0	1.0	CCM2	BM	IgM
20977	0.0	0.0	1.0	CCM2	BM	IgM
20978	0.014760147601476014	4.0	1.0	CCM2	BM	IgM
20979	0.03308823529411765	9.0	1.0	CCM2	BM	IgM
20980	0.007380073800738007	2.0	1.0	CCM2	BM	IgM
20981	0.022140221402214024	6.0	1.0	CCM2	BM	IgM
20982	0.0	0.0	1.0	CCM2	BM	IgM
20983	0.0	0.0	1.0	CCM2	BM	IgM
20984	0.0	0.0	1.0	CCM2	BM	IgM
20985	0.0	0.0	1.0	CCM2	BM	IgM
20986	0.0	0.0	1.0	CCM2	BM	IgM
20987	0.007518796992481203	2.0	1.0	CCM2	BM	IgM
20988	0.0	0.0	1.0	CCM2	BM	IgM
20989	0.0	0.0	1.0	CCM2	BM	IgM
20990	0.0	0.0	1.0	CCM2	BM	IgM
20991	0.0	0.0	1.0	CCM2	BM	IgM
20992	0.0	0.0	1.0	CCM2	BM	IgM
20993	0.0	0.0	1.0	CCM2	BM	IgM
20994	0.02973977695167286	8.0	1.0	CCM2	BM	IgM
21623	0.05682656826568265	15.4	1.0	CCM2	BM	IgM
21720	0.04411764705882353	12.0	1.0	CCM2	BM	IgM
21752	0.025735294117647058	7.0	1.0	CCM2	BM	IgM
21753	0.0	0.0	1.0	CCM2	BM	IgM
21754	0.022058823529411766	6.0	1.0	CCM2	BM	IgM
21755	0.0	0.0	1.0	CCM2	BM	IgM
21756	0.0	0.0	1.0	CCM2	BM	IgM
21757	0.003676470588235294	1.0	1.0	CCM2	BM	IgM
21758	0.0	0.0	1.0	CCM2	BM	IgM
21759	0.0	0.0	1.0	CCM2	BM	IgM
22795	0.03717472118959108	10.0	1.0	CCM2	BM	IgM
22799	0.0708955223880597	19.0	1.0	CCM2	BM	IgM
22868	0.02973977695167286	8.0	1.0	CCM2	BM	IgM
22992	0.0	0.0	1.0	CCM2	BM	IgM
22993	0.029850746268656716	8.0	1.0	CCM2	BM	IgM
22994	0.09328358208955224	25.0	1.0	CCM2	BM	IgM
22995	0.0	0.0	1.0	CCM2	BM	IgM
22996	0.0	0.0	1.0	CCM2	BM	IgM
