clone_id	SHM	Isotype	Tissue group
165882	2.631578947368421	IgG	Immune related
171708	4.089219330855018	IgM	Gastric
171760	7.063197026022305	IgM	Immune related
177198	4.6762589928057565	IgA	Gastric
177203	6.564748201438849	IgG	Immune related
177206	7.9422382671480145	IgG	Immune related
177495	8.363636363636362	IgG	Immune related
182362	5.185185185185185	IgG	Immune related
182370	10.37037037037037	IgG	Immune related
183725	6.569343065693431	IgA	Immune related
183725	7.2992700729927	IgG	Immune related
183734	7.352941176470587	IgA	Immune related
183738	3.6764705882352935	IgA	Immune related
184711	11.496350364963504	IgA	Immune related
184711	11.313868613138684	IgG	Immune related
188086	3.6764705882352935	IgA	Immune related
191792	0.7352941176470588	IgM	Immune related
191830	2.205882352941177	IgG	Immune related
195355	3.7003610108303246	IgM	Immune related
198832	10.181818181818182	IgG	Immune related
199162	1.801470588235294	IgM	Immune related
200723	4.48559670781893	IgG	Immune related
202254	2.2388059701492535	IgM	Immune related
206195	6.7272727272727275	IgG	Immune related
206233	6.545454545454546	IgG	Immune related
206368	6.61764705882353	IgM	Immune related
207232	1.1152416356877324	IgA	Immune related
210762	4.119850187265916	IgM	Immune related
210856	10.344827586206897	IgM	Immune related
218061	4.779411764705882	IgM	Immune related
218641	11.691176470588236	IgG	Immune related
222769	4.797047970479705	IgG	Immune related
225723	1.824817518248175	IgM	Immune related
227586	7.326007326007327	IgG	Immune related
227663	5.860805860805861	IgM	Immune related
231017	4.761904761904762	IgG	Immune related
232619	5.514705882352941	IgG	Immune related
232990	10.44776119402985	IgD	Immune related
232990	10.44776119402985	IgM	Immune related
236190	2.675276752767528	IgM	Immune related
239855	2.083333333333333	IgM	Immune related
242372	10.37037037037037	IgM	Immune related
244714	0.3676470588235294	IgM	Immune related
245156	1.1070110701107008	IgM	Immune related
246370	6.934306569343067	IgG	Immune related
248321	9.701492537313433	IgG	Immune related
248452	2.9629629629629632	IgM	Immune related
248465	4.059040590405904	IgM	Immune related
248679	0.0	IgM	Immune related
252200	0.3676470588235294	IgM	Immune related
252411	0.7352941176470588	IgM	Immune related
252642	3.258145363408521	IgM	Immune related
252667	11.235955056179776	IgM	Immune related
255104	0.0	IgM	Immune related
256073	9.818181818181818	IgG	Immune related
258320	6.569343065693431	IgG	Immune related
262699	6.1818181818181825	IgA	Immune related
263984	3.717472118959108	IgG	Immune related
264612	3.8882563546825057	IgM	Immune related
264882	1.1029411764705885	IgE	Immune related
265113	3.308823529411765	IgG	Immune related
265221	4.044117647058823	IgG	Immune related
265584	2.564102564102564	IgG	Immune related
265717	0.0	IgM	Immune related
267292	8.424908424908427	IgG	Immune related
267292	5.4945054945054945	IgM	Immune related
268166	5.514705882352941	IgM	Immune related
268176	4.779411764705882	IgM	Immune related
268261	3.4926470588235294	IgM	Gastric
271344	11.864930724778947	IgG	Immune related
271436	7.777777777777778	IgM	Immune related
271649	1.8518518518518516	IgM	Immune related
272908	1.4814814814814816	IgM	Immune related
273515	6.047890527470941	IgA	Gastric
273515	6.106932850728603	IgD	Gastric
273515	6.037735849056602	IgE	Gastric
273515	6.04422739759916	IgG	Gastric
273892	2.9090909090909087	IgM	Immune related
274238	0.3636363636363637	IgM	Gastric
275894	7.462686567164177	IgA	Immune related
275894	7.462686567164177	IgM	Immune related
276046	11.11111111111111	IgM	Immune related
276068	11.895910780669144	IgM	Immune related
276262	9.558823529411764	IgM	Immune related
276275	3.3210332103321036	IgG	Immune related
276753	0.0	IgM	Immune related
277715	8.98876404494382	IgA	Immune related
277715	9.363295880149812	IgM	Immune related
277717	7.865168539325842	IgA	Immune related
277718	10.486891385767793	IgM	Immune related
277973	9.433962264150944	IgM	Immune related
280421	2.166064981949458	IgM	Immune related
280427	2.1660649819494586	IgM	Immune related
280500	2.888086642599278	IgM	Immune related
280696	2.361623616236163	IgM	Immune related
287593	0.7434944237918215	IgM	Immune related
288458	5.288461538461538	IgG	Immune related
290105	2.2304832713754648	IgM	Immune related
290918	1.4705882352941175	IgM	Immune related
295308	8.0	IgG	Immune related
296811	1.8450184501845017	IgG	Immune related
299246	8.424908424908427	IgM	Immune related
302407	4.059040590405904	IgM	Immune related
302432	6.273062730627306	IgA	Gastric
302432	6.642066420664207	IgM	Gastric
302579	3.3210332103321036	IgA	Immune related
302623	3.3210332103321036	IgA	Gastric
302703	5.904059040590407	IgM	Immune related
302752	2.2304832713754648	IgM	Immune related
302876	4.797047970479705	IgM	Immune related
302994	6.273062730627306	IgM	Immune related
303735	9.454545454545455	IgA	Immune related
303858	4.953171962215543	IgA	Immune related
303858	4.953171962215543	IgE	Immune related
303858	4.913032344572109	IgG	Immune related
308108	1.4705882352941175	IgM	Immune related
311812	5.8181818181818175	IgE	Immune related
311812	4.779220779220779	IgG	Immune related
311814	5.8181818181818175	IgE	Immune related
311814	7.774891774891778	IgG	Immune related
311884	11.272727272727273	IgA	Immune related
313230	3.7037037037037033	IgM	Immune related
318220	5.514705882352942	IgA	Gastric
318224	3.7037037037037033	IgA	Gastric
321957	2.205882352941177	IgM	Immune related
322364	6.98005698005698	IgM	Immune related
325327	15.85820895522388	IgG	Immune related
326843	14.545454545454545	IgG	Immune related
327089	3.39622641509434	IgM	Immune related
329441	12.132352941176471	IgG	Immune related
333194	5.8181818181818175	IgG	Immune related
333194	5.7272727272727275	IgM	Immune related
335053	0.0	IgM	Immune related
335338	0.7490636704119851	IgG	Immune related
335338	0.7490636704119851	IgM	Immune related
336918	10.740740740740742	IgM	Immune related
336991	11.666666666666666	IgM	Immune related
338408	6.204379562043797	IgG	Gastric
341831	4.779411764705882	IgM	Immune related
342392	5.535055350553505	IgA	Gastric
342455	9.328358208955224	IgM	Gastric
347450	1.1029411764705885	IgM	Immune related
351747	4.761904761904762	IgG	Immune related
351844	2.9090909090909087	IgM	Immune related
351985	5.860805860805861	IgM	Immune related
355929	10.269607843137257	IgM	Immune related
355948	4.059040590405904	IgA	Immune related
355948	6.765067650676508	IgG	Immune related
355974	3.7037037037037033	IgG	Immune related
358772	12.132352941176471	IgG	Immune related
372774	4.710144927536232	IgG	Immune related
374211	5.263157894736842	IgM	Immune related
376867	4.925650557620818	IgM	Immune related
376870	10.03717472118959	IgM	Immune related
378323	1.3636363636363633	IgA	Gastric
379804	8.798017348203222	IgG	Immune related
380067	5.535055350553505	IgM	Immune related
380425	2.044609665427509	IgM	Immune related
380740	8.63970588235294	IgM	Immune related
383377	4.0	IgG	Gastric
383399	1.0676156583629894	IgM	Gastric
385223	3.2490974729241873	IgA	Immune related
385318	5.8181818181818175	IgA	Immune related
385573	3.6764705882352935	IgM	Immune related
387686	10.545454545454543	IgG	Immune related
397521	3.308823529411765	IgM	Gastric
398802	5.128205128205128	IgM	Immune related
405518	2.181818181818182	IgA	Immune related
406810	3.308823529411765	IgA	Gastric
408925	2.5735294117647056	IgM	Immune related
409324	8.518518518518517	IgM	Immune related
409585	8.921933085501857	IgA	Immune related
410945	8.178438661710038	IgM	Immune related
411386	6.666666666666668	IgM	Immune related
412109	1.8382352941176467	IgA	Immune related
412563	6.1818181818181825	IgG	Immune related
414507	1.1904761904761907	IgG	Immune related
415473	0.0	IgD	Immune related
418886	4.363636363636364	IgG	Gastric
422379	5.992509363295881	IgM	Immune related
422387	5.617977528089888	IgA	Immune related
422387	7.865168539325842	IgG	Immune related
422551	15.413533834586465	IgG	Immune related
424563	5.639097744360902	IgM	Immune related
426399	4.797047970479705	IgG	Immune related
427044	3.3210332103321036	IgM	Immune related
427445	1.2710127101271016	IgA	Gastric
428268	4.166666666666666	IgG	Immune related
430813	4.363636363636364	IgG	Gastric
434059	4.83271375464684	IgM	Immune related
437019	5.147058823529412	IgG	Immune related
437661	5.249550359712232	IgM	Immune related
438064	1.8181818181818181	IgM	Immune related
438364	2.18978102189781	IgA	Gastric
439637	5.514705882352941	IgM	Gastric
440696	1.2962962962962965	IgM	Gastric
440727	2.9629629629629632	IgG	Gastric
440727	0.0	IgM	Gastric
440748	2.5925925925925926	IgM	Gastric
441068	9.636363636363637	IgA	Immune related
441068	11.272727272727273	IgE	Immune related
441068	11.373040752351098	IgG	Immune related
445377	0.0	IgM	Immune related
463151	4.595588235294118	IgM	Immune related
464841	1.96953781512605	IgM	Immune related
466802	7.380073800738007	IgM	Immune related
466804	5.5762081784386615	IgM	Immune related
466810	1.9135802469135803	IgA	Immune related
466834	1.759259259259259	IgA	Immune related
466842	2.4074074074074074	IgA	Immune related
466918	6.691449814126392	IgM	Immune related
466929	3.3210332103321036	IgM	Immune related
467068	4.0740740740740735	IgA	Immune related
468975	5.535055350553505	IgM	Immune related
469020	2.2222222222222228	IgA	Immune related
469110	5.947955390334572	IgA	Immune related
473142	6.95970695970696	IgM	Immune related
473567	4.044117647058823	IgM	Immune related
474271	2.5830258302583027	IgA	Immune related
474271	2.5830258302583027	IgG	Immune related
474656	2.5735294117647056	IgM	Immune related
476331	4.570033141461714	IgA	Gastric
476331	4.029304029304029	IgE	Gastric
476331	6.149850149850133	IgG	Gastric
476835	0.7194244604316548	IgM	Immune related
478239	4.49438202247191	IgM	Immune related
479156	7.527089783281732	IgG	Immune related
479192	6.25	IgG	Immune related
480749	3.6082670402427914	IgA	Gastric
480749	3.6363636363636362	IgD	Gastric
480749	3.5278154681139733	IgG	Gastric
484908	6.677776455183906	IgG	Immune related
484911	7.063197026022305	IgG	Immune related
485142	0.3690036900369004	IgM	Immune related
490100	6.296296296296296	IgG	Immune related
498446	3.6630036630036633	IgE	Immune related
498446	5.4529375852905275	IgG	Immune related
503297	3.344900713321766	IgA	Gastric
503297	3.6630036630036633	IgE	Gastric
503297	3.296703296703297	IgG	Gastric
503297	3.9134508901950684	IgM	Gastric
503736	12.363636363636365	IgG	Immune related
506712	5.0	IgG	Immune related
507268	6.106870229007633	IgA	Immune related
512796	4.693140794223827	IgM	Immune related
516180	5.156695156695157	IgA	Gastric
517573	9.454545454545455	IgE	Immune related
517573	9.454545454545455	IgG	Immune related
517691	5.8181818181818175	IgA	Immune related
517691	5.8181818181818175	IgE	Immune related
526455	3.6764705882352935	IgM	Immune related
527459	7.7205882352941195	IgG	Immune related
528351	0.0	IgM	Immune related
528432	3.6363636363636362	IgA	Immune related
528432	3.272727272727273	IgM	Immune related
530574	9.81818181818182	IgA	Immune related
530574	8.0	IgM	Immune related
530577	7.090909090909091	IgA	Immune related
530577	9.000000000000002	IgM	Immune related
532769	9.225092250922508	IgA	Immune related
532769	8.856088560885606	IgG	Immune related
534125	9.25925925925926	IgA	Immune related
534125	9.530723905723907	IgE	Immune related
534125	9.575547074649513	IgG	Immune related
535316	3.6764705882352935	IgM	Immune related
535326	5.147058823529412	IgM	Immune related
538388	9.454545454545455	IgA	Immune related
538457	4.0	IgM	Gastric
540179	3.64963503649635	IgG	Immune related
540818	4.4802867383512535	IgA	Immune related
540821	6.093189964157706	IgA	Immune related
541148	8.118081180811803	IgG	Immune related
542055	1.858736059479554	IgM	Immune related
542684	3.7037037037037033	IgA	Immune related
542685	4.454191033138403	IgA	Immune related
542837	11.029411764705882	IgA	Immune related
542837	8.333333333333332	IgG	Immune related
542848	8.550185873605948	IgA	Immune related
542854	11.397058823529413	IgA	Immune related
543736	9.480837789661324	IgA	Immune related
543736	9.558823529411764	IgG	Immune related
547427	2.205882352941177	IgM	Immune related
548849	4.015700483091788	IgA	Immune related
549509	5.904059040590407	IgG	Immune related
552001	2.2304832713754648	IgM	Immune related
559325	2.166064981949458	IgM	Immune related
561563	6.7272727272727275	IgM	Immune related
565389	0.0	IgM	Immune related
566712	5.882352941176471	IgG	Immune related
566776	6.61764705882353	IgA	Immune related
577432	8.582089552238806	IgG	Immune related
577467	2.41364960466084	IgG	Immune related
580170	8.208955223880597	IgA	Immune related
580170	14.17910447761194	IgG	Immune related
580171	7.835820895522387	IgM	Immune related
590583	1.4545454545454544	IgA	Gastric
591697	6.1818181818181825	IgG	Immune related
591849	7.4074074074074066	IgA	Immune related
591849	4.4444444444444455	IgM	Immune related
593296	4.4444444444444455	IgM	Immune related
599738	4.363636363636364	IgM	Gastric
603455	1.1029411764705885	IgE	Immune related
603455	0.1715686274509804	IgG	Immune related
604100	5.4945054945054945	IgG	Immune related
606006	7.6923076923076925	IgM	Immune related
609952	2.181818181818182	IgM	Immune related
610880	8.148148148148149	IgM	Immune related
611587	9.854014598540147	IgA	Immune related
611587	9.124087591240876	IgG	Immune related
612136	12.013888888888886	IgG	Immune related
616383	4.411764705882353	IgA	Immune related
617687	8.791208791208792	IgG	Immune related
617840	4.369142318789437	IgA	Gastric
617840	4.327424400417101	IgD	Gastric
617840	4.37956204379562	IgE	Gastric
617840	4.351487928130261	IgG	Gastric
622497	2.6199261992619918	IgA	Immune related
623361	3.272727272727273	IgM	Gastric
624578	3.7593984962406015	IgM	Immune related
624598	4.13533834586466	IgM	Immune related
625930	5.75684380032206	IgG	Immune related
625985	4.089219330855018	IgG	Immune related
626162	6.478064780647806	IgG	Immune related
626165	6.281449178128142	IgG	Immune related
628195	5.514705882352941	IgG	Immune related
628555	0.0	IgM	Immune related
632320	7.664233576642336	IgA	Immune related
632330	7.664233576642336	IgG	Immune related
633090	8.118081180811808	IgG	Immune related
634854	2.205882352941177	IgM	Immune related
634879	3.6764705882352935	IgM	Immune related
635330	4.044117647058829	IgM	Gastric
638578	1.8726591760299627	IgA	Immune related
638596	4.3233082706766925	IgM	Immune related
638602	6.390977443609022	IgM	Immune related
638604	7.530864197530864	IgM	Immune related
642505	6.386861313868613	IgA	Immune related
642505	8.02919708029197	IgD	Immune related
642505	8.150851581508515	IgE	Immune related
642505	8.167890093145559	IgG	Immune related
642510	6.599756690997569	IgG	Immune related
644967	3.3210332103321036	IgM	Immune related
657368	1.090909090909091	IgM	Immune related
658576	2.9304029304029307	IgM	Immune related
661221	8.118081180811808	IgM	Immune related
661605	5.755395683453238	IgM	Immune related
662362	9.59409594095941	IgM	Immune related
666515	8.425925925925926	IgG	Immune related
666585	10.37037037037037	IgG	Immune related
667139	15.730337078651685	IgE	Immune related
667139	15.730337078651685	IgG	Immune related
678601	1.7985611510791366	IgM	Gastric
679511	9.090909090909092	IgA	Immune related
679511	8.727272727272728	IgG	Immune related
679511	7.151515151515153	IgM	Immune related
679597	7.664233576642336	IgD	Immune related
679597	7.675022462350715	IgG	Immune related
681261	2.1739130434782608	IgM	Gastric
692542	1.094890510948905	IgM	Gastric
697124	11.439114391143912	IgA	Immune related
697124	11.439114391143912	IgG	Immune related
697662	9.84009840098401	IgG	Immune related
697675	9.66542750929368	IgG	Immune related
697681	2.3897058823529416	IgM	Immune related
697784	8.436213991769547	IgG	Immune related
698427	3.6900369003690034	IgA	Immune related
698427	3.6900369003690034	IgG	Immune related
698518	6.985294117647061	IgM	Immune related
702358	7.434944237918216	IgE	Immune related
702358	6.319702602230483	IgG	Immune related
704522	9.328358208955224	IgG	Immune related
704612	7.063197026022305	IgM	Immune related
706378	4.0740740740740735	IgA	Immune related
707611	4.044117647058823	IgG	Immune related
707618	9.926470588235293	IgM	Immune related
707785	2.9411764705882364	IgG	Immune related
707853	5.882352941176471	IgG	Immune related
709212	2.9962546816479403	IgM	Immune related
713593	14.17910447761194	IgG	Immune related
713687	10.21897810218978	IgA	Gastric
714537	7.434944237918216	IgG	Immune related
715165	3.308823529411765	IgM	Immune related
716351	7.5515151515151535	IgG	Immune related
718563	4.511278195488721	IgM	Immune related
718857	3.7453183520599254	IgM	Immune related
719012	7.865168539325842	IgM	Immune related
720523	4.454578957066518	IgM	Immune related
721320	5.925925925925927	IgG	Immune related
721871	6.273062730627306	IgG	Immune related
721920	1.4838864838864831	IgM	Gastric
723579	7.037037037037037	IgA	Immune related
723579	8.456790123456791	IgG	Immune related
723579	7.055463423622628	IgM	Immune related
723590	7.380073800738007	IgM	Immune related
724638	8.391608391608397	IgA	Gastric
724638	8.484848484848486	IgG	Gastric
724638	6.969423969423957	IgM	Gastric
724966	4.104477611940298	IgG	Immune related
727559	1.1029411764705885	IgM	Gastric
727934	5.514705882352941	IgA	Immune related
727934	7.835820895522387	IgE	Immune related
727934	9.079601990049753	IgG	Immune related
727934	4.926470588235294	IgM	Immune related
728643	13.602941176470587	IgA	Immune related
728643	12.377450980392155	IgG	Immune related
729427	7.636363636363636	IgM	Immune related
732056	10.179305000054194	IgA	Immune related
732056	10.530070237050044	IgG	Immune related
732056	10.37931451622095	IgM	Immune related
732726	4.010854816824969	IgA	Gastric
732726	4.0	IgG	Gastric
736144	10.545454545454543	IgG	Immune related
738921	0.8610086100861009	IgA	Immune related
739418	6.73374613003096	IgM	Immune related
740074	0.3636363636363637	IgM	Immune related
745327	17.43912018853104	IgA	Immune related
745327	17.60299625468165	IgE	Immune related
745327	17.065047260035918	IgG	Immune related
746922	15.185185185185185	IgG	Immune related
750939	7.570207570207571	IgG	Immune related
751700	7.702479338842974	IgA	Immune related
751700	6.363636363636363	IgD	Immune related
751700	6.909090909090909	IgE	Immune related
751700	7.2769969756271164	IgG	Immune related
752830	4.779411764705882	IgM	Immune related
752911	10.073260073260073	IgA	Immune related
752911	9.90607781574168	IgE	Immune related
752911	10.614099621882156	IgG	Immune related
752943	7.720588235294118	IgM	Immune related
754340	9.742647058823529	IgA	Gastric
754340	8.180147058823529	IgM	Gastric
755118	10.272727272727272	IgA	Immune related
756981	6.631891686563924	IgG	Immune related
759409	9.478410515640096	IgG	Immune related
762030	0.3690036900369004	IgA	Gastric
762552	4.411764705882353	IgA	Immune related
762552	5.3079044117647065	IgM	Immune related
762643	4.1360294117647065	IgM	Immune related
764017	7.2992700729927	IgA	Immune related
764017	6.204379562043797	IgG	Immune related
766056	5.445665445665447	IgA	Immune related
766056	7.327774859943978	IgG	Immune related
766056	4.679459445204238	IgM	Immune related
766087	5.418080693815988	IgM	Immune related
767412	10.04901960784314	IgM	Immune related
768534	5.992509363295881	IgM	Immune related
769468	9.558823529411764	IgA	Immune related
769468	9.558823529411764	IgE	Immune related
769468	9.200603318250383	IgG	Immune related
772557	5.090909090909091	IgG	Immune related
773630	4.044117647058823	IgE	Immune related
773630	4.289215686274509	IgG	Immune related
775766	2.9411764705882355	IgM	Immune related
776125	5.555555555555555	IgM	Immune related
776361	1.4705882352941175	IgA	Immune related
776636	9.785714285714286	IgA	Immune related
776636	9.404761904761903	IgG	Immune related
776636	9.751082251082256	IgM	Immune related
780004	6.8014705882352935	IgM	Immune related
780586	3.4007352941176476	IgM	Immune related
783277	5.018587360594797	IgM	Immune related
783282	12.345679012345677	IgG	Immune related
786224	6.61764705882353	IgG	Immune related
786482	1.8181818181818181	IgM	Immune related
787657	9.25925925925926	IgG	Immune related
787748	6.61764705882353	IgG	Immune related
788558	7.037037037037037	IgG	Immune related
788725	6.273062730627306	IgG	Immune related
788917	0.7352941176470588	IgM	Immune related
789551	0.3690036900369004	IgM	Immune related
793070	8.529411764705882	IgA	Immune related
793070	9.191176470588236	IgG	Immune related
793456	3.4926470588235294	IgG	Immune related
793457	6.985294117647059	IgG	Immune related
793457	6.645927601809952	IgM	Immune related
793507	6.188725490196079	IgM	Immune related
795452	7.380073800738007	IgG	Immune related
801997	8.955223880597014	IgG	Immune related
802994	8.21078431372549	IgM	Immune related
804758	1.8315018315018319	IgA	Gastric
804758	2.056917441532826	IgG	Gastric
807044	5.5555555555555545	IgA	Gastric
807044	5.555555555555555	IgD	Gastric
812100	3.6018755328218246	IgM	Immune related
812101	4.710144927536232	IgM	Immune related
813306	6.135531135531135	IgE	Immune related
813306	5.778509610365483	IgG	Immune related
813307	4.761904761904762	IgD	Immune related
813307	5.733898459030536	IgM	Immune related
817960	6.545454545454546	IgG	Immune related
818963	2.9090909090909087	IgM	Immune related
819841	0.0	IgM	Immune related
820917	5.860805860805861	IgM	Immune related
822382	5.524344569288388	IgM	Immune related
823676	3.3333333333333335	IgA	Immune related
823676	3.7860082304526745	IgG	Immune related
824853	9.696969696969695	IgG	Immune related
829951	11.313868613138684	IgA	Immune related
829951	10.583941605839415	IgM	Immune related
830163	6.95970695970696	IgM	Immune related
830620	1.4652014652014653	IgA	Gastric
836248	12.030075187969926	IgG	Immune related
837541	3.125	IgM	Immune related
838734	9.96309963099631	IgG	Immune related
840749	5.555555555555555	IgA	Immune related
840965	0.7434944237918215	IgM	Immune related
845081	0.0	IgG	Immune related
845780	8.823529411764707	IgG	Immune related
845781	7.116104868913857	IgG	Immune related
845806	7.0559610705596105	IgG	Immune related
845810	3.454266321913382	IgM	Immune related
845936	2.545454545454545	IgM	Immune related
850634	6.985294117647059	IgA	Immune related
851312	7.44485294117647	IgM	Immune related
855777	4.98220640569395	IgA	Immune related
855793	1.7857142857142856	IgM	Immune related
856009	1.7985611510791366	IgA	Gastric
865611	3.2272727272727266	IgM	Immune related
865683	1.8181818181818181	IgM	Immune related
865964	1.45985401459854	IgM	Immune related
867030	0.3636363636363637	IgM	Immune related
867550	2.18978102189781	IgM	Immune related
867698	8.02919708029197	IgA	Immune related
867698	9.704285981658241	IgG	Immune related
867708	8.518518518518517	IgE	Immune related
867708	9.052287581699348	IgG	Immune related
870922	4.411764705882353	IgA	Immune related
870922	2.5735294117647056	IgM	Immune related
872839	7.326007326007327	IgG	Immune related
872873	6.985294117647059	IgG	Immune related
875461	6.296296296296296	IgG	Immune related
