clone_id	SHM	Isotype	Tissue group
24	10.486891385767793	IgG	Immune related
38	1.7985611510791366	IgG	Immune related
39	1.8115942028985508	IgM	Immune related
115	2.205882352941177	IgM	Immune related
194	6.985294117647059	IgA	Gastric
341	0.0	IgM	Immune related
373	4.3478260869565215	IgA	Gastric
398	2.1739130434782608	IgM	Immune related
411	8.823529411764707	IgG	Immune related
507	3.8461538461538463	IgG	Immune related
508	1.090909090909091	IgM	Immune related
509	0.0	IgM	Immune related
510	0.0	IgM	Immune related
520	9.89010989010989	IgG	Immune related
526	7.971014492753622	IgG	Immune related
610	2.166064981949458	IgM	Immune related
619	2.2140221402214015	IgM	Immune related
680	6.8181818181818175	IgM	Immune related
681	0.0	IgM	Immune related
747	1.098901098901099	IgG	Gastric
766	9.191176470588236	IgG	Gastric
819	0.3703703703703704	IgM	Immune related
881	7.865168539325842	IgG	Immune related
882	0.0	IgM	Immune related
883	0.0	IgM	Immune related
884	0.0	IgM	Immune related
974	6.25	IgG	Immune related
975	7.2992700729927	IgG	Immune related
976	4.764726479381582	IgG	Immune related
977	6.621865488727879	IgG	Immune related
984	7.4074074074074066	IgG	Immune related
1008	9.090909090909092	IgG	Immune related
1009	8.394160583941606	IgG	Immune related
1028	4.744525547445255	IgG	Immune related
1050	1.1070110701107008	IgG	Immune related
1051	0.0	IgM	Immune related
1052	4.7272727272727275	IgM	Immune related
1174	11.48148148148148	IgG	Immune related
1187	1.4814814814814816	IgM	Immune related
1249	5.147058823529412	IgM	Immune related
1276	9.328358208955224	IgG	Immune related
1277	0.746268656716418	IgG	Immune related
1278	1.492537313432836	IgM	Immune related
1279	4.411764705882353	IgM	Immune related
1280	0.0	IgD	Immune related
1281	0.0	IgD	Immune related
1282	7.352941176470587	IgA	Gastric
1321	1.7985611510791366	IgM	Immune related
1360	2.5179856115107917	IgG	Immune related
1398	4.7272727272727275	IgM	Immune related
1407	1.4814814814814816	IgG	Immune related
1521	0.0	IgM	Immune related
1523	10.903679653679655	IgG	Immune related
1525	10.606060606060606	IgG	Immune related
1528	6.296296296296296	IgA	Gastric
1529	6.25	IgM	Gastric
1645	8.955223880597014	IgG	Immune related
1646	0.0	IgM	Immune related
1647	7.348406988694757	IgG	Immune related
1649	6.137184115523465	IgG	Immune related
1652	4.044117647058823	IgM	Immune related
1668	8.003597122302157	IgG	Immune related
1677	7.581227436823104	IgA	Immune related
1686	4.332129963898916	IgM	Immune related
1738	5.054151624548736	IgM	Immune related
1762	0.0	IgM	Immune related
1763	1.8315018315018319	IgD	Immune related
1764	8.30188679245283	IgG	Immune related
1891	0.0	IgM	Immune related
1892	0.0	IgG	Immune related
1892	0.0	IgM	Immune related
1899	5.072463768115942	IgM	Immune related
1909	1.1070110701107008	IgM	Immune related
1913	8.90909090909091	IgA	Gastric
1913	10.460606060606057	IgM	Gastric
2013	7.777777777777778	IgG	Immune related
2014	0.18181818181818185	IgG	Immune related
2014	0.9090909090909091	IgM	Immune related
2015	0.0	IgM	Immune related
2016	0.0	IgM	Immune related
2017	2.158273381294964	IgM	Immune related
2018	0.7272727272727274	IgM	Immune related
2019	0.7272727272727274	IgM	Immune related
2020	2.158273381294964	IgM	Immune related
2021	1.0869565217391304	IgM	Immune related
2028	6.273062730627306	IgG	Immune related
2308	8.730158730158731	IgG	Immune related
2312	15.298507462686567	IgG	Immune related
2318	6.61764705882353	IgA	Immune related
2323	5.947955390334572	IgG	Immune related
2366	5.640484976278336	IgA	Gastric
2475	6.25	IgG	Immune related
2476	12.177121771217712	IgG	Immune related
2477	8.455882352941178	IgM	Immune related
2481	6.909090909090909	IgG	Immune related
2482	8.136363636363637	IgG	Immune related
2483	11.800486618004866	IgG	Immune related
2484	9.113636363636363	IgG	Immune related
2485	7.818181818181818	IgG	Immune related
2486	7.636363636363637	IgG	Immune related
2518	11.439114391143912	IgG	Immune related
2642	8.058608058608058	IgG	Immune related
2643	10.33210332103321	IgG	Immune related
2644	8.424908424908427	IgG	Immune related
2645	8.88888888888889	IgG	Immune related
2646	0.3690036900369004	IgE	Immune related
2647	1.4652014652014653	IgM	Immune related
2648	4.761904761904762	IgM	Immune related
2649	0.3636363636363637	IgM	Immune related
2650	0.3676470588235294	IgM	Immune related
2651	0.0	IgM	Immune related
2761	1.4814814814814816	IgM	Gastric
2787	0.7246376811594203	IgG	Immune related
2787	0.7246376811594203	IgM	Immune related
2788	0.0	IgM	Immune related
2789	1.0869565217391304	IgM	Immune related
2790	0.7380073800738006	IgG	Gastric
2791	7.011070110701106	IgA	Immune related
2791	5.904059040590407	IgM	Immune related
2832	0.0	IgM	Immune related
2833	7.037037037037037	IgA	Immune related
2845	12.734082397003746	IgG	Immune related
2957	8.118081180811808	IgA	Immune related
2967	8.088235294117647	IgG	Immune related
2992	6.666666666666668	IgG	Immune related
3008	7.749077490774907	IgG	Immune related
3025	0.3690036900369004	IgM	Immune related
3109	0.0	IgM	Immune related
3110	0.0	IgD	Immune related
3199	1.8518518518518516	IgM	Immune related
3200	0.0	IgM	Immune related
3420	4.029304029304029	IgG	Immune related
3421	11.313868613138684	IgG	Immune related
3422	0.0	IgM	Gastric
3423	5.6985294117647065	IgG	Immune related
3424	10.661764705882353	IgM	Immune related
3594	2.9411764705882355	IgM	Gastric
3613	2.9411764705882355	IgG	Immune related
3616	7.749077490774907	IgA	Immune related
3616	7.626076260762607	IgG	Immune related
3617	8.856088560885606	IgG	Immune related
3679	4.797047970479705	IgG	Immune related
3729	7.720588235294118	IgM	Immune related
3732	5.006105006105006	IgA	Immune related
3790	5.904059040590407	IgG	Immune related
3791	3.6363636363636362	IgG	Immune related
3792	0.0	IgM	Immune related
3793	0.0	IgD	Immune related
3847	0.7220216606498195	IgM	Immune related
3901	1.824817518248175	IgM	Immune related
3944	0.0	IgM	Immune related
3945	1.8115942028985508	IgM	Immune related
3946	0.7272727272727274	IgM	Immune related
3947	0.0	IgM	Immune related
3948	5.415162454873646	IgM	Immune related
3949	0.7326007326007327	IgM	Immune related
3993	1.8450184501845017	IgM	Immune related
4029	4.562737642585552	IgM	Gastric
4135	12.781954887218044	IgM	Immune related
4139	10.70110701107011	IgA	Immune related
4174	10.780669144981413	IgG	Immune related
4320	5.514705882352942	IgG	Immune related
4321	4.7272727272727275	IgG	Immune related
4322	7.664233576642336	IgG	Immune related
4323	0.0	IgM	Immune related
4324	0.3636363636363637	IgM	Immune related
4325	1.4705882352941175	IgA	Immune related
4382	0.7407407407407408	IgG	Immune related
4442	3.3210332103321036	IgM	Immune related
4502	0.0	IgG	Immune related
4503	3.6900369003690034	IgG	Immune related
4504	0.3676470588235294	IgM	Immune related
4505	0.0	IgM	Immune related
4506	4.814814814814815	IgM	Immune related
4761	1.1111111111111114	IgM	Immune related
4762	3.308823529411765	IgM	Immune related
4763	0.0	IgM	Immune related
4764	4.460966542750929	IgM	Immune related
4765	1.4705882352941175	IgM	Immune related
4773	7.037037037037037	IgG	Immune related
4820	12.74074074074074	IgG	Immune related
4822	7.641895141895142	IgG	Immune related
4823	6.613756613756612	IgG	Immune related
4826	17.045454545454543	IgE	Immune related
4826	16.666666666666664	IgG	Immune related
4863	9.62962962962963	IgG	Immune related
4867	9.25925925925926	IgA	Immune related
4867	9.074074074074076	IgG	Immune related
4895	3.3333333333333335	IgG	Immune related
4964	1.8518518518518516	IgG	Immune related
4965	8.424908424908427	IgG	Immune related
4966	11.524163568773234	IgG	Immune related
4967	9.789343246592317	IgG	Immune related
4968	7.894736842105263	IgG	Immune related
4969	11.152416356877323	IgG	Immune related
4970	6.7669172932330826	IgG	Immune related
4971	10.780669144981413	IgG	Immune related
4972	6.296296296296296	IgG	Immune related
4973	7.777777777777778	IgG	Immune related
4974	6.296296296296296	IgM	Immune related
4975	0.0	IgM	Immune related
4976	0.0	IgM	Immune related
4977	6.319702602230483	IgM	Immune related
